REF_DATE,GEO,Number_of_Households
2022-03-01,Quebec,3845
2022-03-01,Canada,15824
2022-04-01,Alberta,1946
2022-04-01,British Columbia,2115
2022-04-01,Manitoba,547
2022-04-01,New Brunswick,334
2022-04-01,Newfoundland and Labrador,220
2022-04-01,Ontario,5835
2022-04-01,Prince Edward Island,67
2022-04-01,Quebec,3845
2022-04-01,Canada,15824
2022-05-01,Alberta,1946
2022-05-01,British Columbia,2115
2022-05-01,Manitoba,547
2022-05-01,New Brunswick,334
2022-05-01,Newfoundland and Labrador,220
2022-05-01,Ontario,5835
2022-05-01,Prince Edward Island,67
2022-05-01,Quebec,3845
2022-05-01,Canada,15824
2022-06-01,Alberta,1946
2022-06-01,British Columbia,2115
2022-06-01,Manitoba,547
2022-06-01,New Brunswick,334
2022-06-01,Newfoundland and Labrador,220
2022-06-01,Ontario,5835
2022-06-01,Prince Edward Island,67
2022-06-01,Quebec,3845
2022-06-01,Canada,15824
2022-07-01,Alberta,1946
2022-07-01,British Columbia,2115
2022-07-01,Manitoba,547
2022-07-01,New Brunswick,334
2022-07-01,Newfoundland and Labrador,220
2022-07-01,Ontario,5835
2022-07-01,Prince Edward Island,67
2022-07-01,Quebec,3845
2022-07-01,Canada,15824
2022-08-01,Alberta,1946
2022-08-01,British Columbia,2115
2022-08-01,Manitoba,547
2022-08-01,New Brunswick,334
2022-08-01,Newfoundland and Labrador,220
2022-08-01,Ontario,5835
2022-08-01,Prince Edward Island,67
2022-08-01,Quebec,3845
2022-08-01,Canada,15824
2022-09-01,Alberta,1946
2022-09-01,British Columbia,2115
2022-09-01,Manitoba,547
2022-09-01,New Brunswick,334
2022-09-01,Newfoundland and Labrador,220
2022-09-01,Ontario,5835
2022-09-01,Prince Edward Island,67
2022-09-01,Quebec,3845
2022-09-01,Canada,15824
2022-10-01,Alberta,1946
2022-10-01,British Columbia,2115
2022-10-01,Manitoba,547
2022-10-01,New Brunswick,334
2022-10-01,Newfoundland and Labrador,220
2022-10-01,Ontario,5835
2022-10-01,Prince Edward Island,67
2022-10-01,Quebec,3845
2022-10-01,Canada,15824
2022-11-01,Alberta,1946
2022-11-01,British Columbia,2115
2022-11-01,Manitoba,547
2022-11-01,New Brunswick,334
2022-11-01,Newfoundland and Labrador,220
2022-11-01,Ontario,5835
2022-11-01,Prince Edward Island,67
2022-11-01,Quebec,3845
2022-11-01,Canada,15824
2022-12-01,Alberta,1946
2022-12-01,British Columbia,2115
2022-12-01,Manitoba,547
2022-12-01,New Brunswick,334
2022-12-01,Newfoundland and Labrador,220
2022-12-01,Ontario,5835
2022-12-01,Prince Edward Island,67
2022-12-01,Quebec,3845
2022-12-01,Canada,15824
2023-01-01,Alberta,1993
2023-01-01,British Columbia,2148
2023-01-01,Manitoba,555
2023-01-01,New Brunswick,335
2023-01-01,Newfoundland and Labrador,220
2023-01-01,Ontario,5909
2023-01-01,Prince Edward Island,68
2023-01-01,Quebec,3877
2023-01-01,Canada,16028
2023-02-01,Alberta,1993
2023-02-01,British Columbia,2148
2023-02-01,Manitoba,555
2023-02-01,New Brunswick,335
2023-02-01,Newfoundland and Labrador,220
2023-02-01,Ontario,5909
2023-02-01,Prince Edward Island,68
2023-02-01,Quebec,3877
2023-02-01,Canada,16028
2023-03-01,Alberta,1993
2023-03-01,British Columbia,2148
2023-03-01,Manitoba,555
2023-03-01,New Brunswick,335
2023-03-01,Newfoundland and Labrador,220
2023-03-01,Ontario,5909
2023-03-01,Prince Edward Island,68
2023-03-01,Quebec,3877
2023-03-01,Canada,16028
2023-04-01,Alberta,1993
2023-04-01,British Columbia,2148
2023-04-01,Manitoba,555
2023-04-01,New Brunswick,335
2023-04-01,Newfoundland and Labrador,220
2023-04-01,Ontario,5909
2023-04-01,Prince Edward Island,68
2023-04-01,Quebec,3877
2023-04-01,Canada,16028
2023-05-01,Alberta,1993
2023-05-01,British Columbia,2148
2023-05-01,Manitoba,555
2023-05-01,New Brunswick,335
2023-05-01,Newfoundland and Labrador,220
2023-05-01,Ontario,5909
2023-05-01,Prince Edward Island,68
2023-05-01,Quebec,3877
2023-05-01,Canada,16028
2023-06-01,Alberta,1993
2023-06-01,British Columbia,2148
2023-06-01,Manitoba,555
2023-06-01,New Brunswick,335
2023-06-01,Newfoundland and Labrador,220
2023-06-01,Ontario,5909
2023-06-01,Prince Edward Island,68
2023-06-01,Quebec,3877
2023-06-01,Canada,16028
2023-07-01,Alberta,1993
2023-07-01,British Columbia,2148
2023-07-01,Manitoba,555
2023-07-01,New Brunswick,335
2023-07-01,Newfoundland and Labrador,220
2023-07-01,Ontario,5909
2023-07-01,Prince Edward Island,68
2023-07-01,Quebec,3877
2023-07-01,Canada,16028
2023-08-01,Alberta,1993
2023-08-01,British Columbia,2148
2023-08-01,Manitoba,555
2023-08-01,New Brunswick,335
2023-08-01,Newfoundland and Labrador,220
2023-08-01,Ontario,5909
2023-08-01,Prince Edward Island,68
2023-08-01,Quebec,3877
2023-08-01,Canada,16028
2023-09-01,Alberta,1993
2023-09-01,British Columbia,2148
2023-09-01,Manitoba,555
2023-09-01,New Brunswick,335
2023-09-01,Newfoundland and Labrador,220
2023-09-01,Ontario,5909
2023-09-01,Prince Edward Island,68
2023-09-01,Quebec,3877
2023-09-01,Canada,16028
2023-10-01,Alberta,1993
2023-10-01,British Columbia,2148
2023-10-01,Manitoba,555
2023-10-01,New Brunswick,335
2023-10-01,Newfoundland and Labrador,220
2023-10-01,Ontario,5909
2023-10-01,Prince Edward Island,68
2023-10-01,Quebec,3877
2023-10-01,Canada,16028
2023-11-01,Alberta,1993
2023-11-01,British Columbia,2148
2023-11-01,Manitoba,555
2023-11-01,New Brunswick,335
2023-11-01,Newfoundland and Labrador,220
2023-11-01,Ontario,5909
2023-11-01,Prince Edward Island,68
2023-11-01,Quebec,3877
2023-11-01,Canada,16028
2023-12-01,Alberta,1993
2023-12-01,British Columbia,2148
2023-12-01,Manitoba,555
2023-12-01,New Brunswick,335
2023-12-01,Newfoundland and Labrador,220
2023-12-01,Ontario,5909
2023-12-01,Prince Edward Island,68
2023-12-01,Quebec,3877
2023-12-01,Canada,16028
2024-01-01,Alberta,2041
2024-01-01,British Columbia,2181
2024-01-01,Manitoba,563
2024-01-01,New Brunswick,337
2024-01-01,Newfoundland and Labrador,220
2024-01-01,Ontario,5984
2024-01-01,Prince Edward Island,68
2024-01-01,Quebec,3908
2024-01-01,Canada,16233
2024-02-01,Alberta,2041
2024-02-01,British Columbia,2181
2024-02-01,Manitoba,563
2024-02-01,New Brunswick,337
2024-02-01,Newfoundland and Labrador,220
2024-02-01,Ontario,5984
2024-02-01,Prince Edward Island,68
2024-02-01,Quebec,3908
2024-02-01,Canada,16233
2024-03-01,Alberta,2041
2024-03-01,British Columbia,2181
2024-03-01,Manitoba,563
2024-03-01,New Brunswick,337
2024-03-01,Newfoundland and Labrador,220
2024-03-01,Ontario,5984
2024-03-01,Prince Edward Island,68
2024-03-01,Quebec,3908
2024-03-01,Canada,16233
2024-04-01,Alberta,2041
2024-04-01,British Columbia,2181
2024-04-01,Manitoba,563
2024-04-01,New Brunswick,337
2024-04-01,Newfoundland and Labrador,220
2024-04-01,Ontario,5984
2024-04-01,Prince Edward Island,68
2024-04-01,Quebec,3908
2024-04-01,Canada,16233
2024-05-01,Alberta,2041
2024-05-01,British Columbia,2181
2024-05-01,Manitoba,563
2024-05-01,New Brunswick,337
2024-05-01,Newfoundland and Labrador,220
2024-05-01,Ontario,5984
2024-05-01,Prince Edward Island,68
2024-05-01,Quebec,3908
2024-05-01,Canada,16233
2024-06-01,Alberta,2041
2024-06-01,British Columbia,2181
2024-06-01,Manitoba,563
2024-06-01,New Brunswick,337
2024-06-01,Newfoundland and Labrador,220
2024-06-01,Ontario,5984
2024-06-01,Prince Edward Island,68
2024-06-01,Quebec,3908
2024-06-01,Canada,16233
2024-07-01,Alberta,2041
2024-07-01,British Columbia,2181
2024-07-01,Manitoba,563
2024-07-01,New Brunswick,337
2024-07-01,Newfoundland and Labrador,220
2024-07-01,Ontario,5984
2024-07-01,Prince Edward Island,68
2024-07-01,Quebec,3908
2024-07-01,Canada,16233
2024-08-01,Alberta,2041
2024-08-01,British Columbia,2181
2024-08-01,Manitoba,563
2024-08-01,New Brunswick,337
2024-08-01,Newfoundland and Labrador,220
2024-08-01,Ontario,5984
2024-08-01,Prince Edward Island,68
2024-08-01,Quebec,3908
2024-08-01,Canada,16233
2024-09-01,Alberta,2041
2024-09-01,British Columbia,2181
2024-09-01,Manitoba,563
2024-09-01,New Brunswick,337
2024-09-01,Newfoundland and Labrador,220
2024-09-01,Ontario,5984
2024-09-01,Prince Edward Island,68
2024-09-01,Quebec,3908
2024-09-01,Canada,16233
2024-10-01,Alberta,2041
2024-10-01,British Columbia,2181
2024-10-01,Manitoba,563
2024-10-01,New Brunswick,337
2024-10-01,Newfoundland and Labrador,220
2024-10-01,Ontario,5984
2024-10-01,Prince Edward Island,68
2024-10-01,Quebec,3908
2024-10-01,Canada,16233
2024-11-01,Alberta,2041
2024-11-01,British Columbia,2181
2024-11-01,Manitoba,563
2024-11-01,New Brunswick,337
2024-11-01,Newfoundland and Labrador,220
2024-11-01,Ontario,5984
2024-11-01,Prince Edward Island,68
2024-11-01,Quebec,3908
2024-11-01,Canada,16233
2024-12-01,Alberta,2041
2024-12-01,British Columbia,2181
2024-12-01,Manitoba,563
2024-12-01,New Brunswick,337
2024-12-01,Newfoundland and Labrador,220
2024-12-01,Ontario,5984
2024-12-01,Prince Edward Island,68
2024-12-01,Quebec,3908
2024-12-01,Canada,16233
2025-01-01,Alberta,2088
2025-01-01,British Columbia,2215
2025-01-01,Manitoba,571
2025-01-01,New Brunswick,338
2025-01-01,Newfoundland and Labrador,220
2025-01-01,Ontario,6058
2025-01-01,Prince Edward Island,69
2025-01-01,Quebec,3940
2025-01-01,Canada,16438
2025-02-01,Alberta,2088
2025-02-01,British Columbia,2215
2025-02-01,Manitoba,571
2025-02-01,New Brunswick,338
2025-02-01,Newfoundland and Labrador,220
2025-02-01,Ontario,6058
2025-02-01,Prince Edward Island,69
2025-02-01,Quebec,3940
2025-02-01,Canada,16438
2025-03-01,Alberta,2088
2025-03-01,British Columbia,2215
2025-03-01,Manitoba,571
2025-03-01,New Brunswick,338
2025-03-01,Newfoundland and Labrador,220
2025-03-01,Ontario,6058
2025-03-01,Prince Edward Island,69
2025-03-01,Quebec,3940
2025-03-01,Canada,16438
2025-04-01,Alberta,2088
2025-04-01,British Columbia,2215
2025-04-01,Manitoba,571
2025-04-01,New Brunswick,338
2025-04-01,Newfoundland and Labrador,220
2025-04-01,Ontario,6058
2025-04-01,Prince Edward Island,69
2025-04-01,Quebec,3940
2025-04-01,Canada,16438
2025-05-01,Alberta,2088
2025-05-01,British Columbia,2215
2025-05-01,Manitoba,571
2025-05-01,New Brunswick,338
2025-05-01,Newfoundland and Labrador,220
2025-05-01,Ontario,6058
2025-05-01,Prince Edward Island,69
2025-05-01,Quebec,3940
2025-05-01,Canada,16438
2025-06-01,Alberta,2088
2025-06-01,British Columbia,2215
2025-06-01,Manitoba,571
2025-06-01,New Brunswick,338
2025-06-01,Newfoundland and Labrador,220
2025-06-01,Ontario,6058
2025-06-01,Prince Edward Island,69
2025-06-01,Quebec,3940
2025-06-01,Canada,16438
2025-07-01,Alberta,2088
2025-07-01,British Columbia,2215
2025-07-01,Manitoba,571
2025-07-01,New Brunswick,338
2025-07-01,Newfoundland and Labrador,220
2025-07-01,Ontario,6058
2025-07-01,Prince Edward Island,69
2025-07-01,Quebec,3940
2025-07-01,Canada,16438
2025-08-01,Alberta,2088
2025-08-01,British Columbia,2215
2025-08-01,Manitoba,571
2025-08-01,New Brunswick,338
2025-08-01,Newfoundland and Labrador,220
2025-08-01,Ontario,6058
2025-08-01,Prince Edward Island,69
2025-08-01,Quebec,3940
2025-08-01,Canada,16438
2025-09-01,Alberta,2088
2025-09-01,British Columbia,2215
2025-09-01,Manitoba,571
2025-09-01,New Brunswick,338
2025-09-01,Newfoundland and Labrador,220
2025-09-01,Ontario,6058
2025-09-01,Prince Edward Island,69
2025-09-01,Quebec,3940
2025-09-01,Canada,16438
2025-10-01,Alberta,2088
2025-10-01,British Columbia,2215
2025-10-01,Manitoba,571
2025-10-01,New Brunswick,338
2025-10-01,Newfoundland and Labrador,220
2025-10-01,Ontario,6058
2025-10-01,Prince Edward Island,69
2025-10-01,Quebec,3940
2025-10-01,Canada,16438
2025-11-01,Alberta,2088
2025-11-01,British Columbia,2215
2025-11-01,Manitoba,571
2025-11-01,New Brunswick,338
2025-11-01,Newfoundland and Labrador,220
2025-11-01,Ontario,6058
2025-11-01,Prince Edward Island,69
2025-11-01,Quebec,3940
2025-11-01,Canada,16438
2025-12-01,Alberta,2088
2025-12-01,British Columbia,2215
2025-12-01,Manitoba,571
2025-12-01,New Brunswick,338
2025-12-01,Newfoundland and Labrador,220
2025-12-01,Ontario,6058
2025-12-01,Prince Edward Island,69
2025-12-01,Quebec,3940
2025-12-01,Canada,16438
2026-01-01,Alberta,2136
2026-01-01,British Columbia,2248
2026-01-01,Manitoba,579
2026-01-01,New Brunswick,340
2026-01-01,Newfoundland and Labrador,220
2026-01-01,Ontario,6133
2026-01-01,Prince Edward Island,70
2026-01-01,Quebec,3971
2026-01-01,Canada,16644
2026-02-01,Alberta,2136
2026-02-01,British Columbia,2248
2026-02-01,Manitoba,579
2026-02-01,New Brunswick,340
2026-02-01,Newfoundland and Labrador,220
2026-02-01,Ontario,6133
2026-02-01,Prince Edward Island,70
2026-02-01,Quebec,3971
2026-02-01,Canada,16644
2026-03-01,Alberta,2136
2026-03-01,British Columbia,2248
2026-03-01,Manitoba,579
2026-03-01,New Brunswick,340
2026-03-01,Newfoundland and Labrador,220
2026-03-01,Ontario,6133
2026-03-01,Prince Edward Island,70
2026-03-01,Quebec,3971
2026-03-01,Canada,16644
2026-04-01,Alberta,2136
2026-04-01,British Columbia,2248
2026-04-01,Manitoba,579
2026-04-01,New Brunswick,340
2026-04-01,Newfoundland and Labrador,220
2026-04-01,Ontario,6133
2026-04-01,Prince Edward Island,70
2026-04-01,Quebec,3971
2026-04-01,Canada,16644
2026-05-01,Alberta,2136
2026-05-01,British Columbia,2248
2026-05-01,Manitoba,579
2026-05-01,New Brunswick,340
2026-05-01,Newfoundland and Labrador,220
2026-05-01,Ontario,6133
2026-05-01,Prince Edward Island,70
2026-05-01,Quebec,3971
2026-05-01,Canada,16644
2026-06-01,Alberta,2136
2026-06-01,British Columbia,2248
2026-06-01,Manitoba,579
2026-06-01,New Brunswick,340
2026-06-01,Newfoundland and Labrador,220
2026-06-01,Ontario,6133
2026-06-01,Prince Edward Island,70
2026-06-01,Quebec,3971
2026-06-01,Canada,16644
2026-07-01,Alberta,2136
2026-07-01,British Columbia,2248
2026-07-01,Manitoba,579
2026-07-01,New Brunswick,340
2026-07-01,Newfoundland and Labrador,220
2026-07-01,Ontario,6133
2026-07-01,Prince Edward Island,70
2026-07-01,Quebec,3971
2026-07-01,Canada,16644
2026-08-01,Alberta,2136
2026-08-01,British Columbia,2248
2026-08-01,Manitoba,579
2026-08-01,New Brunswick,340
2026-08-01,Newfoundland and Labrador,220
2026-08-01,Ontario,6133
2026-08-01,Prince Edward Island,70
2026-08-01,Quebec,3971
2026-08-01,Canada,16644
2026-09-01,Alberta,2136
2026-09-01,British Columbia,2248
2026-09-01,Manitoba,579
2026-09-01,New Brunswick,340
2026-09-01,Newfoundland and Labrador,220
2026-09-01,Ontario,6133
2026-09-01,Prince Edward Island,70
2026-09-01,Quebec,3971
2026-09-01,Canada,16644
2026-10-01,Alberta,2136
2026-10-01,British Columbia,2248
2026-10-01,Manitoba,579
2026-10-01,New Brunswick,340
2026-10-01,Newfoundland and Labrador,220
2026-10-01,Ontario,6133
2026-10-01,Prince Edward Island,70
2026-10-01,Quebec,3971
2026-10-01,Canada,16644
2026-11-01,Alberta,2136
2026-11-01,British Columbia,2248
2026-11-01,Manitoba,579
2026-11-01,New Brunswick,340
2026-11-01,Newfoundland and Labrador,220
2026-11-01,Ontario,6133
2026-11-01,Prince Edward Island,70
2026-11-01,Quebec,3971
2026-11-01,Canada,16644
2026-12-01,Alberta,2136
2026-12-01,British Columbia,2248
2026-12-01,Manitoba,579
2026-12-01,New Brunswick,340
2026-12-01,Newfoundland and Labrador,220
2026-12-01,Ontario,6133
2026-12-01,Prince Edward Island,70
2026-12-01,Quebec,3971
2026-12-01,Canada,16644
2027-01-01,Alberta,2186
2027-01-01,British Columbia,2283
2027-01-01,Manitoba,587
2027-01-01,New Brunswick,341
2027-01-01,Newfoundland and Labrador,219
2027-01-01,Ontario,6206
2027-01-01,Prince Edward Island,71
2027-01-01,Quebec,4002
2027-01-01,Canada,16849
2027-02-01,Alberta,2186
2027-02-01,British Columbia,2283
2027-02-01,Manitoba,587
2027-02-01,New Brunswick,341
2027-02-01,Newfoundland and Labrador,219
2027-02-01,Ontario,6206
2027-02-01,Prince Edward Island,71
2027-02-01,Quebec,4002
2027-02-01,Canada,16849
2027-03-01,Alberta,2186
2027-03-01,British Columbia,2283
2027-03-01,Manitoba,587
2027-03-01,New Brunswick,341
2027-03-01,Newfoundland and Labrador,219
2027-03-01,Ontario,6206
2027-03-01,Prince Edward Island,71
2027-03-01,Quebec,4002
2027-03-01,Canada,16849
2027-04-01,Alberta,2186
2027-04-01,British Columbia,2283
2027-04-01,Manitoba,587
2027-04-01,New Brunswick,341
2027-04-01,Newfoundland and Labrador,219
2027-04-01,Ontario,6206
2027-04-01,Prince Edward Island,71
2027-04-01,Quebec,4002
2027-04-01,Canada,16849
2027-05-01,Alberta,2186
2027-05-01,British Columbia,2283
2027-05-01,Manitoba,587
2027-05-01,New Brunswick,341
2027-05-01,Newfoundland and Labrador,219
2027-05-01,Ontario,6206
2027-05-01,Prince Edward Island,71
2027-05-01,Quebec,4002
2027-05-01,Canada,16849
2027-06-01,Alberta,2186
2027-06-01,British Columbia,2283
2027-06-01,Manitoba,587
2027-06-01,New Brunswick,341
2027-06-01,Newfoundland and Labrador,219
2027-06-01,Ontario,6206
2027-06-01,Prince Edward Island,71
2027-06-01,Quebec,4002
2027-06-01,Canada,16849
2027-07-01,Alberta,2186
2027-07-01,British Columbia,2283
2027-07-01,Manitoba,587
2027-07-01,New Brunswick,341
2027-07-01,Newfoundland and Labrador,219
2027-07-01,Ontario,6206
2027-07-01,Prince Edward Island,71
2027-07-01,Quebec,4002
2027-07-01,Canada,16849
2027-08-01,Alberta,2186
2027-08-01,British Columbia,2283
2027-08-01,Manitoba,587
2027-08-01,New Brunswick,341
2027-08-01,Newfoundland and Labrador,219
2027-08-01,Ontario,6206
2027-08-01,Prince Edward Island,71
2027-08-01,Quebec,4002
2027-08-01,Canada,16849
2027-09-01,Alberta,2186
2027-09-01,British Columbia,2283
2027-09-01,Manitoba,587
2027-09-01,New Brunswick,341
2027-09-01,Newfoundland and Labrador,219
2027-09-01,Ontario,6206
2027-09-01,Prince Edward Island,71
2027-09-01,Quebec,4002
2027-09-01,Canada,16849
2027-10-01,Alberta,2186
2027-10-01,British Columbia,2283
2027-10-01,Manitoba,587
2027-10-01,New Brunswick,341
2027-10-01,Newfoundland and Labrador,219
2027-10-01,Ontario,6206
2027-10-01,Prince Edward Island,71
2027-10-01,Quebec,4002
2027-10-01,Canada,16849
2027-11-01,Alberta,2186
2027-11-01,British Columbia,2283
2027-11-01,Manitoba,587
2027-11-01,New Brunswick,341
2027-11-01,Newfoundland and Labrador,219
2027-11-01,Ontario,6206
2027-11-01,Prince Edward Island,71
2027-11-01,Quebec,4002
2027-11-01,Canada,16849
2027-12-01,Alberta,2186
2027-12-01,British Columbia,2283
2027-12-01,Manitoba,587
2027-12-01,New Brunswick,341
2027-12-01,Newfoundland and Labrador,219
2027-12-01,Ontario,6206
2027-12-01,Prince Edward Island,71
2027-12-01,Quebec,4002
2027-12-01,Canada,16849
2028-01-01,Alberta,2237
2028-01-01,British Columbia,2317
2028-01-01,Manitoba,595
2028-01-01,New Brunswick,342
2028-01-01,Newfoundland and Labrador,219
2028-01-01,Ontario,6280
2028-01-01,Prince Edward Island,72
2028-01-01,Quebec,4033
2028-01-01,Canada,17057
2028-02-01,Alberta,2237
2028-02-01,British Columbia,2317
2028-02-01,Manitoba,595
2028-02-01,New Brunswick,342
2028-02-01,Newfoundland and Labrador,219
2028-02-01,Ontario,6280
2028-02-01,Prince Edward Island,72
2028-02-01,Quebec,4033
2028-02-01,Canada,17057
2028-03-01,Alberta,2237
2028-03-01,British Columbia,2317
2028-03-01,Manitoba,595
2028-03-01,New Brunswick,342
2028-03-01,Newfoundland and Labrador,219
2028-03-01,Ontario,6280
2028-03-01,Prince Edward Island,72
2028-03-01,Quebec,4033
2028-03-01,Canada,17057
2028-04-01,Alberta,2237
2028-04-01,British Columbia,2317
2028-04-01,Manitoba,595
2028-04-01,New Brunswick,342
2028-04-01,Newfoundland and Labrador,219
2028-04-01,Ontario,6280
2028-04-01,Prince Edward Island,72
2028-04-01,Quebec,4033
2028-04-01,Canada,17057
2028-05-01,Alberta,2237
2028-05-01,British Columbia,2317
2028-05-01,Manitoba,595
2028-05-01,New Brunswick,342
2028-05-01,Newfoundland and Labrador,219
2028-05-01,Ontario,6280
2028-05-01,Prince Edward Island,72
2028-05-01,Quebec,4033
2028-05-01,Canada,17057
2028-06-01,Alberta,2237
2028-06-01,British Columbia,2317
2028-06-01,Manitoba,595
2028-06-01,New Brunswick,342
2028-06-01,Newfoundland and Labrador,219
2028-06-01,Ontario,6280
2028-06-01,Prince Edward Island,72
2028-06-01,Quebec,4033
2028-06-01,Canada,17057
2028-07-01,Alberta,2237
2028-07-01,British Columbia,2317
2028-07-01,Manitoba,595
2028-07-01,New Brunswick,342
2028-07-01,Newfoundland and Labrador,219
2028-07-01,Ontario,6280
2028-07-01,Prince Edward Island,72
2028-07-01,Quebec,4033
2028-07-01,Canada,17057
2028-08-01,Alberta,2237
2028-08-01,British Columbia,2317
2028-08-01,Manitoba,595
2028-08-01,New Brunswick,342
2028-08-01,Newfoundland and Labrador,219
2028-08-01,Ontario,6280
2028-08-01,Prince Edward Island,72
2028-08-01,Quebec,4033
2028-08-01,Canada,17057
2028-09-01,Alberta,2237
2028-09-01,British Columbia,2317
2028-09-01,Manitoba,595
2028-09-01,New Brunswick,342
2028-09-01,Newfoundland and Labrador,219
2028-09-01,Ontario,6280
2028-09-01,Prince Edward Island,72
2028-09-01,Quebec,4033
2028-09-01,Canada,17057
2028-10-01,Alberta,2237
2028-10-01,British Columbia,2317
2028-10-01,Manitoba,595
2028-10-01,New Brunswick,342
2028-10-01,Newfoundland and Labrador,219
2028-10-01,Ontario,6280
2028-10-01,Prince Edward Island,72
2028-10-01,Quebec,4033
2028-10-01,Canada,17057
2028-11-01,Alberta,2237
2028-11-01,British Columbia,2317
2028-11-01,Manitoba,595
2028-11-01,New Brunswick,342
2028-11-01,Newfoundland and Labrador,219
2028-11-01,Ontario,6280
2028-11-01,Prince Edward Island,72
2028-11-01,Quebec,4033
2028-11-01,Canada,17057
2028-12-01,Alberta,2237
2028-12-01,British Columbia,2317
2028-12-01,Manitoba,595
2028-12-01,New Brunswick,342
2028-12-01,Newfoundland and Labrador,219
2028-12-01,Ontario,6280
2028-12-01,Prince Edward Island,72
2028-12-01,Quebec,4033
2028-12-01,Canada,17057
2029-01-01,Alberta,2287
2029-01-01,British Columbia,2352
2029-01-01,Manitoba,604
2029-01-01,New Brunswick,343
2029-01-01,Newfoundland and Labrador,218
2029-01-01,Ontario,6353
2029-01-01,Prince Edward Island,73
2029-01-01,Quebec,4063
2029-01-01,Canada,17263
2029-02-01,Alberta,2287
2029-02-01,British Columbia,2352
2029-02-01,Manitoba,604
2029-02-01,New Brunswick,343
2029-02-01,Newfoundland and Labrador,218
2029-02-01,Ontario,6353
2029-02-01,Prince Edward Island,73
2029-02-01,Quebec,4063
2029-02-01,Canada,17263
2029-03-01,Alberta,2287
2029-03-01,British Columbia,2352
2029-03-01,Manitoba,604
2029-03-01,New Brunswick,343
2029-03-01,Newfoundland and Labrador,218
2029-03-01,Ontario,6353
2029-03-01,Prince Edward Island,73
2029-03-01,Quebec,4063
2029-03-01,Canada,17263
2029-04-01,Alberta,2287
2029-04-01,British Columbia,2352
2029-04-01,Manitoba,604
2029-04-01,New Brunswick,343
2029-04-01,Newfoundland and Labrador,218
2029-04-01,Ontario,6353
2029-04-01,Prince Edward Island,73
2029-04-01,Quebec,4063
2029-04-01,Canada,17263
2029-05-01,Alberta,2287
2029-05-01,British Columbia,2352
2029-05-01,Manitoba,604
2029-05-01,New Brunswick,343
2029-05-01,Newfoundland and Labrador,218
2029-05-01,Ontario,6353
2029-05-01,Prince Edward Island,73
2029-05-01,Quebec,4063
2029-05-01,Canada,17263
2029-06-01,Alberta,2287
2029-06-01,British Columbia,2352
2029-06-01,Manitoba,604
2029-06-01,New Brunswick,343
2029-06-01,Newfoundland and Labrador,218
2029-06-01,Ontario,6353
2029-06-01,Prince Edward Island,73
2029-06-01,Quebec,4063
2029-06-01,Canada,17263
2029-07-01,Alberta,2287
2029-07-01,British Columbia,2352
2029-07-01,Manitoba,604
2029-07-01,New Brunswick,343
2029-07-01,Newfoundland and Labrador,218
2029-07-01,Ontario,6353
2029-07-01,Prince Edward Island,73
2029-07-01,Quebec,4063
2029-07-01,Canada,17263
2029-08-01,Alberta,2287
2029-08-01,British Columbia,2352
2029-08-01,Manitoba,604
2029-08-01,New Brunswick,343
2029-08-01,Newfoundland and Labrador,218
2029-08-01,Ontario,6353
2029-08-01,Prince Edward Island,73
2029-08-01,Quebec,4063
2029-08-01,Canada,17263
2029-09-01,Alberta,2287
2029-09-01,British Columbia,2352
2029-09-01,Manitoba,604
2029-09-01,New Brunswick,343
2029-09-01,Newfoundland and Labrador,218
2029-09-01,Ontario,6353
2029-09-01,Prince Edward Island,73
2029-09-01,Quebec,4063
2029-09-01,Canada,17263
2029-10-01,Alberta,2287
2029-10-01,British Columbia,2352
2029-10-01,Manitoba,604
2029-10-01,New Brunswick,343
2029-10-01,Newfoundland and Labrador,218
2029-10-01,Ontario,6353
2029-10-01,Prince Edward Island,73
2029-10-01,Quebec,4063
2029-10-01,Canada,17263
2029-11-01,Alberta,2287
2029-11-01,British Columbia,2352
2029-11-01,Manitoba,604
2029-11-01,New Brunswick,343
2029-11-01,Newfoundland and Labrador,218
2029-11-01,Ontario,6353
2029-11-01,Prince Edward Island,73
2029-11-01,Quebec,4063
2029-11-01,Canada,17263
2029-12-01,Alberta,2287
2029-12-01,British Columbia,2352
2029-12-01,Manitoba,604
2029-12-01,New Brunswick,343
2029-12-01,Newfoundland and Labrador,218
2029-12-01,Ontario,6353
2029-12-01,Prince Edward Island,73
2029-12-01,Quebec,4063
2029-12-01,Canada,17263
2030-01-01,Alberta,2338
2030-01-01,British Columbia,2387
2030-01-01,Manitoba,612
2030-01-01,New Brunswick,343
2030-01-01,Newfoundland and Labrador,218
2030-01-01,Ontario,6426
2030-01-01,Prince Edward Island,74
2030-01-01,Quebec,4094
2030-01-01,Canada,17470
2030-02-01,Alberta,2338
2030-02-01,British Columbia,2387
2030-02-01,Manitoba,612
2030-02-01,New Brunswick,343
2030-02-01,Newfoundland and Labrador,218
2030-02-01,Ontario,6426
2030-02-01,Prince Edward Island,74
2030-02-01,Quebec,4094
2030-02-01,Canada,17470
2030-03-01,Alberta,2338
2030-03-01,British Columbia,2387
2030-03-01,Manitoba,612
2030-03-01,New Brunswick,343
2030-03-01,Newfoundland and Labrador,218
2030-03-01,Ontario,6426
2030-03-01,Prince Edward Island,74
2030-03-01,Quebec,4094
2030-03-01,Canada,17470
2030-04-01,Alberta,2338
2030-04-01,British Columbia,2387
