REF_DATE,GEO,Number_of_Households
2014-12-01,Newfoundland and Labrador,215
2014-12-01,Ontario,5243
2014-12-01,Prince Edward Island,60
2014-12-01,Quebec,3566
2014-12-01,Canada,14207
2015-01-01,Alberta,1634
2015-01-01,British Columbia,1899
2015-01-01,Manitoba,499
2015-01-01,New Brunswick,322
2015-01-01,Newfoundland and Labrador,216
2015-01-01,Ontario,5314
2015-01-01,Prince Edward Island,61
2015-01-01,Quebec,3605
2015-01-01,Canada,14408
2015-02-01,Alberta,1634
2015-02-01,British Columbia,1899
2015-02-01,Manitoba,499
2015-02-01,New Brunswick,322
2015-02-01,Newfoundland and Labrador,216
2015-02-01,Ontario,5314
2015-02-01,Prince Edward Island,61
2015-02-01,Quebec,3605
2015-02-01,Canada,14408
2015-03-01,Alberta,1634
2015-03-01,British Columbia,1899
2015-03-01,Manitoba,499
2015-03-01,New Brunswick,322
2015-03-01,Newfoundland and Labrador,216
2015-03-01,Ontario,5314
2015-03-01,Prince Edward Island,61
2015-03-01,Quebec,3605
2015-03-01,Canada,14408
2015-04-01,Alberta,1634
2015-04-01,British Columbia,1899
2015-04-01,Manitoba,499
2015-04-01,New Brunswick,322
2015-04-01,Newfoundland and Labrador,216
2015-04-01,Ontario,5314
2015-04-01,Prince Edward Island,61
2015-04-01,Quebec,3605
2015-04-01,Canada,14408
2015-05-01,Alberta,1634
2015-05-01,British Columbia,1899
2015-05-01,Manitoba,499
2015-05-01,New Brunswick,322
2015-05-01,Newfoundland and Labrador,216
2015-05-01,Ontario,5314
2015-05-01,Prince Edward Island,61
2015-05-01,Quebec,3605
2015-05-01,Canada,14408
2015-06-01,Alberta,1634
2015-06-01,British Columbia,1899
2015-06-01,Manitoba,499
2015-06-01,New Brunswick,322
2015-06-01,Newfoundland and Labrador,216
2015-06-01,Ontario,5314
2015-06-01,Prince Edward Island,61
2015-06-01,Quebec,3605
2015-06-01,Canada,14408
2015-07-01,Alberta,1634
2015-07-01,British Columbia,1899
2015-07-01,Manitoba,499
2015-07-01,New Brunswick,322
2015-07-01,Newfoundland and Labrador,216
2015-07-01,Ontario,5314
2015-07-01,Prince Edward Island,61
2015-07-01,Quebec,3605
2015-07-01,Canada,14408
2015-08-01,Alberta,1634
2015-08-01,British Columbia,1899
2015-08-01,Manitoba,499
2015-08-01,New Brunswick,322
2015-08-01,Newfoundland and Labrador,216
2015-08-01,Ontario,5314
2015-08-01,Prince Edward Island,61
2015-08-01,Quebec,3605
2015-08-01,Canada,14408
2015-09-01,Alberta,1634
2015-09-01,British Columbia,1899
2015-09-01,Manitoba,499
2015-09-01,New Brunswick,322
2015-09-01,Newfoundland and Labrador,216
2015-09-01,Ontario,5314
2015-09-01,Prince Edward Island,61
2015-09-01,Quebec,3605
2015-09-01,Canada,14408
2015-10-01,Alberta,1634
2015-10-01,British Columbia,1899
2015-10-01,Manitoba,499
2015-10-01,New Brunswick,322
2015-10-01,Newfoundland and Labrador,216
2015-10-01,Ontario,5314
2015-10-01,Prince Edward Island,61
2015-10-01,Quebec,3605
2015-10-01,Canada,14408
2015-11-01,Alberta,1634
2015-11-01,British Columbia,1899
2015-11-01,Manitoba,499
2015-11-01,New Brunswick,322
2015-11-01,Newfoundland and Labrador,216
2015-11-01,Ontario,5314
2015-11-01,Prince Edward Island,61
2015-11-01,Quebec,3605
2015-11-01,Canada,14408
2015-12-01,Alberta,1634
2015-12-01,British Columbia,1899
2015-12-01,Manitoba,499
2015-12-01,New Brunswick,322
2015-12-01,Newfoundland and Labrador,216
2015-12-01,Ontario,5314
2015-12-01,Prince Edward Island,61
2015-12-01,Quebec,3605
2015-12-01,Canada,14408
2016-01-01,Alberta,1681
2016-01-01,British Columbia,1924
2016-01-01,Manitoba,504
2016-01-01,New Brunswick,323
2016-01-01,Newfoundland and Labrador,217
2016-01-01,Ontario,5385
2016-01-01,Prince Edward Island,61
2016-01-01,Quebec,3643
2016-01-01,Canada,14606
2016-02-01,Alberta,1681
2016-02-01,British Columbia,1924
2016-02-01,Manitoba,504
2016-02-01,New Brunswick,323
2016-02-01,Newfoundland and Labrador,217
2016-02-01,Ontario,5385
2016-02-01,Prince Edward Island,61
2016-02-01,Quebec,3643
2016-02-01,Canada,14606
2016-03-01,Alberta,1681
2016-03-01,British Columbia,1924
2016-03-01,Manitoba,504
2016-03-01,New Brunswick,323
2016-03-01,Newfoundland and Labrador,217
2016-03-01,Ontario,5385
2016-03-01,Prince Edward Island,61
2016-03-01,Quebec,3643
2016-03-01,Canada,14606
2016-04-01,Alberta,1681
2016-04-01,British Columbia,1924
2016-04-01,Manitoba,504
2016-04-01,New Brunswick,323
2016-04-01,Newfoundland and Labrador,217
2016-04-01,Ontario,5385
2016-04-01,Prince Edward Island,61
2016-04-01,Quebec,3643
2016-04-01,Canada,14606
2016-05-01,Alberta,1681
2016-05-01,British Columbia,1924
2016-05-01,Manitoba,504
2016-05-01,New Brunswick,323
2016-05-01,Newfoundland and Labrador,217
2016-05-01,Ontario,5385
2016-05-01,Prince Edward Island,61
2016-05-01,Quebec,3643
2016-05-01,Canada,14606
2016-06-01,Alberta,1681
2016-06-01,British Columbia,1924
2016-06-01,Manitoba,504
2016-06-01,New Brunswick,323
2016-06-01,Newfoundland and Labrador,217
2016-06-01,Ontario,5385
2016-06-01,Prince Edward Island,61
2016-06-01,Quebec,3643
2016-06-01,Canada,14606
2016-07-01,Alberta,1681
2016-07-01,British Columbia,1924
2016-07-01,Manitoba,504
2016-07-01,New Brunswick,323
2016-07-01,Newfoundland and Labrador,217
2016-07-01,Ontario,5385
2016-07-01,Prince Edward Island,61
2016-07-01,Quebec,3643
2016-07-01,Canada,14606
2016-08-01,Alberta,1681
2016-08-01,British Columbia,1924
2016-08-01,Manitoba,504
2016-08-01,New Brunswick,323
2016-08-01,Newfoundland and Labrador,217
2016-08-01,Ontario,5385
2016-08-01,Prince Edward Island,61
2016-08-01,Quebec,3643
2016-08-01,Canada,14606
2016-09-01,Alberta,1681
2016-09-01,British Columbia,1924
2016-09-01,Manitoba,504
2016-09-01,New Brunswick,323
2016-09-01,Newfoundland and Labrador,217
2016-09-01,Ontario,5385
2016-09-01,Prince Edward Island,61
2016-09-01,Quebec,3643
2016-09-01,Canada,14606
2016-10-01,Alberta,1681
2016-10-01,British Columbia,1924
2016-10-01,Manitoba,504
2016-10-01,New Brunswick,323
2016-10-01,Newfoundland and Labrador,217
2016-10-01,Ontario,5385
2016-10-01,Prince Edward Island,61
2016-10-01,Quebec,3643
2016-10-01,Canada,14606
2016-11-01,Alberta,1681
2016-11-01,British Columbia,1924
2016-11-01,Manitoba,504
2016-11-01,New Brunswick,323
2016-11-01,Newfoundland and Labrador,217
2016-11-01,Ontario,5385
2016-11-01,Prince Edward Island,61
2016-11-01,Quebec,3643
2016-11-01,Canada,14606
2016-12-01,Alberta,1681
2016-12-01,British Columbia,1924
2016-12-01,Manitoba,504
2016-12-01,New Brunswick,323
2016-12-01,Newfoundland and Labrador,217
2016-12-01,Ontario,5385
2016-12-01,Prince Edward Island,61
2016-12-01,Quebec,3643
2016-12-01,Canada,14606
2017-01-01,Alberta,1725
2017-01-01,British Columbia,1956
2017-01-01,Manitoba,511
2017-01-01,New Brunswick,325
2017-01-01,Newfoundland and Labrador,218
2017-01-01,Ontario,5460
2017-01-01,Prince Edward Island,62
2017-01-01,Quebec,3678
2017-01-01,Canada,14810
2017-02-01,Alberta,1725
2017-02-01,British Columbia,1956
2017-02-01,Manitoba,511
2017-02-01,New Brunswick,325
2017-02-01,Newfoundland and Labrador,218
2017-02-01,Ontario,5460
2017-02-01,Prince Edward Island,62
2017-02-01,Quebec,3678
2017-02-01,Canada,14810
2017-03-01,Alberta,1725
2017-03-01,British Columbia,1956
2017-03-01,Manitoba,511
2017-03-01,New Brunswick,325
2017-03-01,Newfoundland and Labrador,218
2017-03-01,Ontario,5460
2017-03-01,Prince Edward Island,62
2017-03-01,Quebec,3678
2017-03-01,Canada,14810
2017-04-01,Alberta,1725
2017-04-01,British Columbia,1956
2017-04-01,Manitoba,511
2017-04-01,New Brunswick,325
2017-04-01,Newfoundland and Labrador,218
2017-04-01,Ontario,5460
2017-04-01,Prince Edward Island,62
2017-04-01,Quebec,3678
2017-04-01,Canada,14810
2017-05-01,Alberta,1725
2017-05-01,British Columbia,1956
2017-05-01,Manitoba,511
2017-05-01,New Brunswick,325
2017-05-01,Newfoundland and Labrador,218
2017-05-01,Ontario,5460
2017-05-01,Prince Edward Island,62
2017-05-01,Quebec,3678
2017-05-01,Canada,14810
2017-06-01,Alberta,1725
2017-06-01,British Columbia,1956
2017-06-01,Manitoba,511
2017-06-01,New Brunswick,325
2017-06-01,Newfoundland and Labrador,218
2017-06-01,Ontario,5460
2017-06-01,Prince Edward Island,62
2017-06-01,Quebec,3678
2017-06-01,Canada,14810
2017-07-01,Alberta,1725
2017-07-01,British Columbia,1956
2017-07-01,Manitoba,511
2017-07-01,New Brunswick,325
2017-07-01,Newfoundland and Labrador,218
2017-07-01,Ontario,5460
2017-07-01,Prince Edward Island,62
2017-07-01,Quebec,3678
2017-07-01,Canada,14810
2017-08-01,Alberta,1725
2017-08-01,British Columbia,1956
2017-08-01,Manitoba,511
2017-08-01,New Brunswick,325
2017-08-01,Newfoundland and Labrador,218
2017-08-01,Ontario,5460
2017-08-01,Prince Edward Island,62
2017-08-01,Quebec,3678
2017-08-01,Canada,14810
2017-09-01,Alberta,1725
2017-09-01,British Columbia,1956
2017-09-01,Manitoba,511
2017-09-01,New Brunswick,325
2017-09-01,Newfoundland and Labrador,218
2017-09-01,Ontario,5460
2017-09-01,Prince Edward Island,62
2017-09-01,Quebec,3678
2017-09-01,Canada,14810
2017-10-01,Alberta,1725
2017-10-01,British Columbia,1956
2017-10-01,Manitoba,511
2017-10-01,New Brunswick,325
2017-10-01,Newfoundland and Labrador,218
2017-10-01,Ontario,5460
2017-10-01,Prince Edward Island,62
2017-10-01,Quebec,3678
2017-10-01,Canada,14810
2017-11-01,Alberta,1725
2017-11-01,British Columbia,1956
2017-11-01,Manitoba,511
2017-11-01,New Brunswick,325
2017-11-01,Newfoundland and Labrador,218
2017-11-01,Ontario,5460
2017-11-01,Prince Edward Island,62
2017-11-01,Quebec,3678
2017-11-01,Canada,14810
2017-12-01,Alberta,1725
2017-12-01,British Columbia,1956
2017-12-01,Manitoba,511
2017-12-01,New Brunswick,325
2017-12-01,Newfoundland and Labrador,218
2017-12-01,Ontario,5460
2017-12-01,Prince Edward Island,62
2017-12-01,Quebec,3678
2017-12-01,Canada,14810
2018-01-01,Alberta,1768
2018-01-01,British Columbia,1987
2018-01-01,Manitoba,518
2018-01-01,New Brunswick,327
2018-01-01,Newfoundland and Labrador,218
2018-01-01,Ontario,5535
2018-01-01,Prince Edward Island,63
2018-01-01,Quebec,3712
2018-01-01,Canada,15012
2018-02-01,Alberta,1768
2018-02-01,British Columbia,1987
2018-02-01,Manitoba,518
2018-02-01,New Brunswick,327
2018-02-01,Newfoundland and Labrador,218
2018-02-01,Ontario,5535
2018-02-01,Prince Edward Island,63
2018-02-01,Quebec,3712
2018-02-01,Canada,15012
2018-03-01,Alberta,1768
2018-03-01,British Columbia,1987
2018-03-01,Manitoba,518
2018-03-01,New Brunswick,327
2018-03-01,Newfoundland and Labrador,218
2018-03-01,Ontario,5535
2018-03-01,Prince Edward Island,63
2018-03-01,Quebec,3712
2018-03-01,Canada,15012
2018-04-01,Alberta,1768
2018-04-01,British Columbia,1987
2018-04-01,Manitoba,518
2018-04-01,New Brunswick,327
2018-04-01,Newfoundland and Labrador,218
2018-04-01,Ontario,5535
2018-04-01,Prince Edward Island,63
2018-04-01,Quebec,3712
2018-04-01,Canada,15012
2018-05-01,Alberta,1768
2018-05-01,British Columbia,1987
2018-05-01,Manitoba,518
2018-05-01,New Brunswick,327
2018-05-01,Newfoundland and Labrador,218
2018-05-01,Ontario,5535
2018-05-01,Prince Edward Island,63
2018-05-01,Quebec,3712
2018-05-01,Canada,15012
2018-06-01,Alberta,1768
2018-06-01,British Columbia,1987
2018-06-01,Manitoba,518
2018-06-01,New Brunswick,327
2018-06-01,Newfoundland and Labrador,218
2018-06-01,Ontario,5535
2018-06-01,Prince Edward Island,63
2018-06-01,Quebec,3712
2018-06-01,Canada,15012
2018-07-01,Alberta,1768
2018-07-01,British Columbia,1987
2018-07-01,Manitoba,518
2018-07-01,New Brunswick,327
2018-07-01,Newfoundland and Labrador,218
2018-07-01,Ontario,5535
2018-07-01,Prince Edward Island,63
2018-07-01,Quebec,3712
2018-07-01,Canada,15012
2018-08-01,Alberta,1768
2018-08-01,British Columbia,1987
2018-08-01,Manitoba,518
2018-08-01,New Brunswick,327
2018-08-01,Newfoundland and Labrador,218
2018-08-01,Ontario,5535
2018-08-01,Prince Edward Island,63
2018-08-01,Quebec,3712
2018-08-01,Canada,15012
2018-09-01,Alberta,1768
2018-09-01,British Columbia,1987
2018-09-01,Manitoba,518
2018-09-01,New Brunswick,327
2018-09-01,Newfoundland and Labrador,218
2018-09-01,Ontario,5535
2018-09-01,Prince Edward Island,63
2018-09-01,Quebec,3712
2018-09-01,Canada,15012
2018-10-01,Alberta,1768
2018-10-01,British Columbia,1987
2018-10-01,Manitoba,518
2018-10-01,New Brunswick,327
2018-10-01,Newfoundland and Labrador,218
2018-10-01,Ontario,5535
2018-10-01,Prince Edward Island,63
2018-10-01,Quebec,3712
2018-10-01,Canada,15012
2018-11-01,Alberta,1768
2018-11-01,British Columbia,1987
2018-11-01,Manitoba,518
2018-11-01,New Brunswick,327
2018-11-01,Newfoundland and Labrador,218
2018-11-01,Ontario,5535
2018-11-01,Prince Edward Island,63
2018-11-01,Quebec,3712
2018-11-01,Canada,15012
2018-12-01,Alberta,1768
2018-12-01,British Columbia,1987
2018-12-01,Manitoba,518
2018-12-01,New Brunswick,327
2018-12-01,Newfoundland and Labrador,218
2018-12-01,Ontario,5535
2018-12-01,Prince Edward Island,63
2018-12-01,Quebec,3712
2018-12-01,Canada,15012
2019-01-01,Alberta,1812
2019-01-01,British Columbia,2019
2019-01-01,Manitoba,525
2019-01-01,New Brunswick,329
2019-01-01,Newfoundland and Labrador,219
2019-01-01,Ontario,5610
2019-01-01,Prince Edward Island,64
2019-01-01,Quebec,3746
2019-01-01,Canada,15216
2019-02-01,Alberta,1812
2019-02-01,British Columbia,2019
2019-02-01,Manitoba,525
2019-02-01,New Brunswick,329
2019-02-01,Newfoundland and Labrador,219
2019-02-01,Ontario,5610
2019-02-01,Prince Edward Island,64
2019-02-01,Quebec,3746
2019-02-01,Canada,15216
2019-03-01,Alberta,1812
2019-03-01,British Columbia,2019
2019-03-01,Manitoba,525
2019-03-01,New Brunswick,329
2019-03-01,Newfoundland and Labrador,219
2019-03-01,Ontario,5610
2019-03-01,Prince Edward Island,64
2019-03-01,Quebec,3746
2019-03-01,Canada,15216
2019-04-01,Alberta,1812
2019-04-01,British Columbia,2019
2019-04-01,Manitoba,525
2019-04-01,New Brunswick,329
2019-04-01,Newfoundland and Labrador,219
2019-04-01,Ontario,5610
2019-04-01,Prince Edward Island,64
2019-04-01,Quebec,3746
2019-04-01,Canada,15216
2019-05-01,Alberta,1812
2019-05-01,British Columbia,2019
2019-05-01,Manitoba,525
2019-05-01,New Brunswick,329
2019-05-01,Newfoundland and Labrador,219
2019-05-01,Ontario,5610
2019-05-01,Prince Edward Island,64
2019-05-01,Quebec,3746
2019-05-01,Canada,15216
2019-06-01,Alberta,1812
2019-06-01,British Columbia,2019
2019-06-01,Manitoba,525
2019-06-01,New Brunswick,329
2019-06-01,Newfoundland and Labrador,219
2019-06-01,Ontario,5610
2019-06-01,Prince Edward Island,64
2019-06-01,Quebec,3746
2019-06-01,Canada,15216
2019-07-01,Alberta,1812
2019-07-01,British Columbia,2019
2019-07-01,Manitoba,525
2019-07-01,New Brunswick,329
2019-07-01,Newfoundland and Labrador,219
2019-07-01,Ontario,5610
2019-07-01,Prince Edward Island,64
2019-07-01,Quebec,3746
2019-07-01,Canada,15216
2019-08-01,Alberta,1812
2019-08-01,British Columbia,2019
2019-08-01,Manitoba,525
2019-08-01,New Brunswick,329
2019-08-01,Newfoundland and Labrador,219
2019-08-01,Ontario,5610
2019-08-01,Prince Edward Island,64
2019-08-01,Quebec,3746
2019-08-01,Canada,15216
2019-09-01,Alberta,1812
2019-09-01,British Columbia,2019
2019-09-01,Manitoba,525
2019-09-01,New Brunswick,329
2019-09-01,Newfoundland and Labrador,219
2019-09-01,Ontario,5610
2019-09-01,Prince Edward Island,64
2019-09-01,Quebec,3746
2019-09-01,Canada,15216
2019-10-01,Alberta,1812
2019-10-01,British Columbia,2019
2019-10-01,Manitoba,525
2019-10-01,New Brunswick,329
2019-10-01,Newfoundland and Labrador,219
2019-10-01,Ontario,5610
2019-10-01,Prince Edward Island,64
2019-10-01,Quebec,3746
2019-10-01,Canada,15216
2019-11-01,Alberta,1812
2019-11-01,British Columbia,2019
2019-11-01,Manitoba,525
2019-11-01,New Brunswick,329
2019-11-01,Newfoundland and Labrador,219
2019-11-01,Ontario,5610
2019-11-01,Prince Edward Island,64
2019-11-01,Quebec,3746
2019-11-01,Canada,15216
2019-12-01,Alberta,1812
2019-12-01,British Columbia,2019
2019-12-01,Manitoba,525
2019-12-01,New Brunswick,329
2019-12-01,Newfoundland and Labrador,219
2019-12-01,Ontario,5610
2019-12-01,Prince Edward Island,64
2019-12-01,Quebec,3746
2019-12-01,Canada,15216
2020-01-01,Alberta,1855
2020-01-01,British Columbia,2050
2020-01-01,Manitoba,532
2020-01-01,New Brunswick,331
2020-01-01,Newfoundland and Labrador,219
2020-01-01,Ontario,5685
2020-01-01,Prince Edward Island,65
2020-01-01,Quebec,3780
2020-01-01,Canada,15416
2020-02-01,Alberta,1855
2020-02-01,British Columbia,2050
2020-02-01,Manitoba,532
2020-02-01,New Brunswick,331
2020-02-01,Newfoundland and Labrador,219
2020-02-01,Ontario,5685
2020-02-01,Prince Edward Island,65
2020-02-01,Quebec,3780
2020-02-01,Canada,15416
2020-03-01,Alberta,1855
2020-03-01,British Columbia,2050
2020-03-01,Manitoba,532
2020-03-01,New Brunswick,331
2020-03-01,Newfoundland and Labrador,219
2020-03-01,Ontario,5685
2020-03-01,Prince Edward Island,65
2020-03-01,Quebec,3780
2020-03-01,Canada,15416
2020-04-01,Alberta,1855
2020-04-01,British Columbia,2050
2020-04-01,Manitoba,532
2020-04-01,New Brunswick,331
2020-04-01,Newfoundland and Labrador,219
2020-04-01,Ontario,5685
2020-04-01,Prince Edward Island,65
2020-04-01,Quebec,3780
2020-04-01,Canada,15416
2020-05-01,Alberta,1855
2020-05-01,British Columbia,2050
2020-05-01,Manitoba,532
2020-05-01,New Brunswick,331
2020-05-01,Newfoundland and Labrador,219
2020-05-01,Ontario,5685
2020-05-01,Prince Edward Island,65
2020-05-01,Quebec,3780
2020-05-01,Canada,15416
2020-06-01,Alberta,1855
2020-06-01,British Columbia,2050
2020-06-01,Manitoba,532
2020-06-01,New Brunswick,331
2020-06-01,Newfoundland and Labrador,219
2020-06-01,Ontario,5685
2020-06-01,Prince Edward Island,65
2020-06-01,Quebec,3780
2020-06-01,Canada,15416
2020-07-01,Alberta,1855
2020-07-01,British Columbia,2050
2020-07-01,Manitoba,532
2020-07-01,New Brunswick,331
2020-07-01,Newfoundland and Labrador,219
2020-07-01,Ontario,5685
2020-07-01,Prince Edward Island,65
2020-07-01,Quebec,3780
2020-07-01,Canada,15416
2020-08-01,Alberta,1855
2020-08-01,British Columbia,2050
2020-08-01,Manitoba,532
2020-08-01,New Brunswick,331
2020-08-01,Newfoundland and Labrador,219
2020-08-01,Ontario,5685
2020-08-01,Prince Edward Island,65
2020-08-01,Quebec,3780
2020-08-01,Canada,15416
2020-09-01,Alberta,1855
2020-09-01,British Columbia,2050
2020-09-01,Manitoba,532
2020-09-01,New Brunswick,331
2020-09-01,Newfoundland and Labrador,219
2020-09-01,Ontario,5685
2020-09-01,Prince Edward Island,65
2020-09-01,Quebec,3780
2020-09-01,Canada,15416
2020-10-01,Alberta,1855
2020-10-01,British Columbia,2050
2020-10-01,Manitoba,532
2020-10-01,New Brunswick,331
2020-10-01,Newfoundland and Labrador,219
2020-10-01,Ontario,5685
2020-10-01,Prince Edward Island,65
2020-10-01,Quebec,3780
2020-10-01,Canada,15416
2020-11-01,Alberta,1855
2020-11-01,British Columbia,2050
2020-11-01,Manitoba,532
2020-11-01,New Brunswick,331
2020-11-01,Newfoundland and Labrador,219
2020-11-01,Ontario,5685
2020-11-01,Prince Edward Island,65
2020-11-01,Quebec,3780
2020-11-01,Canada,15416
2020-12-01,Alberta,1855
2020-12-01,British Columbia,2050
2020-12-01,Manitoba,532
2020-12-01,New Brunswick,331
2020-12-01,Newfoundland and Labrador,219
2020-12-01,Ontario,5685
2020-12-01,Prince Edward Island,65
2020-12-01,Quebec,3780
2020-12-01,Canada,15416
2021-01-01,Alberta,1898
2021-01-01,British Columbia,2082
2021-01-01,Manitoba,539
2021-01-01,New Brunswick,333
2021-01-01,Newfoundland and Labrador,220
2021-01-01,Ontario,5760
2021-01-01,Prince Edward Island,66
2021-01-01,Quebec,3814
2021-01-01,Canada,15620
2021-02-01,Alberta,1898
2021-02-01,British Columbia,2082
2021-02-01,Manitoba,539
2021-02-01,New Brunswick,333
2021-02-01,Newfoundland and Labrador,220
2021-02-01,Ontario,5760
2021-02-01,Prince Edward Island,66
2021-02-01,Quebec,3814
2021-02-01,Canada,15620
2021-03-01,Alberta,1898
2021-03-01,British Columbia,2082
2021-03-01,Manitoba,539
2021-03-01,New Brunswick,333
2021-03-01,Newfoundland and Labrador,220
2021-03-01,Ontario,5760
2021-03-01,Prince Edward Island,66
2021-03-01,Quebec,3814
2021-03-01,Canada,15620
2021-04-01,Alberta,1898
2021-04-01,British Columbia,2082
2021-04-01,Manitoba,539
2021-04-01,New Brunswick,333
2021-04-01,Newfoundland and Labrador,220
2021-04-01,Ontario,5760
2021-04-01,Prince Edward Island,66
2021-04-01,Quebec,3814
2021-04-01,Canada,15620
2021-05-01,Alberta,1898
2021-05-01,British Columbia,2082
2021-05-01,Manitoba,539
2021-05-01,New Brunswick,333
2021-05-01,Newfoundland and Labrador,220
2021-05-01,Ontario,5760
2021-05-01,Prince Edward Island,66
2021-05-01,Quebec,3814
2021-05-01,Canada,15620
2021-06-01,Alberta,1898
2021-06-01,British Columbia,2082
2021-06-01,Manitoba,539
2021-06-01,New Brunswick,333
2021-06-01,Newfoundland and Labrador,220
2021-06-01,Ontario,5760
2021-06-01,Prince Edward Island,66
2021-06-01,Quebec,3814
2021-06-01,Canada,15620
2021-07-01,Alberta,1898
2021-07-01,British Columbia,2082
