,REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
5098,2023-04-01,Newfoundland and Labrador,220,1900.0,491.0,11293.0,108.3,102.4,105.8
5099,2023-04-01,Ontario,5909,1900.0,71867.0,11293.0,129.6,120.5,126.4
5100,2023-04-01,Prince Edward Island,68,1900.0,862.0,11293.0,127.0,104.5,122.6
5101,2023-04-01,Quebec,3877,1900.0,26383.0,11293.0,150.3,121.3,142.5
5102,2023-04-01,Canada,16028,1900.0,177224.0,11293.0,128.2,116.5,124.8
5103,2023-05-01,Alberta,1993,1900.0,4012.304347826087,11293.0,122.5,105.8,117.4
5104,2023-05-01,British Columbia,2148,1900.0,5170.608695652174,11293.0,126.7,119.9,127.0
5105,2023-05-01,Manitoba,555,1900.0,7487.217391304348,11293.0,155.4,110.8,141.5
5106,2023-05-01,New Brunswick,335,1900.0,8645.521739130436,11293.0,121.1,102.5,119.5
5107,2023-05-01,Newfoundland and Labrador,220,1900.0,9803.826086956522,11293.0,108.3,102.4,105.8
5108,2023-05-01,Ontario,5909,1900.0,12120.434782608696,11293.0,129.4,120.5,126.3
5109,2023-05-01,Prince Edward Island,68,1900.0,13278.739130434784,11293.0,127.0,104.5,122.6
5110,2023-05-01,Quebec,3877,1900.0,14437.04347826087,11293.0,150.5,121.3,142.7
5111,2023-05-01,Canada,16028,1900.0,6328.913043478261,11293.0,128.3,116.6,124.9
5112,2023-06-01,Alberta,1993,1900.0,16753.652173913044,11293.0,122.3,106.1,117.4
5113,2023-06-01,British Columbia,2148,1900.0,17911.956521739132,11293.0,127.4,119.9,127.5
5114,2023-06-01,Manitoba,555,1900.0,20228.565217391304,11293.0,155.3,110.8,141.4
5115,2023-06-01,New Brunswick,335,1900.0,21386.869565217392,11293.0,121.1,102.5,119.5
5116,2023-06-01,Newfoundland and Labrador,220,1900.0,22545.17391304348,11293.0,108.3,102.4,105.8
5117,2023-06-01,Ontario,5909,1900.0,24861.78260869565,11293.0,129.3,120.6,126.3
5118,2023-06-01,Prince Edward Island,68,1900.0,26020.08695652174,11293.0,127.0,104.5,122.6
5119,2023-06-01,Quebec,3877,1900.0,27178.391304347828,11293.0,150.0,121.3,142.3
5120,2023-06-01,Canada,16028,1900.0,19070.260869565216,11293.0,128.3,116.7,125.0
5121,2023-07-01,Alberta,1993,1900.0,29495.0,11293.0,122.6,106.2,117.6
5122,2023-07-01,British Columbia,2148,1900.0,32683.0,11293.0,127.1,119.9,127.3
5123,2023-07-01,Manitoba,555,1900.0,5366.0,11293.0,155.3,110.8,141.4
5124,2023-07-01,New Brunswick,335,1900.0,4324.0,11293.0,121.1,102.5,119.5
5125,2023-07-01,Newfoundland and Labrador,220,1900.0,950.0,11293.0,110.0,102.4,106.9
5126,2023-07-01,Ontario,5909,1900.0,69805.0,11293.0,129.1,120.6,126.2
5127,2023-07-01,Prince Edward Island,68,1900.0,1194.0,11293.0,127.0,104.5,122.6
5128,2023-07-01,Quebec,3877,1900.0,32871.0,11293.0,150.1,121.3,142.4
5129,2023-07-01,Canada,16028,1900.0,184742.0,11293.0,128.2,116.7,124.9
5130,2023-08-01,Alberta,1993,1900.0,4634.04347826087,11293.0,123.1,106.7,118.1
5131,2023-08-01,British Columbia,2148,1900.0,5706.086956521739,11293.0,127.4,120.8,127.9
5132,2023-08-01,Manitoba,555,1900.0,7850.173913043478,11293.0,155.5,110.8,141.5
5133,2023-08-01,New Brunswick,335,1900.0,8922.217391304348,11293.0,121.1,102.5,119.5
5134,2023-08-01,Newfoundland and Labrador,220,1900.0,9994.260869565216,11293.0,110.0,102.4,106.9
5135,2023-08-01,Ontario,5909,1900.0,12138.347826086956,11293.0,128.5,120.5,125.8
5136,2023-08-01,Prince Edward Island,68,1900.0,13210.391304347826,11293.0,127.0,104.5,122.6
5137,2023-08-01,Quebec,3877,1900.0,14282.434782608696,11293.0,150.1,121.3,142.4
5138,2023-08-01,Canada,16028,1900.0,6778.130434782608,11293.0,128.1,117.0,125.0
5139,2023-09-01,Alberta,1993,1900.0,16426.521739130432,11293.0,122.8,106.6,117.9
5140,2023-09-01,British Columbia,2148,1900.0,17498.565217391304,11293.0,126.9,120.3,127.4
5141,2023-09-01,Manitoba,555,1900.0,19642.65217391304,11293.0,155.5,110.8,141.5
5142,2023-09-01,New Brunswick,335,1900.0,20714.695652173912,11293.0,121.1,102.5,119.5
5143,2023-09-01,Newfoundland and Labrador,220,1900.0,21786.73913043478,11293.0,110.0,102.4,106.9
5144,2023-09-01,Ontario,5909,1900.0,23930.82608695652,11293.0,128.3,120.5,125.7
5145,2023-09-01,Prince Edward Island,68,1900.0,25002.869565217392,11293.0,127.0,104.5,122.6
5146,2023-09-01,Quebec,3877,1900.0,26074.91304347826,11293.0,149.2,121.4,141.7
5147,2023-09-01,Canada,16028,1900.0,18570.60869565217,11293.0,127.8,116.8,124.7
5148,2023-10-01,Alberta,1993,1900.0,28219.0,11293.0,122.6,107.2,117.9
5149,2023-10-01,British Columbia,2148,1900.0,39019.0,11293.0,126.9,120.3,127.4
5150,2023-10-01,Manitoba,555,1900.0,4410.0,11293.0,155.5,110.8,141.5
5151,2023-10-01,New Brunswick,335,1900.0,3798.0,11293.0,121.1,102.5,119.5
5152,2023-10-01,Newfoundland and Labrador,220,1900.0,587.0,11293.0,110.0,102.4,106.9
5153,2023-10-01,Ontario,5909,1900.0,56855.0,11293.0,128.1,120.4,125.6
5154,2023-10-01,Prince Edward Island,68,1900.0,617.0,11293.0,127.0,104.5,122.6
5155,2023-10-01,Quebec,3877,1900.0,29250.0,11293.0,149.4,121.4,141.9
5156,2023-10-01,Canada,16028,1900.0,173690.0,11293.0,127.6,116.9,124.7
5157,2023-11-01,Alberta,1993,1900.0,4632.478260869565,11293.0,122.2,107.1,117.6
5158,2023-11-01,British Columbia,2148,1900.0,5645.95652173913,11293.0,126.7,120.3,127.3
5159,2023-11-01,Manitoba,555,1900.0,7672.913043478261,11293.0,154.6,110.1,140.8
5160,2023-11-01,New Brunswick,335,1900.0,8686.391304347826,11293.0,121.1,102.5,119.5
5161,2023-11-01,Newfoundland and Labrador,220,1900.0,9699.869565217392,11293.0,108.6,102.4,105.8
5162,2023-11-01,Ontario,5909,1900.0,11726.826086956522,11293.0,127.6,120.2,125.2
5163,2023-11-01,Prince Edward Island,68,1900.0,12740.304347826088,11293.0,127.0,104.5,122.6
5164,2023-11-01,Quebec,3877,1900.0,13753.782608695652,11293.0,149.3,121.4,141.8
5165,2023-11-01,Canada,16028,1900.0,6659.434782608696,11293.0,127.2,116.8,124.4
5166,2023-12-01,Alberta,1993,1900.0,15780.739130434784,11293.0,122.4,107.2,117.8
5167,2023-12-01,British Columbia,2148,1900.0,16794.217391304348,11293.0,126.7,120.3,127.3
5168,2023-12-01,Manitoba,555,1900.0,18821.17391304348,11293.0,155.0,109.7,140.9
5169,2023-12-01,New Brunswick,335,1900.0,19834.652173913044,11293.0,120.8,102.3,119.2
5170,2023-12-01,Newfoundland and Labrador,220,1900.0,20848.130434782608,11293.0,108.6,102.4,105.8
5171,2023-12-01,Ontario,5909,1900.0,22875.08695652174,11293.0,127.4,120.1,125.1
5172,2023-12-01,Prince Edward Island,68,1900.0,23888.565217391304,11293.0,127.0,104.5,122.6
5173,2023-12-01,Quebec,3877,1900.0,24902.04347826087,11293.0,149.3,121.4,141.8
5174,2023-12-01,Canada,16028,1900.0,17807.695652173912,11293.0,127.2,116.8,124.4
5175,2024-01-01,Alberta,2041,1900.0,26929.0,11293.0,122.9,106.9,118.0
5176,2024-01-01,British Columbia,2181,1900.0,32127.0,11293.0,126.2,120.3,127.1
5177,2024-01-01,Manitoba,563,1900.0,2982.0,11293.0,155.2,109.7,141.0
5178,2024-01-01,New Brunswick,337,1900.0,2054.0,11293.0,120.8,102.3,119.2
5179,2024-01-01,Newfoundland and Labrador,220,1900.0,631.0,11293.0,108.6,102.4,105.8
5180,2024-01-01,Ontario,5984,1900.0,51916.0,11293.0,127.3,120.2,125.0
5181,2024-01-01,Prince Edward Island,68,1900.0,1123.0,11293.0,127.0,104.5,122.6
5182,2024-01-01,Quebec,3908,1900.0,23551.0,11293.0,148.8,122.0,141.6
5183,2024-01-01,Canada,16233,1900.0,149336.0,11293.0,127.1,116.7,124.3
5184,2024-02-01,Alberta,2041,1900.0,3197.782608695652,11293.0,123.2,107.0,118.2
5185,2024-02-01,British Columbia,2181,1900.0,4480.565217391304,11293.0,126.4,120.3,127.2
5186,2024-02-01,Manitoba,563,1900.0,7046.130434782609,11293.0,153.4,109.7,139.8
5187,2024-02-01,New Brunswick,337,1900.0,8328.91304347826,11293.0,120.8,102.3,119.2
5188,2024-02-01,Newfoundland and Labrador,220,1900.0,9611.695652173914,11293.0,108.6,102.4,105.8
5189,2024-02-01,Ontario,5984,1900.0,12177.260869565218,11293.0,127.3,120.1,125.0
5190,2024-02-01,Prince Edward Island,68,1900.0,13460.04347826087,11293.0,127.0,104.5,122.6
5191,2024-02-01,Quebec,3908,1900.0,14742.826086956522,11293.0,149.4,122.0,142.0
5192,2024-02-01,Canada,16233,1900.0,5763.347826086957,11293.0,127.2,116.7,124.4
5193,2024-03-01,Alberta,2041,1900.0,17308.391304347828,11293.0,123.6,107.4,118.6
5194,2024-03-01,British Columbia,2181,1900.0,18591.17391304348,11293.0,126.5,120.2,127.2
5195,2024-03-01,Manitoba,563,1900.0,21156.739130434784,11293.0,153.4,109.8,139.9
5196,2024-03-01,New Brunswick,337,1900.0,22439.52173913044,11293.0,121.5,102.9,120.0
5197,2024-03-01,Newfoundland and Labrador,220,1900.0,23722.304347826088,11293.0,108.4,102.4,105.7
5198,2024-03-01,Ontario,5984,1900.0,26287.869565217392,11293.0,127.0,120.1,124.8
5199,2024-03-01,Prince Edward Island,68,1900.0,27570.652173913044,11293.0,127.0,104.5,122.6
5200,2024-03-01,Quebec,3908,1900.0,28853.434782608696,11293.0,149.8,122.3,142.4
5201,2024-03-01,Canada,16233,1900.0,19873.95652173913,11293.0,127.2,116.8,124.4
5202,2024-04-01,Alberta,2041,1900.0,31419.0,11293.0,125.2,107.5,119.7
5203,2024-04-01,British Columbia,2181,1900.0,34686.0,11293.0,127.1,120.7,127.8
5204,2024-04-01,Manitoba,563,1900.0,5382.0,11293.0,152.8,109.3,139.3
5205,2024-04-01,New Brunswick,337,1900.0,4432.0,11293.0,121.5,102.9,120.0
5206,2024-04-01,Newfoundland and Labrador,220,1900.0,911.0,11293.0,108.4,102.4,105.7
5207,2024-04-01,Ontario,5984,1900.0,54047.0,11293.0,127.0,120.1,124.8
5208,2024-04-01,Prince Edward Island,68,1900.0,865.0,11293.0,127.0,104.5,122.6
5209,2024-04-01,Quebec,3908,1900.0,42324.0,11293.0,149.7,122.3,142.3
5210,2024-04-01,Canada,16233,1900.0,183019.0,11293.0,127.6,117.0,124.7
5211,2024-05-01,Alberta,2041,1900.0,3760.434782608696,11293.0,126.6,107.8,120.6
5212,2024-05-01,British Columbia,2181,1900.0,5098.869565217392,11293.0,127.3,120.6,127.9
5213,2024-05-01,Manitoba,563,1900.0,7775.739130434783,11293.0,153.0,109.3,139.4
5214,2024-05-01,New Brunswick,337,1900.0,9114.17391304348,11293.0,121.5,102.9,120.0
5215,2024-05-01,Newfoundland and Labrador,220,1900.0,10452.608695652174,11293.0,108.8,102.8,106.1
5216,2024-05-01,Ontario,5984,1900.0,13129.478260869566,11293.0,126.9,120.0,124.7
5217,2024-05-01,Prince Edward Island,68,1900.0,14467.913043478262,11293.0,127.0,104.5,122.6
5218,2024-05-01,Quebec,3908,1900.0,15806.347826086958,11293.0,150.1,123.1,142.8
5219,2024-05-01,Canada,16233,1900.0,6437.304347826087,11293.0,128.0,116.9,124.9
5220,2024-06-01,Alberta,2041,1900.0,18483.217391304348,11293.0,127.3,108.0,121.2
5221,2024-06-01,British Columbia,2181,1900.0,19821.652173913044,11293.0,126.3,120.4,127.0
5222,2024-06-01,Manitoba,563,1900.0,22498.52173913044,11293.0,153.1,109.3,139.5
5223,2024-06-01,New Brunswick,337,1900.0,23836.95652173913,11293.0,121.5,102.9,120.0
5224,2024-06-01,Newfoundland and Labrador,220,1900.0,25175.391304347828,11293.0,108.8,105.7,107.1
5225,2024-06-01,Ontario,5984,1900.0,27852.26086956522,11293.0,126.4,120.0,124.5
5226,2024-06-01,Prince Edward Island,68,1900.0,29190.69565217392,11293.0,127.0,104.5,122.6
5227,2024-06-01,Quebec,3908,1900.0,30529.13043478261,11293.0,149.6,123.1,142.4
5228,2024-06-01,Canada,16233,1900.0,21160.08695652174,11293.0,127.7,116.9,124.7
5229,2024-07-01,Alberta,2041,1900.0,33206.0,11293.0,128.4,108.8,122.2
5230,2024-07-01,British Columbia,2181,1900.0,30943.0,11293.0,126.8,120.4,127.4
5231,2024-07-01,Manitoba,563,1900.0,5720.0,11293.0,153.0,109.3,139.4
5232,2024-07-01,New Brunswick,337,1900.0,5921.0,11293.0,121.5,102.9,120.0
5233,2024-07-01,Newfoundland and Labrador,220,1900.0,1260.0,11293.0,108.8,105.7,107.1
5234,2024-07-01,Ontario,5984,1900.0,57102.0,11293.0,126.5,119.9,124.5
5235,2024-07-01,Prince Edward Island,68,1900.0,1655.0,11293.0,127.0,104.5,122.6
5236,2024-07-01,Quebec,3908,1900.0,27814.0,11293.0,150.0,123.2,142.7
5237,2024-07-01,Canada,16233,1900.0,171293.0,11293.0,128.0,117.0,125.0
5238,2024-08-01,Alberta,2041,1900.0,5393.478260869565,11293.0,127.9,108.9,121.9
5239,2024-08-01,British Columbia,2181,1900.0,6762.95652173913,11293.0,126.9,120.4,127.5
5240,2024-08-01,Manitoba,563,1900.0,9501.91304347826,11293.0,153.0,109.3,139.4
5241,2024-08-01,New Brunswick,337,1900.0,10871.391304347826,11293.0,121.5,102.9,120.0
5242,2024-08-01,Newfoundland and Labrador,220,1900.0,12240.869565217392,11293.0,108.8,105.7,107.1
5243,2024-08-01,Ontario,5984,1900.0,14979.826086956522,11293.0,126.6,119.9,124.5
5244,2024-08-01,Prince Edward Island,68,1900.0,16349.304347826088,11293.0,127.0,104.5,122.6
5245,2024-08-01,Quebec,3908,1900.0,17718.782608695652,11293.0,149.9,123.2,142.6
5246,2024-08-01,Canada,16233,1900.0,8132.434782608696,11293.0,128.0,117.1,125.0
5247,2024-09-01,Alberta,2041,1900.0,20457.739130434784,11293.0,128.3,108.6,122.1
5248,2024-09-01,British Columbia,2181,1900.0,21827.217391304348,11293.0,126.9,120.4,127.3
5249,2024-09-01,Manitoba,563,1900.0,24566.17391304348,11293.0,153.9,108.3,139.7
5250,2024-09-01,New Brunswick,337,1900.0,25935.652173913044,11293.0,121.5,102.9,120.0
5251,2024-09-01,Newfoundland and Labrador,220,1900.0,27305.130434782608,11293.0,108.8,105.7,107.1
5252,2024-09-01,Ontario,5984,1900.0,30044.08695652174,11293.0,126.4,119.9,124.5
5253,2024-09-01,Prince Edward Island,68,1900.0,31413.565217391304,11293.0,127.0,104.5,122.6
5254,2024-09-01,Quebec,3908,1900.0,32783.04347826087,11293.0,150.3,124.1,143.3
5255,2024-09-01,Canada,16233,1900.0,23196.695652173912,11293.0,128.0,117.0,125.0
5256,2024-10-01,Alberta,2041,1900.0,35522.0,11293.0,127.9,109.8,122.2
5257,2024-10-01,British Columbia,2181,1900.0,34178.0,11293.0,125.0,121.9,126.6
5258,2024-10-01,Manitoba,563,1900.0,5294.0,11293.0,154.1,109.5,140.2
5259,2024-10-01,New Brunswick,337,1900.0,4526.0,11293.0,121.5,102.9,120.0
5260,2024-10-01,Newfoundland and Labrador,220,1900.0,1139.0,11293.0,108.8,105.7,107.1
5261,2024-10-01,Ontario,5984,1900.0,44919.0,11293.0,125.9,118.6,123.6
5262,2024-10-01,Prince Edward Island,68,1900.0,921.0,11293.0,127.0,104.5,122.6
5263,2024-10-01,Quebec,3908,1900.0,43892.0,11293.0,150.2,124.6,143.3
5264,2024-10-01,Canada,16233,1900.0,177228.0,11293.0,127.3,117.2,124.5
5265,2024-11-01,Alberta,2041,,,,128.1,109.9,122.3
5266,2024-11-01,British Columbia,2181,,,,124.7,122.3,126.6
5267,2024-11-01,Manitoba,563,,,,154.1,109.5,140.2
5268,2024-11-01,New Brunswick,337,,,,121.5,102.9,120.0
5269,2024-11-01,Newfoundland and Labrador,220,,,,108.8,105.7,107.1
5270,2024-11-01,Ontario,5984,,,,126.2,118.7,123.8
5271,2024-11-01,Prince Edward Island,68,,,,127.0,104.5,122.6
5272,2024-11-01,Quebec,3908,,,,151.0,124.8,144.0
5273,2024-11-01,Canada,16233,,,,127.4,117.3,124.6
5274,2024-12-01,Alberta,2041,,,,127.7,110.0,122.0
5275,2024-12-01,British Columbia,2181,,,,124.7,122.3,126.6
5276,2024-12-01,Manitoba,563,,,,154.5,109.5,140.5
5277,2024-12-01,New Brunswick,337,,,,122.3,102.9,120.7
5278,2024-12-01,Newfoundland and Labrador,220,,,,108.8,105.7,107.1
5279,2024-12-01,Ontario,5984,,,,126.1,118.3,123.6
5280,2024-12-01,Prince Edward Island,68,,,,127.0,104.5,122.6
5281,2024-12-01,Quebec,3908,,,,151.2,124.7,144.1
5282,2024-12-01,Canada,16233,,,,127.3,117.1,124.5
5283,2025-01-01,Alberta,2088,,,,127.8,110.0,122.2
5284,2025-01-01,British Columbia,2215,,,,125.1,122.3,126.7
5285,2025-01-01,Manitoba,571,,,,155.2,109.7,141.0
5286,2025-01-01,New Brunswick,338,,,,122.3,102.9,120.7
5287,2025-01-01,Newfoundland and Labrador,220,,,,108.8,105.7,107.1
5288,2025-01-01,Ontario,6058,,,,125.6,118.3,123.3
5289,2025-01-01,Prince Edward Island,69,,,,127.0,104.5,122.6
5290,2025-01-01,Quebec,3940,,,,151.4,125.0,144.3
5291,2025-01-01,Canada,16438,,,,127.3,117.2,124.4
5292,2025-02-01,Alberta,2088,,,,,,
5293,2025-02-01,British Columbia,2215,,,,,,
5294,2025-02-01,Manitoba,571,,,,,,
5295,2025-02-01,New Brunswick,338,,,,,,
5296,2025-02-01,Newfoundland and Labrador,220,,,,,,
5297,2025-02-01,Ontario,6058,,,,,,
5298,2025-02-01,Prince Edward Island,69,,,,,,
5299,2025-02-01,Quebec,3940,,,,,,
5300,2025-02-01,Canada,16438,,,,,,
5301,2025-03-01,Alberta,2088,,,,,,
5302,2025-03-01,British Columbia,2215,,,,,,
5303,2025-03-01,Manitoba,571,,,,,,
5304,2025-03-01,New Brunswick,338,,,,,,
5305,2025-03-01,Newfoundland and Labrador,220,,,,,,
5306,2025-03-01,Ontario,6058,,,,,,
5307,2025-03-01,Prince Edward Island,69,,,,,,
5308,2025-03-01,Quebec,3940,,,,,,
5309,2025-03-01,Canada,16438,,,,,,
5310,2025-04-01,Alberta,2088,,,,,,
5311,2025-04-01,British Columbia,2215,,,,,,
5312,2025-04-01,Manitoba,571,,,,,,
5313,2025-04-01,New Brunswick,338,,,,,,
5314,2025-04-01,Newfoundland and Labrador,220,,,,,,
5315,2025-04-01,Ontario,6058,,,,,,
5316,2025-04-01,Prince Edward Island,69,,,,,,
5317,2025-04-01,Quebec,3940,,,,,,
5318,2025-04-01,Canada,16438,,,,,,
5319,2025-05-01,Alberta,2088,,,,,,
5320,2025-05-01,British Columbia,2215,,,,,,
5321,2025-05-01,Manitoba,571,,,,,,
5322,2025-05-01,New Brunswick,338,,,,,,
5323,2025-05-01,Newfoundland and Labrador,220,,,,,,
5324,2025-05-01,Ontario,6058,,,,,,
5325,2025-05-01,Prince Edward Island,69,,,,,,
5326,2025-05-01,Quebec,3940,,,,,,
5327,2025-05-01,Canada,16438,,,,,,
5328,2025-06-01,Alberta,2088,,,,,,
5329,2025-06-01,British Columbia,2215,,,,,,
5330,2025-06-01,Manitoba,571,,,,,,
5331,2025-06-01,New Brunswick,338,,,,,,
5332,2025-06-01,Newfoundland and Labrador,220,,,,,,
5333,2025-06-01,Ontario,6058,,,,,,
5334,2025-06-01,Prince Edward Island,69,,,,,,
5335,2025-06-01,Quebec,3940,,,,,,
5336,2025-06-01,Canada,16438,,,,,,
5337,2025-07-01,Alberta,2088,,,,,,
5338,2025-07-01,British Columbia,2215,,,,,,
5339,2025-07-01,Manitoba,571,,,,,,
5340,2025-07-01,New Brunswick,338,,,,,,
5341,2025-07-01,Newfoundland and Labrador,220,,,,,,
5342,2025-07-01,Ontario,6058,,,,,,
5343,2025-07-01,Prince Edward Island,69,,,,,,
5344,2025-07-01,Quebec,3940,,,,,,
5345,2025-07-01,Canada,16438,,,,,,
5346,2025-08-01,Alberta,2088,,,,,,
5347,2025-08-01,British Columbia,2215,,,,,,
5348,2025-08-01,Manitoba,571,,,,,,
5349,2025-08-01,New Brunswick,338,,,,,,
5350,2025-08-01,Newfoundland and Labrador,220,,,,,,
5351,2025-08-01,Ontario,6058,,,,,,
5352,2025-08-01,Prince Edward Island,69,,,,,,
5353,2025-08-01,Quebec,3940,,,,,,
5354,2025-08-01,Canada,16438,,,,,,
5355,2025-09-01,Alberta,2088,,,,,,
5356,2025-09-01,British Columbia,2215,,,,,,
5357,2025-09-01,Manitoba,571,,,,,,
5358,2025-09-01,New Brunswick,338,,,,,,
5359,2025-09-01,Newfoundland and Labrador,220,,,,,,
5360,2025-09-01,Ontario,6058,,,,,,
5361,2025-09-01,Prince Edward Island,69,,,,,,
5362,2025-09-01,Quebec,3940,,,,,,
5363,2025-09-01,Canada,16438,,,,,,
5364,2025-10-01,Alberta,2088,,,,,,
5365,2025-10-01,British Columbia,2215,,,,,,
5366,2025-10-01,Manitoba,571,,,,,,
5367,2025-10-01,New Brunswick,338,,,,,,
5368,2025-10-01,Newfoundland and Labrador,220,,,,,,
5369,2025-10-01,Ontario,6058,,,,,,
5370,2025-10-01,Prince Edward Island,69,,,,,,
5371,2025-10-01,Quebec,3940,,,,,,
5372,2025-10-01,Canada,16438,,,,,,
5373,2025-11-01,Alberta,2088,,,,,,
5374,2025-11-01,British Columbia,2215,,,,,,
5375,2025-11-01,Manitoba,571,,,,,,
5376,2025-11-01,New Brunswick,338,,,,,,
5377,2025-11-01,Newfoundland and Labrador,220,,,,,,
5378,2025-11-01,Ontario,6058,,,,,,
5379,2025-11-01,Prince Edward Island,69,,,,,,
5380,2025-11-01,Quebec,3940,,,,,,
5381,2025-11-01,Canada,16438,,,,,,
5382,2025-12-01,Alberta,2088,,,,,,
5383,2025-12-01,British Columbia,2215,,,,,,
5384,2025-12-01,Manitoba,571,,,,,,
5385,2025-12-01,New Brunswick,338,,,,,,
5386,2025-12-01,Newfoundland and Labrador,220,,,,,,
5387,2025-12-01,Ontario,6058,,,,,,
5388,2025-12-01,Prince Edward Island,69,,,,,,
5389,2025-12-01,Quebec,3940,,,,,,
5390,2025-12-01,Canada,16438,,,,,,
5391,2026-01-01,Alberta,2136,,,,,,
5392,2026-01-01,British Columbia,2248,,,,,,
5393,2026-01-01,Manitoba,579,,,,,,
5394,2026-01-01,New Brunswick,340,,,,,,
5395,2026-01-01,Newfoundland and Labrador,220,,,,,,
5396,2026-01-01,Ontario,6133,,,,,,
5397,2026-01-01,Prince Edward Island,70,,,,,,
5398,2026-01-01,Quebec,3971,,,,,,
5399,2026-01-01,Canada,16644,,,,,,
5400,2026-02-01,Alberta,2136,,,,,,
5401,2026-02-01,British Columbia,2248,,,,,,
5402,2026-02-01,Manitoba,579,,,,,,
5403,2026-02-01,New Brunswick,340,,,,,,
5404,2026-02-01,Newfoundland and Labrador,220,,,,,,
5405,2026-02-01,Ontario,6133,,,,,,
5406,2026-02-01,Prince Edward Island,70,,,,,,
5407,2026-02-01,Quebec,3971,,,,,,
5408,2026-02-01,Canada,16644,,,,,,
5409,2026-03-01,Alberta,2136,,,,,,
5410,2026-03-01,British Columbia,2248,,,,,,
5411,2026-03-01,Manitoba,579,,,,,,
5412,2026-03-01,New Brunswick,340,,,,,,
5413,2026-03-01,Newfoundland and Labrador,220,,,,,,
5414,2026-03-01,Ontario,6133,,,,,,
5415,2026-03-01,Prince Edward Island,70,,,,,,
5416,2026-03-01,Quebec,3971,,,,,,
5417,2026-03-01,Canada,16644,,,,,,
5418,2026-04-01,Alberta,2136,,,,,,
5419,2026-04-01,British Columbia,2248,,,,,,
5420,2026-04-01,Manitoba,579,,,,,,
5421,2026-04-01,New Brunswick,340,,,,,,
5422,2026-04-01,Newfoundland and Labrador,220,,,,,,
5423,2026-04-01,Ontario,6133,,,,,,
5424,2026-04-01,Prince Edward Island,70,,,,,,
5425,2026-04-01,Quebec,3971,,,,,,
5426,2026-04-01,Canada,16644,,,,,,
5427,2026-05-01,Alberta,2136,,,,,,
5428,2026-05-01,British Columbia,2248,,,,,,
5429,2026-05-01,Manitoba,579,,,,,,
5430,2026-05-01,New Brunswick,340,,,,,,
5431,2026-05-01,Newfoundland and Labrador,220,,,,,,
5432,2026-05-01,Ontario,6133,,,,,,
5433,2026-05-01,Prince Edward Island,70,,,,,,
5434,2026-05-01,Quebec,3971,,,,,,
5435,2026-05-01,Canada,16644,,,,,,
5436,2026-06-01,Alberta,2136,,,,,,
5437,2026-06-01,British Columbia,2248,,,,,,
5438,2026-06-01,Manitoba,579,,,,,,
5439,2026-06-01,New Brunswick,340,,,,,,
5440,2026-06-01,Newfoundland and Labrador,220,,,,,,
5441,2026-06-01,Ontario,6133,,,,,,
5442,2026-06-01,Prince Edward Island,70,,,,,,
5443,2026-06-01,Quebec,3971,,,,,,
5444,2026-06-01,Canada,16644,,,,,,
5445,2026-07-01,Alberta,2136,,,,,,
5446,2026-07-01,British Columbia,2248,,,,,,
5447,2026-07-01,Manitoba,579,,,,,,
5448,2026-07-01,New Brunswick,340,,,,,,
5449,2026-07-01,Newfoundland and Labrador,220,,,,,,
5450,2026-07-01,Ontario,6133,,,,,,
5451,2026-07-01,Prince Edward Island,70,,,,,,
5452,2026-07-01,Quebec,3971,,,,,,
5453,2026-07-01,Canada,16644,,,,,,
5454,2026-08-01,Alberta,2136,,,,,,
5455,2026-08-01,British Columbia,2248,,,,,,
5456,2026-08-01,Manitoba,579,,,,,,
5457,2026-08-01,New Brunswick,340,,,,,,
5458,2026-08-01,Newfoundland and Labrador,220,,,,,,
5459,2026-08-01,Ontario,6133,,,,,,
5460,2026-08-01,Prince Edward Island,70,,,,,,
5461,2026-08-01,Quebec,3971,,,,,,
5462,2026-08-01,Canada,16644,,,,,,
5463,2026-09-01,Alberta,2136,,,,,,
5464,2026-09-01,British Columbia,2248,,,,,,
5465,2026-09-01,Manitoba,579,,,,,,
5466,2026-09-01,New Brunswick,340,,,,,,
5467,2026-09-01,Newfoundland and Labrador,220,,,,,,
5468,2026-09-01,Ontario,6133,,,,,,
5469,2026-09-01,Prince Edward Island,70,,,,,,
5470,2026-09-01,Quebec,3971,,,,,,
5471,2026-09-01,Canada,16644,,,,,,
5472,2026-10-01,Alberta,2136,,,,,,
5473,2026-10-01,British Columbia,2248,,,,,,
5474,2026-10-01,Manitoba,579,,,,,,
5475,2026-10-01,New Brunswick,340,,,,,,
5476,2026-10-01,Newfoundland and Labrador,220,,,,,,
5477,2026-10-01,Ontario,6133,,,,,,
5478,2026-10-01,Prince Edward Island,70,,,,,,
5479,2026-10-01,Quebec,3971,,,,,,
5480,2026-10-01,Canada,16644,,,,,,
5481,2026-11-01,Alberta,2136,,,,,,
5482,2026-11-01,British Columbia,2248,,,,,,
5483,2026-11-01,Manitoba,579,,,,,,
5484,2026-11-01,New Brunswick,340,,,,,,
5485,2026-11-01,Newfoundland and Labrador,220,,,,,,
5486,2026-11-01,Ontario,6133,,,,,,
5487,2026-11-01,Prince Edward Island,70,,,,,,
5488,2026-11-01,Quebec,3971,,,,,,
5489,2026-11-01,Canada,16644,,,,,,
