"REF_DATE","GEO","DGUID","Type of expenditure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1957/1958","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","1346","","","","0"
"1957/1958","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","1346","","","","0"
"1957/1958","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","621","","","","0"
"1957/1958","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","621","","","","0"
"1957/1958","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","178","","","","0"
"1957/1958","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","547","","","","0"
"1957/1958","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","0","","","","0"
"1957/1958","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","1453","","","","0"
"1957/1958","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","1453","","","","0"
"1957/1958","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","341","","","","0"
"1957/1958","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","341","","","","0"
"1957/1958","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","157","","","","0"
"1957/1958","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","955","","","","0"
"1957/1958","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","0","","","","0"
"1957/1958","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","2044","","","","0"
"1957/1958","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","2044","","","","0"
"1957/1958","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","693","","","","0"
"1957/1958","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","693","","","","0"
"1957/1958","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","287","","","","0"
"1957/1958","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","1064","","","","0"
"1957/1958","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","0","","","","0"
"1957/1958","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","2693","","","","0"
"1957/1958","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","2693","","","","0"
"1957/1958","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","1003","","","","0"
"1957/1958","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","1003","","","","0"
"1957/1958","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","382","","","","0"
"1957/1958","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","1308","","","","0"
"1957/1958","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","0","","","","0"
"1958/1959","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","42472","","","","0"
"1958/1959","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","42472","","","","0"
"1958/1959","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","16054","","","","0"
"1958/1959","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","16054","","","","0"
"1958/1959","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","5266","","","","0"
"1958/1959","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","21152","","","","0"
"1958/1959","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","0","","","","0"
"1958/1959","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","1935","","","","0"
"1958/1959","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","1935","","","","0"
"1958/1959","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","609","","","","0"
"1958/1959","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","609","","","","0"
"1958/1959","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","195","","","","0"
"1958/1959","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","1131","","","","0"
"1958/1959","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","0","","","","0"
"1958/1959","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1958/1959","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1958/1959","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1958/1959","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1958/1959","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1958/1959","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1958/1959","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1958/1959","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1958/1959","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1958/1959","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1958/1959","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1958/1959","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1958/1959","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1958/1959","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1958/1959","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1958/1959","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1958/1959","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1958/1959","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1958/1959","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1958/1959","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1958/1959","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1958/1959","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1958/1959","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1958/1959","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1958/1959","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1958/1959","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1958/1959","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1958/1959","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1958/1959","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","22155","","","","0"
"1958/1959","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","22155","","","","0"
"1958/1959","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","8820","","","","0"
"1958/1959","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","8820","","","","0"
"1958/1959","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","2310","","","","0"
"1958/1959","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","11025","","","","0"
"1958/1959","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","0","","","","0"
"1958/1959","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","10562","","","","0"
"1958/1959","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","10562","","","","0"
"1958/1959","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","3590","","","","0"
"1958/1959","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","3590","","","","0"
"1958/1959","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","1765","","","","0"
"1958/1959","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","5207","","","","0"
"1958/1959","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","0","","","","0"
"1958/1959","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","1559","","","","0"
"1958/1959","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","1559","","","","0"
"1958/1959","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","720","","","","0"
"1958/1959","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","720","","","","0"
"1958/1959","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","176","","","","0"
"1958/1959","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","663","","","","0"
"1958/1959","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","0","","","","0"
"1958/1959","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","1460","","","","0"
"1958/1959","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","1460","","","","0"
"1958/1959","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","486","","","","0"
"1958/1959","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","486","","","","0"
"1958/1959","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","172","","","","0"
"1958/1959","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","802","","","","0"
"1958/1959","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","0","","","","0"
"1958/1959","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","1964","","","","0"
"1958/1959","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","1964","","","","0"
"1958/1959","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","693","","","","0"
"1958/1959","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","693","","","","0"
"1958/1959","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","228","","","","0"
