Geographic code,Geographic name,Census year,Sex,Total (counts),Age groups: 0 to 14 years (counts) ,Age groups: 15 to 64 years (counts) ,Age groups: 65 years and over (counts) ,Average age,Ratio: 15 to 64 vs 65 years and over,Ratio: 15 to 64 vs 0 to 14 and 65 years and over,Total (Distribution),Age groups: 0 to 14 years (distribution) ,Age groups: 15 to 64 years (distribution) ,Age groups: 65 years and over (distribution) 
13,New Brunswick,1861,Both sexes,252045,104290,139440,8315,23.3,16.8,1.2,100,41.4,55.3,3.3
13,New Brunswick,1861,Male,129945,53295,71965,4690,23.8,15.4,1.2,100,41,55.4,3.6
13,New Brunswick,1861,Female,122100,50995,67475,3630,22.8,18.6,1.2,100,41.8,55.3,3
13,New Brunswick,1871,Both sexes,285575,116405,158490,10685,23.8,14.8,1.2,100,40.8,55.5,3.7
13,New Brunswick,1871,Male,145880,59845,79995,6035,24.1,13.2,1.2,100,41,54.8,4.1
13,New Brunswick,1871,Female,139700,56560,78495,4645,23.4,16.9,1.3,100,40.5,56.2,3.3
13,New Brunswick,1881,Both sexes,321235,124125,183000,14110,24.8,13,1.3,100,38.6,57,4.4
13,New Brunswick,1881,Male,164120,63815,92655,7645,25,12.1,1.3,100,38.9,56.5,4.7
13,New Brunswick,1881,Female,157115,60305,90345,6465,24.7,14,1.4,100,38.4,57.5,4.1
13,New Brunswick,1891,Both sexes,321260,119400,185435,16430,25.9,11.3,1.4,100,37.2,57.7,5.1
13,New Brunswick,1891,Male,163740,61365,93575,8790,26,10.6,1.3,100,37.5,57.2,5.4
13,New Brunswick,1891,Female,157525,58030,91855,7640,25.8,12,1.4,100,36.8,58.3,4.9
13,New Brunswick,1901,Both sexes,331125,118035,193945,19145,26.8,10.1,1.4,100,35.6,58.6,5.8
13,New Brunswick,1901,Male,168635,60400,98420,9820,26.8,10,1.4,100,35.8,58.4,5.8
13,New Brunswick,1901,Female,162490,57635,95525,9330,26.8,10.2,1.4,100,35.5,58.8,5.7
13,New Brunswick,1911,Both sexes,351895,124750,205435,21705,27.2,9.5,1.4,100,35.5,58.4,6.2
13,New Brunswick,1911,Male,179865,63435,105370,11070,27.3,9.5,1.4,100,35.3,58.6,6.2
13,New Brunswick,1911,Female,172025,61315,100065,10640,27.1,9.4,1.4,100,35.6,58.2,6.2
13,New Brunswick,1921,Both sexes,387880,139780,224105,23995,27.2,9.3,1.4,100,36,57.8,6.2
13,New Brunswick,1921,Male,197355,70675,114400,12275,27.5,9.3,1.4,100,35.8,58,6.2
13,New Brunswick,1921,Female,190530,69110,109705,11715,27,9.4,1.4,100,36.3,57.6,6.2
13,New Brunswick,1931,Both sexes,408225,144735,236150,27335,27.8,8.6,1.4,100,35.5,57.8,6.7
13,New Brunswick,1931,Male,208620,73290,121355,13980,28,8.7,1.4,100,35.1,58.2,6.7
13,New Brunswick,1931,Female,199605,71445,114800,13360,27.6,8.6,1.4,100,35.8,57.5,6.7
13,New Brunswick,1941,Both sexes,457405,145795,279175,32440,28.7,8.6,1.6,100,31.9,61,7.1
13,New Brunswick,1941,Male,234100,73470,144210,16415,28.8,8.8,1.6,100,31.4,61.6,7
13,New Brunswick,1941,Female,223305,72320,134960,16020,28.6,8.4,1.5,100,32.4,60.4,7.2
13,New Brunswick,1951,Both sexes,515720,183915,292750,39060,28.3,7.5,1.3,100,35.7,56.8,7.6
13,New Brunswick,1951,Male,259240,93660,145960,19620,28.3,7.4,1.3,100,36.1,56.3,7.6
13,New Brunswick,1951,Female,256480,90255,146790,19435,28.3,7.6,1.3,100,35.2,57.2,7.6
13,New Brunswick,1956,Both sexes,554630,205270,306160,43195,28.3,7.1,1.2,100,37,55.2,7.8
13,New Brunswick,1956,Male,279590,104470,153695,21425,28.3,7.2,1.2,100,37.4,55,7.7
13,New Brunswick,1956,Female,275030,100800,152465,21775,28.3,7,1.2,100,36.7,55.4,7.9
13,New Brunswick,1961,Both sexes,597935,227185,323835,46915,28.2,6.9,1.2,100,38,54.2,7.8
13,New Brunswick,1961,Male,302440,116100,163525,22815,28,7.2,1.2,100,38.4,54.1,7.5
13,New Brunswick,1961,Female,295500,111085,160310,24100,28.4,6.7,1.2,100,37.6,54.3,8.2
13,New Brunswick,1966,Both sexes,616785,222060,344410,50315,28.8,6.8,1.3,100,36,55.8,8.2
13,New Brunswick,1966,Male,310145,113675,172895,23570,28.4,7.3,1.3,100,36.7,55.7,7.6
13,New Brunswick,1966,Female,306645,108385,171510,26750,29.2,6.4,1.3,100,35.3,55.9,8.7
13,New Brunswick,1971,Both sexes,634555,203100,376750,54705,30,6.9,1.5,100,32,59.4,8.6
13,New Brunswick,1971,Male,319425,104305,190200,24915,29.4,7.6,1.5,100,32.7,59.5,7.8
13,New Brunswick,1971,Female,315135,98795,186550,29785,30.6,6.3,1.5,100,31.4,59.2,9.5
13,New Brunswick,1976,Both sexes,677250,193095,423080,61075,30.9,6.9,1.7,100,28.5,62.5,9
13,New Brunswick,1976,Male,339335,98985,212965,27385,30.1,7.8,1.7,100,29.2,62.8,8.1
13,New Brunswick,1976,Female,337915,94115,210110,33695,31.6,6.2,1.6,100,27.9,62.2,10
13,New Brunswick,1981,Both sexes,696405,173580,452270,70550,32.3,6.4,1.9,100,24.9,64.9,10.1
13,New Brunswick,1981,Male,346000,89010,225910,31085,31.5,7.3,1.9,100,25.7,65.3,9
13,New Brunswick,1981,Female,350400,84570,226360,39470,33.2,5.7,1.8,100,24.1,64.6,11.3
13,New Brunswick,1986,Both sexes,709440,161555,469150,78735,33.8,6,2,100,22.8,66.1,11.1
13,New Brunswick,1986,Male,350765,82680,234380,33705,32.8,7,2,100,23.6,66.8,9.6
13,New Brunswick,1986,Female,358675,78875,234770,45030,34.8,5.2,1.9,100,22,65.5,12.6
13,New Brunswick,1991,Both sexes,723900,151215,484535,88145,35.3,5.5,2,100,20.9,66.9,12.2
13,New Brunswick,1991,Male,357185,77475,242225,37480,34.3,6.5,2.1,100,21.7,67.8,10.5
13,New Brunswick,1991,Female,366715,73740,242310,50665,36.3,4.8,1.9,100,20.1,66.1,13.8
13,New Brunswick,1996,Both sexes,738130,144610,500345,93175,36.7,5.4,2.1,100,19.6,67.8,12.6
13,New Brunswick,1996,Male,362935,74200,249550,39180,35.6,6.4,2.2,100,20.4,68.8,10.8
13,New Brunswick,1996,Female,375195,70405,250790,53995,37.7,4.6,2,100,18.8,66.8,14.4
13,New Brunswick,2001,Both sexes,729500,130095,500465,98930,38.6,5.1,2.2,100,17.8,68.6,13.6
13,New Brunswick,2001,Male,356705,66860,248150,41695,37.5,6,2.3,100,18.7,69.6,11.7
13,New Brunswick,2001,Female,372790,63235,252315,57240,39.7,4.4,2.1,100,17,67.7,15.4
13,New Brunswick,2006,Both sexes,730000,118250,504110,107635,40.6,4.7,2.2,100,16.2,69.1,14.7
13,New Brunswick,2006,Male,355500,60655,248355,46490,39.5,5.3,2.3,100,17.1,69.9,13.1
13,New Brunswick,2006,Female,374500,57600,255755,61145,41.6,4.2,2.2,100,15.4,68.3,16.3
13,New Brunswick,2011,Both sexes,751170,113575,513960,123630,42.1,4.2,2.2,100,15.1,68.4,16.5
13,New Brunswick,2011,Male,366435,57950,253220,55270,41.1,4.6,2.2,100,15.8,69.1,15.1
13,New Brunswick,2011,Female,384730,55625,260740,68365,43,3.8,2.1,100,14.5,67.8,17.8
13,New Brunswick,2016,Both sexes,747100,110495,487820,148785,43.6,3.3,1.9,100,14.8,65.3,19.9
13,New Brunswick,2016,Male,365355,56315,240540,68505,42.7,3.5,1.9,100,15.4,65.8,18.8
13,New Brunswick,2016,Female,381745,54180,247280,80285,44.5,3.1,1.8,100,14.2,64.8,21
24,Quebec,1851,Both sexes,890265,401085,464165,25010,21.6,18.6,1.1,100,45.1,52.1,2.8
24,Quebec,1851,Male,449965,203690,232655,13615,21.9,17.1,1.1,100,45.3,51.7,3
24,Quebec,1851,Female,440295,197400,231505,11390,21.4,20.3,1.1,100,44.8,52.6,2.6
24,Quebec,1861,Both sexes,1111560,477775,597335,36450,22.6,16.4,1.2,100,43,53.7,3.3
24,Quebec,1861,Male,567860,243860,304390,19610,22.8,15.5,1.2,100,42.9,53.6,3.5
24,Quebec,1861,Female,543705,233915,292945,16840,22.3,17.4,1.2,100,43,53.9,3.1
24,Quebec,1871,Both sexes,1191510,498995,646925,45595,23.3,14.2,1.2,100,41.9,54.3,3.8
24,Quebec,1871,Male,596035,253005,318800,24235,23.4,13.2,1.1,100,42.4,53.5,4.1
24,Quebec,1871,Female,595470,245990,328125,21360,23.3,15.4,1.2,100,41.3,55.1,3.6
24,Quebec,1881,Both sexes,1359025,546690,754070,58270,24.2,12.9,1.2,100,40.2,55.5,4.3
24,Quebec,1881,Male,678175,276590,371275,30305,24.2,12.2,1.2,100,40.8,54.7,4.5
24,Quebec,1881,Female,680850,270100,382790,27960,24.2,13.7,1.3,100,39.7,56.2,4.1
24,Quebec,1891,Both sexes,1488535,588815,832085,67640,24.8,12.3,1.3,100,39.6,55.9,4.5
24,Quebec,1891,Male,744140,297585,411875,34680,24.7,11.9,1.2,100,40,55.3,4.7
24,Quebec,1891,Female,744390,291230,420205,32955,24.8,12.7,1.3,100,39.1,56.4,4.4
24,Quebec,1901,Both sexes,1648900,638355,932140,78405,25.3,11.9,1.3,100,38.7,56.5,4.8
24,Quebec,1901,Male,824450,321015,464385,39050,25.2,11.9,1.3,100,38.9,56.3,4.7
24,Quebec,1901,Female,824445,317340,467755,39350,25.3,11.9,1.3,100,38.5,56.7,4.8
24,Quebec,1911,Both sexes,2005780,773260,1140710,91810,25.2,12.4,1.3,100,38.6,56.9,4.6
24,Quebec,1911,Male,1012820,387855,579075,45885,25.3,12.6,1.3,100,38.3,57.2,4.5
24,Quebec,1911,Female,992960,385400,561635,45925,25.1,12.2,1.3,100,38.8,56.6,4.6
24,Quebec,1921,Both sexes,2361200,902010,1350510,108680,25.5,12.4,1.3,100,38.2,57.2,4.6
24,Quebec,1921,Male,1180030,450930,674805,54295,25.6,12.4,1.3,100,38.2,57.2,4.6
24,Quebec,1921,Female,1181170,451080,675705,54385,25.4,12.4,1.3,100,38.2,57.2,4.6
24,Quebec,1931,Both sexes,2874250,1022780,1713245,138230,26.3,12.4,1.5,100,35.6,59.6,4.8
24,Quebec,1931,Male,1447125,513985,864605,68535,26.5,12.6,1.5,100,35.5,59.7,4.7
24,Quebec,1931,Female,1427130,508795,848640,69690,26.2,12.2,1.5,100,35.7,59.5,4.9
24,Quebec,1941,Both sexes,3331875,1062810,2093110,175950,27.8,11.9,1.7,100,31.9,62.8,5.3
24,Quebec,1941,Male,1672980,536085,1050450,86445,27.9,12.2,1.7,100,32,62.8,5.2
24,Quebec,1941,Female,1658895,526730,1042665,89505,27.8,11.6,1.7,100,31.8,62.9,5.4
24,Quebec,1951,Both sexes,4055685,1366105,2457470,232100,27.9,10.6,1.5,100,33.7,60.6,5.7
24,Quebec,1951,Male,2022125,695865,1212795,113465,27.7,10.7,1.5,100,34.4,60,5.6
24,Quebec,1951,Female,2033555,670240,1244680,118635,28.1,10.5,1.6,100,33,61.2,5.8
24,Quebec,1956,Both sexes,4628385,1621585,2742775,264025,27.8,10.4,1.5,100,35,59.3,5.7
24,Quebec,1956,Male,2317675,825145,1364625,127905,27.6,10.7,1.4,100,35.6,58.9,5.5
24,Quebec,1956,Female,2310705,796440,1378150,136120,28,10.1,1.5,100,34.5,59.6,5.9
24,Quebec,1961,Both sexes,5259210,1863395,3089515,306300,27.9,10.1,1.4,100,35.4,58.7,5.8
24,Quebec,1961,Male,2631855,951225,1535930,144700,27.5,10.6,1.4,100,36.1,58.4,5.5
24,Quebec,1961,Female,2627355,912170,1553585,161600,28.2,9.6,1.4,100,34.7,59.1,6.2
24,Quebec,1966,Both sexes,5780845,1943570,3485620,351655,28.4,9.9,1.5,100,33.6,60.3,6.1
24,Quebec,1966,Male,2885930,995010,1729975,160940,27.9,10.7,1.5,100,34.5,59.9,5.6
24,Quebec,1966,Female,2894915,948560,1755645,190710,28.9,9.2,1.5,100,32.8,60.6,6.6
24,Quebec,1971,Both sexes,6027765,1785535,3829215,413020,29.9,9.3,1.7,100,29.6,63.5,6.9
24,Quebec,1971,Male,2994550,912540,1901440,180565,29.2,10.5,1.7,100,30.5,63.5,6
24,Quebec,1971,Female,3033220,872990,1927770,232455,30.6,8.3,1.7,100,28.8,63.6,7.7
24,Quebec,1976,Both sexes,6234445,1550335,4202755,481355,31.5,8.7,2.1,100,24.9,67.4,7.7
24,Quebec,1976,Male,3084645,794585,2085240,204825,30.6,10.2,2.1,100,25.8,67.6,6.6
24,Quebec,1976,Female,3149800,755750,2117520,276530,32.4,7.7,2.1,100,24,67.2,8.8
24,Quebec,1981,Both sexes,6438405,1395720,4473310,569370,32.9,7.9,2.3,100,21.7,69.5,8.8
24,Quebec,1981,Male,3172195,716130,2220180,235885,31.9,9.4,2.3,100,22.6,70,7.4
24,Quebec,1981,Female,3266210,679595,2253125,333485,33.9,6.8,2.2,100,20.8,69,10.2
24,Quebec,1986,Both sexes,6532460,1341040,4540785,650635,34.5,7,2.3,100,20.5,69.5,10
24,Quebec,1986,Male,3201220,687980,2249425,263815,33.3,8.5,2.4,100,21.5,70.3,8.2
24,Quebec,1986,Female,3331240,653065,2291360,386820,35.6,5.9,2.2,100,19.6,68.8,11.6
24,Quebec,1991,Both sexes,6895960,1378180,4746865,770925,35.8,6.2,2.2,100,20,68.8,11.2
24,Quebec,1991,Male,3377670,705960,2359670,312040,34.6,7.6,2.3,100,20.9,69.9,9.2
24,Quebec,1991,Female,3518295,672220,2387190,458880,37,5.2,2.1,100,19.1,67.9,13
24,Quebec,1996,Both sexes,7138795,1372190,4905900,860705,36.9,5.7,2.2,100,19.2,68.7,12.1
24,Quebec,1996,Male,3493365,701705,2441925,349740,35.6,7,2.3,100,20.1,69.9,10
24,Quebec,1996,Female,3645425,670485,2463975,510965,38,4.8,2.1,100,18.4,67.6,14
24,Quebec,2001,Both sexes,7237480,1291580,4986085,959815,38.6,5.2,2.2,100,17.8,68.9,13.3
24,Quebec,2001,Male,3532845,659070,2478515,395255,37.4,6.3,2.4,100,18.7,70.2,11.2
24,Quebec,2001,Female,3704635,632505,2507570,564555,39.8,4.4,2.1,100,17.1,67.7,15.2
24,Quebec,2006,Both sexes,7546130,1252505,5213335,1080290,40.1,4.8,2.2,100,16.6,69.1,14.3
