REF_DATE,GEO,Number_of_Households
1983-08-01,Canada,8748000
1983-08-01,Manitoba,373000
1983-08-01,New Brunswick,226000
1983-08-01,Newfoundland and Labrador,155000
1983-08-01,Ontario,3150000
1983-08-01,Prince Edward Island,39000
1983-08-01,Quebec,2294000
1983-09-01,Alberta,810000
1983-09-01,British Columbia,1068000
1983-09-01,Canada,8748000
1983-09-01,Manitoba,373000
1983-09-01,New Brunswick,226000
1983-09-01,Newfoundland and Labrador,155000
1983-09-01,Ontario,3150000
1983-09-01,Prince Edward Island,39000
1983-09-01,Quebec,2294000
1983-10-01,Alberta,810000
1983-10-01,British Columbia,1068000
1983-10-01,Canada,8748000
1983-10-01,Manitoba,373000
1983-10-01,New Brunswick,226000
1983-10-01,Newfoundland and Labrador,155000
1983-10-01,Ontario,3150000
1983-10-01,Prince Edward Island,39000
1983-10-01,Quebec,2294000
1983-11-01,Alberta,810000
1983-11-01,British Columbia,1068000
1983-11-01,Canada,8748000
1983-11-01,Manitoba,373000
1983-11-01,New Brunswick,226000
1983-11-01,Newfoundland and Labrador,155000
1983-11-01,Ontario,3150000
1983-11-01,Prince Edward Island,39000
1983-11-01,Quebec,2294000
1983-12-01,Alberta,810000
1983-12-01,British Columbia,1068000
1983-12-01,Canada,8748000
1983-12-01,Manitoba,373000
1983-12-01,New Brunswick,226000
1983-12-01,Newfoundland and Labrador,155000
1983-12-01,Ontario,3150000
1983-12-01,Prince Edward Island,39000
1983-12-01,Quebec,2294000
1984-01-01,Alberta,826000
1984-01-01,British Columbia,1089000
1984-01-01,Canada,8910000
1984-01-01,Manitoba,380000
1984-01-01,New Brunswick,229000
1984-01-01,Newfoundland and Labrador,157000
1984-01-01,Ontario,3209000
1984-01-01,Prince Edward Island,40000
1984-01-01,Quebec,2336000
1984-02-01,Alberta,826000
1984-02-01,British Columbia,1089000
1984-02-01,Canada,8910000
1984-02-01,Manitoba,380000
1984-02-01,New Brunswick,229000
1984-02-01,Newfoundland and Labrador,157000
1984-02-01,Ontario,3209000
1984-02-01,Prince Edward Island,40000
1984-02-01,Quebec,2336000
1984-03-01,Alberta,826000
1984-03-01,British Columbia,1089000
1984-03-01,Canada,8910000
1984-03-01,Manitoba,380000
1984-03-01,New Brunswick,229000
1984-03-01,Newfoundland and Labrador,157000
1984-03-01,Ontario,3209000
1984-03-01,Prince Edward Island,40000
1984-03-01,Quebec,2336000
1984-04-01,Alberta,826000
1984-04-01,British Columbia,1089000
1984-04-01,Canada,8910000
1984-04-01,Manitoba,380000
1984-04-01,New Brunswick,229000
1984-04-01,Newfoundland and Labrador,157000
1984-04-01,Ontario,3209000
1984-04-01,Prince Edward Island,40000
1984-04-01,Quebec,2336000
1984-05-01,Alberta,826000
1984-05-01,British Columbia,1089000
1984-05-01,Canada,8910000
1984-05-01,Manitoba,380000
1984-05-01,New Brunswick,229000
1984-05-01,Newfoundland and Labrador,157000
1984-05-01,Ontario,3209000
1984-05-01,Prince Edward Island,40000
1984-05-01,Quebec,2336000
1984-06-01,Alberta,826000
1984-06-01,British Columbia,1089000
1984-06-01,Canada,8910000
1984-06-01,Manitoba,380000
1984-06-01,New Brunswick,229000
1984-06-01,Newfoundland and Labrador,157000
1984-06-01,Ontario,3209000
1984-06-01,Prince Edward Island,40000
1984-06-01,Quebec,2336000
1984-07-01,Alberta,826000
1984-07-01,British Columbia,1089000
1984-07-01,Canada,8910000
1984-07-01,Manitoba,380000
1984-07-01,New Brunswick,229000
1984-07-01,Newfoundland and Labrador,157000
1984-07-01,Ontario,3209000
1984-07-01,Prince Edward Island,40000
1984-07-01,Quebec,2336000
1984-08-01,Alberta,826000
1984-08-01,British Columbia,1089000
1984-08-01,Canada,8910000
1984-08-01,Manitoba,380000
1984-08-01,New Brunswick,229000
1984-08-01,Newfoundland and Labrador,157000
1984-08-01,Ontario,3209000
1984-08-01,Prince Edward Island,40000
1984-08-01,Quebec,2336000
1984-09-01,Alberta,826000
1984-09-01,British Columbia,1089000
1984-09-01,Canada,8910000
1984-09-01,Manitoba,380000
1984-09-01,New Brunswick,229000
1984-09-01,Newfoundland and Labrador,157000
1984-09-01,Ontario,3209000
1984-09-01,Prince Edward Island,40000
1984-09-01,Quebec,2336000
1984-10-01,Alberta,826000
1984-10-01,British Columbia,1089000
1984-10-01,Canada,8910000
1984-10-01,Manitoba,380000
1984-10-01,New Brunswick,229000
1984-10-01,Newfoundland and Labrador,157000
1984-10-01,Ontario,3209000
1984-10-01,Prince Edward Island,40000
1984-10-01,Quebec,2336000
1984-11-01,Alberta,826000
1984-11-01,British Columbia,1089000
1984-11-01,Canada,8910000
1984-11-01,Manitoba,380000
1984-11-01,New Brunswick,229000
1984-11-01,Newfoundland and Labrador,157000
1984-11-01,Ontario,3209000
1984-11-01,Prince Edward Island,40000
1984-11-01,Quebec,2336000
1984-12-01,Alberta,826000
1984-12-01,British Columbia,1089000
1984-12-01,Canada,8910000
1984-12-01,Manitoba,380000
1984-12-01,New Brunswick,229000
1984-12-01,Newfoundland and Labrador,157000
1984-12-01,Ontario,3209000
1984-12-01,Prince Edward Island,40000
1984-12-01,Quebec,2336000
1985-01-01,Alberta,843000
1985-01-01,British Columbia,1111000
1985-01-01,Canada,9075000
1985-01-01,Manitoba,386000
1985-01-01,New Brunswick,233000
1985-01-01,Newfoundland and Labrador,159000
1985-01-01,Ontario,3269000
1985-01-01,Prince Edward Island,40000
1985-01-01,Quebec,2379000
1985-02-01,Alberta,843000
1985-02-01,British Columbia,1111000
1985-02-01,Canada,9075000
1985-02-01,Manitoba,386000
1985-02-01,New Brunswick,233000
1985-02-01,Newfoundland and Labrador,159000
1985-02-01,Ontario,3269000
1985-02-01,Prince Edward Island,40000
1985-02-01,Quebec,2379000
1985-03-01,Alberta,843000
1985-03-01,British Columbia,1111000
1985-03-01,Canada,9075000
1985-03-01,Manitoba,386000
1985-03-01,New Brunswick,233000
1985-03-01,Newfoundland and Labrador,159000
1985-03-01,Ontario,3269000
1985-03-01,Prince Edward Island,40000
1985-03-01,Quebec,2379000
1985-04-01,Alberta,843000
1985-04-01,British Columbia,1111000
1985-04-01,Canada,9075000
1985-04-01,Manitoba,386000
1985-04-01,New Brunswick,233000
1985-04-01,Newfoundland and Labrador,159000
1985-04-01,Ontario,3269000
1985-04-01,Prince Edward Island,40000
1985-04-01,Quebec,2379000
1985-05-01,Alberta,843000
1985-05-01,British Columbia,1111000
1985-05-01,Canada,9075000
1985-05-01,Manitoba,386000
1985-05-01,New Brunswick,233000
1985-05-01,Newfoundland and Labrador,159000
1985-05-01,Ontario,3269000
1985-05-01,Prince Edward Island,40000
1985-05-01,Quebec,2379000
1985-06-01,Alberta,843000
1985-06-01,British Columbia,1111000
1985-06-01,Canada,9075000
1985-06-01,Manitoba,386000
1985-06-01,New Brunswick,233000
1985-06-01,Newfoundland and Labrador,159000
1985-06-01,Ontario,3269000
1985-06-01,Prince Edward Island,40000
1985-06-01,Quebec,2379000
1985-07-01,Alberta,843000
1985-07-01,British Columbia,1111000
1985-07-01,Canada,9075000
1985-07-01,Manitoba,386000
1985-07-01,New Brunswick,233000
1985-07-01,Newfoundland and Labrador,159000
1985-07-01,Ontario,3269000
1985-07-01,Prince Edward Island,40000
1985-07-01,Quebec,2379000
1985-08-01,Alberta,843000
1985-08-01,British Columbia,1111000
1985-08-01,Canada,9075000
1985-08-01,Manitoba,386000
1985-08-01,New Brunswick,233000
1985-08-01,Newfoundland and Labrador,159000
1985-08-01,Ontario,3269000
1985-08-01,Prince Edward Island,40000
1985-08-01,Quebec,2379000
1985-09-01,Alberta,843000
1985-09-01,British Columbia,1111000
1985-09-01,Canada,9075000
1985-09-01,Manitoba,386000
1985-09-01,New Brunswick,233000
1985-09-01,Newfoundland and Labrador,159000
1985-09-01,Ontario,3269000
1985-09-01,Prince Edward Island,40000
1985-09-01,Quebec,2379000
1985-10-01,Alberta,843000
1985-10-01,British Columbia,1111000
1985-10-01,Canada,9075000
1985-10-01,Manitoba,386000
1985-10-01,New Brunswick,233000
1985-10-01,Newfoundland and Labrador,159000
1985-10-01,Ontario,3269000
1985-10-01,Prince Edward Island,40000
1985-10-01,Quebec,2379000
1985-11-01,Alberta,843000
1985-11-01,British Columbia,1111000
1985-11-01,Canada,9075000
1985-11-01,Manitoba,386000
1985-11-01,New Brunswick,233000
1985-11-01,Newfoundland and Labrador,159000
1985-11-01,Ontario,3269000
1985-11-01,Prince Edward Island,40000
1985-11-01,Quebec,2379000
1985-12-01,Alberta,843000
1985-12-01,British Columbia,1111000
1985-12-01,Canada,9075000
1985-12-01,Manitoba,386000
1985-12-01,New Brunswick,233000
1985-12-01,Newfoundland and Labrador,159000
1985-12-01,Ontario,3269000
1985-12-01,Prince Edward Island,40000
1985-12-01,Quebec,2379000
1986-01-01,Alberta,859000
1986-01-01,British Columbia,1132000
1986-01-01,Canada,9238000
1986-01-01,Manitoba,392000
1986-01-01,New Brunswick,237000
1986-01-01,Newfoundland and Labrador,161000
1986-01-01,Ontario,3329000
1986-01-01,Prince Edward Island,41000
1986-01-01,Quebec,2421000
1986-02-01,Alberta,859000
1986-02-01,British Columbia,1132000
1986-02-01,Canada,9238000
1986-02-01,Manitoba,392000
1986-02-01,New Brunswick,237000
1986-02-01,Newfoundland and Labrador,161000
1986-02-01,Ontario,3329000
1986-02-01,Prince Edward Island,41000
1986-02-01,Quebec,2421000
1986-03-01,Alberta,859000
1986-03-01,British Columbia,1132000
1986-03-01,Canada,9238000
1986-03-01,Manitoba,392000
1986-03-01,New Brunswick,237000
1986-03-01,Newfoundland and Labrador,161000
1986-03-01,Ontario,3329000
1986-03-01,Prince Edward Island,41000
1986-03-01,Quebec,2421000
1986-04-01,Alberta,859000
1986-04-01,British Columbia,1132000
1986-04-01,Canada,9238000
1986-04-01,Manitoba,392000
1986-04-01,New Brunswick,237000
1986-04-01,Newfoundland and Labrador,161000
1986-04-01,Ontario,3329000
1986-04-01,Prince Edward Island,41000
1986-04-01,Quebec,2421000
1986-05-01,Alberta,859000
1986-05-01,British Columbia,1132000
1986-05-01,Canada,9238000
1986-05-01,Manitoba,392000
1986-05-01,New Brunswick,237000
1986-05-01,Newfoundland and Labrador,161000
1986-05-01,Ontario,3329000
1986-05-01,Prince Edward Island,41000
1986-05-01,Quebec,2421000
1986-06-01,Alberta,859000
1986-06-01,British Columbia,1132000
1986-06-01,Canada,9238000
1986-06-01,Manitoba,392000
1986-06-01,New Brunswick,237000
1986-06-01,Newfoundland and Labrador,161000
1986-06-01,Ontario,3329000
1986-06-01,Prince Edward Island,41000
1986-06-01,Quebec,2421000
1986-07-01,Alberta,859000
1986-07-01,British Columbia,1132000
1986-07-01,Canada,9238000
1986-07-01,Manitoba,392000
1986-07-01,New Brunswick,237000
1986-07-01,Newfoundland and Labrador,161000
1986-07-01,Ontario,3329000
1986-07-01,Prince Edward Island,41000
1986-07-01,Quebec,2421000
1986-08-01,Alberta,859000
1986-08-01,British Columbia,1132000
1986-08-01,Canada,9238000
1986-08-01,Manitoba,392000
1986-08-01,New Brunswick,237000
1986-08-01,Newfoundland and Labrador,161000
1986-08-01,Ontario,3329000
1986-08-01,Prince Edward Island,41000
1986-08-01,Quebec,2421000
1986-09-01,Alberta,859000
1986-09-01,British Columbia,1132000
1986-09-01,Canada,9238000
1986-09-01,Manitoba,392000
1986-09-01,New Brunswick,237000
1986-09-01,Newfoundland and Labrador,161000
1986-09-01,Ontario,3329000
1986-09-01,Prince Edward Island,41000
1986-09-01,Quebec,2421000
1986-10-01,Alberta,859000
1986-10-01,British Columbia,1132000
1986-10-01,Canada,9238000
1986-10-01,Manitoba,392000
1986-10-01,New Brunswick,237000
1986-10-01,Newfoundland and Labrador,161000
1986-10-01,Ontario,3329000
1986-10-01,Prince Edward Island,41000
1986-10-01,Quebec,2421000
1986-11-01,Alberta,859000
1986-11-01,British Columbia,1132000
1986-11-01,Canada,9238000
1986-11-01,Manitoba,392000
1986-11-01,New Brunswick,237000
1986-11-01,Newfoundland and Labrador,161000
1986-11-01,Ontario,3329000
1986-11-01,Prince Edward Island,41000
1986-11-01,Quebec,2421000
1986-12-01,Alberta,859000
1986-12-01,British Columbia,1132000
1986-12-01,Canada,9238000
1986-12-01,Manitoba,392000
1986-12-01,New Brunswick,237000
1986-12-01,Newfoundland and Labrador,161000
1986-12-01,Ontario,3329000
1986-12-01,Prince Edward Island,41000
1986-12-01,Quebec,2421000
1987-01-01,Alberta,872000
1987-01-01,British Columbia,1161000
1987-01-01,Canada,9440000
1987-01-01,Manitoba,396000
1987-01-01,New Brunswick,242000
1987-01-01,Newfoundland and Labrador,164000
1987-01-01,Ontario,3414000
1987-01-01,Prince Edward Island,42000
1987-01-01,Quebec,2476000
1987-02-01,Alberta,872000
1987-02-01,British Columbia,1161000
1987-02-01,Canada,9440000
1987-02-01,Manitoba,396000
1987-02-01,New Brunswick,242000
1987-02-01,Newfoundland and Labrador,164000
1987-02-01,Ontario,3414000
1987-02-01,Prince Edward Island,42000
1987-02-01,Quebec,2476000
1987-03-01,Alberta,872000
1987-03-01,British Columbia,1161000
1987-03-01,Canada,9440000
1987-03-01,Manitoba,396000
1987-03-01,New Brunswick,242000
1987-03-01,Newfoundland and Labrador,164000
1987-03-01,Ontario,3414000
1987-03-01,Prince Edward Island,42000
1987-03-01,Quebec,2476000
1987-04-01,Alberta,872000
1987-04-01,British Columbia,1161000
1987-04-01,Canada,9440000
1987-04-01,Manitoba,396000
1987-04-01,New Brunswick,242000
1987-04-01,Newfoundland and Labrador,164000
1987-04-01,Ontario,3414000
1987-04-01,Prince Edward Island,42000
1987-04-01,Quebec,2476000
1987-05-01,Alberta,872000
1987-05-01,British Columbia,1161000
1987-05-01,Canada,9440000
1987-05-01,Manitoba,396000
1987-05-01,New Brunswick,242000
1987-05-01,Newfoundland and Labrador,164000
1987-05-01,Ontario,3414000
1987-05-01,Prince Edward Island,42000
1987-05-01,Quebec,2476000
1987-06-01,Alberta,872000
1987-06-01,British Columbia,1161000
1987-06-01,Canada,9440000
1987-06-01,Manitoba,396000
1987-06-01,New Brunswick,242000
1987-06-01,Newfoundland and Labrador,164000
1987-06-01,Ontario,3414000
1987-06-01,Prince Edward Island,42000
1987-06-01,Quebec,2476000
1987-07-01,Alberta,872000
1987-07-01,British Columbia,1161000
1987-07-01,Canada,9440000
1987-07-01,Manitoba,396000
1987-07-01,New Brunswick,242000
1987-07-01,Newfoundland and Labrador,164000
1987-07-01,Ontario,3414000
1987-07-01,Prince Edward Island,42000
1987-07-01,Quebec,2476000
1987-08-01,Alberta,872000
1987-08-01,British Columbia,1161000
1987-08-01,Canada,9440000
1987-08-01,Manitoba,396000
1987-08-01,New Brunswick,242000
1987-08-01,Newfoundland and Labrador,164000
1987-08-01,Ontario,3414000
1987-08-01,Prince Edward Island,42000
1987-08-01,Quebec,2476000
1987-09-01,Alberta,872000
1987-09-01,British Columbia,1161000
1987-09-01,Canada,9440000
1987-09-01,Manitoba,396000
1987-09-01,New Brunswick,242000
1987-09-01,Newfoundland and Labrador,164000
1987-09-01,Ontario,3414000
1987-09-01,Prince Edward Island,42000
1987-09-01,Quebec,2476000
1987-10-01,Alberta,872000
1987-10-01,British Columbia,1161000
1987-10-01,Canada,9440000
1987-10-01,Manitoba,396000
1987-10-01,New Brunswick,242000
1987-10-01,Newfoundland and Labrador,164000
1987-10-01,Ontario,3414000
1987-10-01,Prince Edward Island,42000
1987-10-01,Quebec,2476000
1987-11-01,Alberta,872000
1987-11-01,British Columbia,1161000
1987-11-01,Canada,9440000
1987-11-01,Manitoba,396000
1987-11-01,New Brunswick,242000
1987-11-01,Newfoundland and Labrador,164000
1987-11-01,Ontario,3414000
1987-11-01,Prince Edward Island,42000
1987-11-01,Quebec,2476000
1987-12-01,Alberta,872000
1987-12-01,British Columbia,1161000
1987-12-01,Canada,9440000
1987-12-01,Manitoba,396000
1987-12-01,New Brunswick,242000
1987-12-01,Newfoundland and Labrador,164000
1987-12-01,Ontario,3414000
1987-12-01,Prince Edward Island,42000
1987-12-01,Quebec,2476000
1988-01-01,Alberta,886000
1988-01-01,British Columbia,1190000
1988-01-01,Canada,9642000
1988-01-01,Manitoba,400000
1988-01-01,New Brunswick,247000
1988-01-01,Newfoundland and Labrador,168000
1988-01-01,Ontario,3498000
1988-01-01,Prince Edward Island,43000
1988-01-01,Quebec,2531000
1988-02-01,Alberta,886000
1988-02-01,British Columbia,1190000
1988-02-01,Canada,9642000
1988-02-01,Manitoba,400000
1988-02-01,New Brunswick,247000
1988-02-01,Newfoundland and Labrador,168000
1988-02-01,Ontario,3498000
1988-02-01,Prince Edward Island,43000
1988-02-01,Quebec,2531000
1988-03-01,Alberta,886000
1988-03-01,British Columbia,1190000
1988-03-01,Canada,9642000
1988-03-01,Manitoba,400000
1988-03-01,New Brunswick,247000
1988-03-01,Newfoundland and Labrador,168000
1988-03-01,Ontario,3498000
1988-03-01,Prince Edward Island,43000
1988-03-01,Quebec,2531000
1988-04-01,Alberta,886000
1988-04-01,British Columbia,1190000
1988-04-01,Canada,9642000
1988-04-01,Manitoba,400000
1988-04-01,New Brunswick,247000
1988-04-01,Newfoundland and Labrador,168000
1988-04-01,Ontario,3498000
1988-04-01,Prince Edward Island,43000
1988-04-01,Quebec,2531000
1988-05-01,Alberta,886000
1988-05-01,British Columbia,1190000
1988-05-01,Canada,9642000
1988-05-01,Manitoba,400000
1988-05-01,New Brunswick,247000
1988-05-01,Newfoundland and Labrador,168000
1988-05-01,Ontario,3498000
1988-05-01,Prince Edward Island,43000
1988-05-01,Quebec,2531000
1988-06-01,Alberta,886000
1988-06-01,British Columbia,1190000
1988-06-01,Canada,9642000
1988-06-01,Manitoba,400000
1988-06-01,New Brunswick,247000
1988-06-01,Newfoundland and Labrador,168000
1988-06-01,Ontario,3498000
1988-06-01,Prince Edward Island,43000
1988-06-01,Quebec,2531000
1988-07-01,Alberta,886000
1988-07-01,British Columbia,1190000
1988-07-01,Canada,9642000
1988-07-01,Manitoba,400000
1988-07-01,New Brunswick,247000
1988-07-01,Newfoundland and Labrador,168000
1988-07-01,Ontario,3498000
1988-07-01,Prince Edward Island,43000
1988-07-01,Quebec,2531000
1988-08-01,Alberta,886000
1988-08-01,British Columbia,1190000
1988-08-01,Canada,9642000
1988-08-01,Manitoba,400000
1988-08-01,New Brunswick,247000
1988-08-01,Newfoundland and Labrador,168000
1988-08-01,Ontario,3498000
1988-08-01,Prince Edward Island,43000
1988-08-01,Quebec,2531000
1988-09-01,Alberta,886000
1988-09-01,British Columbia,1190000
1988-09-01,Canada,9642000
1988-09-01,Manitoba,400000
1988-09-01,New Brunswick,247000
1988-09-01,Newfoundland and Labrador,168000
1988-09-01,Ontario,3498000
1988-09-01,Prince Edward Island,43000
1988-09-01,Quebec,2531000
1988-10-01,Alberta,886000
1988-10-01,British Columbia,1190000
1988-10-01,Canada,9642000
1988-10-01,Manitoba,400000
1988-10-01,New Brunswick,247000
1988-10-01,Newfoundland and Labrador,168000
1988-10-01,Ontario,3498000
1988-10-01,Prince Edward Island,43000
1988-10-01,Quebec,2531000
1988-11-01,Alberta,886000
1988-11-01,British Columbia,1190000
1988-11-01,Canada,9642000
1988-11-01,Manitoba,400000
1988-11-01,New Brunswick,247000
1988-11-01,Newfoundland and Labrador,168000
1988-11-01,Ontario,3498000
1988-11-01,Prince Edward Island,43000
1988-11-01,Quebec,2531000
1988-12-01,Alberta,886000
1988-12-01,British Columbia,1190000
1988-12-01,Canada,9642000
1988-12-01,Manitoba,400000
1988-12-01,New Brunswick,247000
1988-12-01,Newfoundland and Labrador,168000
1988-12-01,Ontario,3498000
1988-12-01,Prince Edward Island,43000
1988-12-01,Quebec,2531000
1989-01-01,Alberta,899000
1989-01-01,British Columbia,1219000
1989-01-01,Canada,9841000
1989-01-01,Manitoba,403000
1989-01-01,New Brunswick,251000
1989-01-01,Newfoundland and Labrador,171000
1989-01-01,Ontario,3583000
1989-01-01,Prince Edward Island,43000
1989-01-01,Quebec,2587000
1989-02-01,Alberta,899000
1989-02-01,British Columbia,1219000
1989-02-01,Canada,9841000
1989-02-01,Manitoba,403000
1989-02-01,New Brunswick,251000
1989-02-01,Newfoundland and Labrador,171000
1989-02-01,Ontario,3583000
1989-02-01,Prince Edward Island,43000
1989-02-01,Quebec,2587000
1989-03-01,Alberta,899000
1989-03-01,British Columbia,1219000
1989-03-01,Canada,9841000
1989-03-01,Manitoba,403000
1989-03-01,New Brunswick,251000
1989-03-01,Newfoundland and Labrador,171000
1989-03-01,Ontario,3583000
1989-03-01,Prince Edward Island,43000
1989-03-01,Quebec,2587000
1989-04-01,Alberta,899000
1989-04-01,British Columbia,1219000
1989-04-01,Canada,9841000
1989-04-01,Manitoba,403000
1989-04-01,New Brunswick,251000
1989-04-01,Newfoundland and Labrador,171000
