REF_DATE,Province,Number_of_Households
2021-09,New Brunswick,333
2021-09,Newfoundland and Labrador,220
2021-09,Nova Scotia,421
2021-09,Ontario,5760
2021-09,Prince Edward Island,66
2021-09,Quebec,3814
2021-09,Saskatchewan,487
2021-10,Alberta,1898
2021-10,British Columbia,2082
2021-10,Manitoba,539
2021-10,New Brunswick,333
2021-10,Newfoundland and Labrador,220
2021-10,Nova Scotia,421
2021-10,Ontario,5760
2021-10,Prince Edward Island,66
2021-10,Quebec,3814
2021-10,Saskatchewan,487
2021-11,Alberta,1898
2021-11,British Columbia,2082
2021-11,Manitoba,539
2021-11,New Brunswick,333
2021-11,Newfoundland and Labrador,220
2021-11,Nova Scotia,421
2021-11,Ontario,5760
2021-11,Prince Edward Island,66
2021-11,Quebec,3814
2021-11,Saskatchewan,487
2021-12,Alberta,1898
2021-12,British Columbia,2082
2021-12,Manitoba,539
2021-12,New Brunswick,333
2021-12,Newfoundland and Labrador,220
2021-12,Nova Scotia,421
2021-12,Ontario,5760
2021-12,Prince Edward Island,66
2021-12,Quebec,3814
2021-12,Saskatchewan,487
2022-01,Alberta,1946
2022-01,British Columbia,2115
2022-01,Manitoba,547
2022-01,New Brunswick,334
2022-01,Newfoundland and Labrador,220
2022-01,Nova Scotia,422
2022-01,Ontario,5835
2022-01,Prince Edward Island,67
2022-01,Quebec,3845
2022-01,Saskatchewan,493
2022-02,Alberta,1946
2022-02,British Columbia,2115
2022-02,Manitoba,547
2022-02,New Brunswick,334
2022-02,Newfoundland and Labrador,220
2022-02,Nova Scotia,422
2022-02,Ontario,5835
2022-02,Prince Edward Island,67
2022-02,Quebec,3845
2022-02,Saskatchewan,493
2022-03,Alberta,1946
2022-03,British Columbia,2115
2022-03,Manitoba,547
2022-03,New Brunswick,334
2022-03,Newfoundland and Labrador,220
2022-03,Nova Scotia,422
2022-03,Ontario,5835
2022-03,Prince Edward Island,67
2022-03,Quebec,3845
2022-03,Saskatchewan,493
2022-04,Alberta,1946
2022-04,British Columbia,2115
2022-04,Manitoba,547
2022-04,New Brunswick,334
2022-04,Newfoundland and Labrador,220
2022-04,Nova Scotia,422
2022-04,Ontario,5835
2022-04,Prince Edward Island,67
2022-04,Quebec,3845
2022-04,Saskatchewan,493
2022-05,Alberta,1946
2022-05,British Columbia,2115
2022-05,Manitoba,547
2022-05,New Brunswick,334
2022-05,Newfoundland and Labrador,220
2022-05,Nova Scotia,422
2022-05,Ontario,5835
2022-05,Prince Edward Island,67
2022-05,Quebec,3845
2022-05,Saskatchewan,493
2022-06,Alberta,1946
2022-06,British Columbia,2115
2022-06,Manitoba,547
2022-06,New Brunswick,334
2022-06,Newfoundland and Labrador,220
2022-06,Nova Scotia,422
2022-06,Ontario,5835
2022-06,Prince Edward Island,67
2022-06,Quebec,3845
2022-06,Saskatchewan,493
2022-07,Alberta,1946
2022-07,British Columbia,2115
2022-07,Manitoba,547
2022-07,New Brunswick,334
2022-07,Newfoundland and Labrador,220
2022-07,Nova Scotia,422
2022-07,Ontario,5835
2022-07,Prince Edward Island,67
2022-07,Quebec,3845
2022-07,Saskatchewan,493
2022-08,Alberta,1946
2022-08,British Columbia,2115
2022-08,Manitoba,547
2022-08,New Brunswick,334
2022-08,Newfoundland and Labrador,220
2022-08,Nova Scotia,422
2022-08,Ontario,5835
2022-08,Prince Edward Island,67
2022-08,Quebec,3845
2022-08,Saskatchewan,493
2022-09,Alberta,1946
2022-09,British Columbia,2115
2022-09,Manitoba,547
2022-09,New Brunswick,334
2022-09,Newfoundland and Labrador,220
2022-09,Nova Scotia,422
2022-09,Ontario,5835
2022-09,Prince Edward Island,67
2022-09,Quebec,3845
2022-09,Saskatchewan,493
2022-10,Alberta,1946
2022-10,British Columbia,2115
2022-10,Manitoba,547
2022-10,New Brunswick,334
2022-10,Newfoundland and Labrador,220
2022-10,Nova Scotia,422
2022-10,Ontario,5835
2022-10,Prince Edward Island,67
2022-10,Quebec,3845
2022-10,Saskatchewan,493
2022-11,Alberta,1946
2022-11,British Columbia,2115
2022-11,Manitoba,547
2022-11,New Brunswick,334
2022-11,Newfoundland and Labrador,220
2022-11,Nova Scotia,422
2022-11,Ontario,5835
2022-11,Prince Edward Island,67
2022-11,Quebec,3845
2022-11,Saskatchewan,493
2022-12,Alberta,1946
2022-12,British Columbia,2115
2022-12,Manitoba,547
2022-12,New Brunswick,334
2022-12,Newfoundland and Labrador,220
2022-12,Nova Scotia,422
2022-12,Ontario,5835
2022-12,Prince Edward Island,67
2022-12,Quebec,3845
2022-12,Saskatchewan,493
2023-01,Alberta,1993
2023-01,British Columbia,2148
2023-01,Manitoba,555
2023-01,New Brunswick,335
2023-01,Newfoundland and Labrador,220
2023-01,Nova Scotia,424
2023-01,Ontario,5909
2023-01,Prince Edward Island,68
2023-01,Quebec,3877
2023-01,Saskatchewan,499
2023-02,Alberta,1993
2023-02,British Columbia,2148
2023-02,Manitoba,555
2023-02,New Brunswick,335
2023-02,Newfoundland and Labrador,220
2023-02,Nova Scotia,424
2023-02,Ontario,5909
2023-02,Prince Edward Island,68
2023-02,Quebec,3877
2023-02,Saskatchewan,499
2023-03,Alberta,1993
2023-03,British Columbia,2148
2023-03,Manitoba,555
2023-03,New Brunswick,335
2023-03,Newfoundland and Labrador,220
2023-03,Nova Scotia,424
2023-03,Ontario,5909
2023-03,Prince Edward Island,68
2023-03,Quebec,3877
2023-03,Saskatchewan,499
2023-04,Alberta,1993
2023-04,British Columbia,2148
2023-04,Manitoba,555
2023-04,New Brunswick,335
2023-04,Newfoundland and Labrador,220
2023-04,Nova Scotia,424
2023-04,Ontario,5909
2023-04,Prince Edward Island,68
2023-04,Quebec,3877
2023-04,Saskatchewan,499
2023-05,Alberta,1993
2023-05,British Columbia,2148
2023-05,Manitoba,555
2023-05,New Brunswick,335
2023-05,Newfoundland and Labrador,220
2023-05,Nova Scotia,424
2023-05,Ontario,5909
2023-05,Prince Edward Island,68
2023-05,Quebec,3877
2023-05,Saskatchewan,499
2023-06,Alberta,1993
2023-06,British Columbia,2148
2023-06,Manitoba,555
2023-06,New Brunswick,335
2023-06,Newfoundland and Labrador,220
2023-06,Nova Scotia,424
2023-06,Ontario,5909
2023-06,Prince Edward Island,68
2023-06,Quebec,3877
2023-06,Saskatchewan,499
2023-07,Alberta,1993
2023-07,British Columbia,2148
2023-07,Manitoba,555
2023-07,New Brunswick,335
2023-07,Newfoundland and Labrador,220
2023-07,Nova Scotia,424
2023-07,Ontario,5909
2023-07,Prince Edward Island,68
2023-07,Quebec,3877
2023-07,Saskatchewan,499
2023-08,Alberta,1993
2023-08,British Columbia,2148
2023-08,Manitoba,555
2023-08,New Brunswick,335
2023-08,Newfoundland and Labrador,220
2023-08,Nova Scotia,424
2023-08,Ontario,5909
2023-08,Prince Edward Island,68
2023-08,Quebec,3877
2023-08,Saskatchewan,499
2023-09,Alberta,1993
2023-09,British Columbia,2148
2023-09,Manitoba,555
2023-09,New Brunswick,335
2023-09,Newfoundland and Labrador,220
2023-09,Nova Scotia,424
2023-09,Ontario,5909
2023-09,Prince Edward Island,68
2023-09,Quebec,3877
2023-09,Saskatchewan,499
2023-10,Alberta,1993
2023-10,British Columbia,2148
2023-10,Manitoba,555
2023-10,New Brunswick,335
2023-10,Newfoundland and Labrador,220
2023-10,Nova Scotia,424
2023-10,Ontario,5909
2023-10,Prince Edward Island,68
2023-10,Quebec,3877
2023-10,Saskatchewan,499
2023-11,Alberta,1993
2023-11,British Columbia,2148
2023-11,Manitoba,555
2023-11,New Brunswick,335
2023-11,Newfoundland and Labrador,220
2023-11,Nova Scotia,424
2023-11,Ontario,5909
2023-11,Prince Edward Island,68
2023-11,Quebec,3877
2023-11,Saskatchewan,499
2023-12,Alberta,1993
2023-12,British Columbia,2148
2023-12,Manitoba,555
2023-12,New Brunswick,335
2023-12,Newfoundland and Labrador,220
2023-12,Nova Scotia,424
2023-12,Ontario,5909
2023-12,Prince Edward Island,68
2023-12,Quebec,3877
2023-12,Saskatchewan,499
2024-01,Alberta,2041
2024-01,British Columbia,2181
2024-01,Manitoba,563
2024-01,New Brunswick,337
2024-01,Newfoundland and Labrador,220
2024-01,Nova Scotia,426
2024-01,Ontario,5984
2024-01,Prince Edward Island,68
2024-01,Quebec,3908
2024-01,Saskatchewan,505
2024-02,Alberta,2041
2024-02,British Columbia,2181
2024-02,Manitoba,563
2024-02,New Brunswick,337
2024-02,Newfoundland and Labrador,220
2024-02,Nova Scotia,426
2024-02,Ontario,5984
2024-02,Prince Edward Island,68
2024-02,Quebec,3908
2024-02,Saskatchewan,505
2024-03,Alberta,2041
2024-03,British Columbia,2181
2024-03,Manitoba,563
2024-03,New Brunswick,337
2024-03,Newfoundland and Labrador,220
2024-03,Nova Scotia,426
2024-03,Ontario,5984
2024-03,Prince Edward Island,68
2024-03,Quebec,3908
2024-03,Saskatchewan,505
2024-04,Alberta,2041
2024-04,British Columbia,2181
2024-04,Manitoba,563
2024-04,New Brunswick,337
2024-04,Newfoundland and Labrador,220
2024-04,Nova Scotia,426
2024-04,Ontario,5984
2024-04,Prince Edward Island,68
2024-04,Quebec,3908
2024-04,Saskatchewan,505
2024-05,Alberta,2041
2024-05,British Columbia,2181
2024-05,Manitoba,563
2024-05,New Brunswick,337
2024-05,Newfoundland and Labrador,220
2024-05,Nova Scotia,426
2024-05,Ontario,5984
2024-05,Prince Edward Island,68
2024-05,Quebec,3908
2024-05,Saskatchewan,505
2024-06,Alberta,2041
2024-06,British Columbia,2181
2024-06,Manitoba,563
2024-06,New Brunswick,337
2024-06,Newfoundland and Labrador,220
2024-06,Nova Scotia,426
2024-06,Ontario,5984
2024-06,Prince Edward Island,68
2024-06,Quebec,3908
2024-06,Saskatchewan,505
2024-07,Alberta,2041
2024-07,British Columbia,2181
2024-07,Manitoba,563
2024-07,New Brunswick,337
2024-07,Newfoundland and Labrador,220
2024-07,Nova Scotia,426
2024-07,Ontario,5984
2024-07,Prince Edward Island,68
2024-07,Quebec,3908
2024-07,Saskatchewan,505
2024-08,Alberta,2041
2024-08,British Columbia,2181
2024-08,Manitoba,563
2024-08,New Brunswick,337
2024-08,Newfoundland and Labrador,220
2024-08,Nova Scotia,426
2024-08,Ontario,5984
2024-08,Prince Edward Island,68
2024-08,Quebec,3908
2024-08,Saskatchewan,505
2024-09,Alberta,2041
2024-09,British Columbia,2181
2024-09,Manitoba,563
2024-09,New Brunswick,337
2024-09,Newfoundland and Labrador,220
2024-09,Nova Scotia,426
2024-09,Ontario,5984
2024-09,Prince Edward Island,68
2024-09,Quebec,3908
2024-09,Saskatchewan,505
2024-10,Alberta,2041
2024-10,British Columbia,2181
2024-10,Manitoba,563
2024-10,New Brunswick,337
2024-10,Newfoundland and Labrador,220
2024-10,Nova Scotia,426
2024-10,Ontario,5984
2024-10,Prince Edward Island,68
2024-10,Quebec,3908
2024-10,Saskatchewan,505
2024-11,Alberta,2041
2024-11,British Columbia,2181
2024-11,Manitoba,563
2024-11,New Brunswick,337
2024-11,Newfoundland and Labrador,220
2024-11,Nova Scotia,426
2024-11,Ontario,5984
2024-11,Prince Edward Island,68
2024-11,Quebec,3908
2024-11,Saskatchewan,505
2024-12,Alberta,2041
2024-12,British Columbia,2181
2024-12,Manitoba,563
2024-12,New Brunswick,337
2024-12,Newfoundland and Labrador,220
2024-12,Nova Scotia,426
2024-12,Ontario,5984
2024-12,Prince Edward Island,68
2024-12,Quebec,3908
2024-12,Saskatchewan,505
2025-01,Alberta,2088
2025-01,British Columbia,2215
2025-01,Manitoba,571
2025-01,New Brunswick,338
2025-01,Newfoundland and Labrador,220
2025-01,Nova Scotia,428
2025-01,Ontario,6058
2025-01,Prince Edward Island,69
2025-01,Quebec,3940
2025-01,Saskatchewan,511
2025-02,Alberta,2088
2025-02,British Columbia,2215
2025-02,Manitoba,571
2025-02,New Brunswick,338
2025-02,Newfoundland and Labrador,220
2025-02,Nova Scotia,428
2025-02,Ontario,6058
2025-02,Prince Edward Island,69
2025-02,Quebec,3940
2025-02,Saskatchewan,511
2025-03,Alberta,2088
2025-03,British Columbia,2215
2025-03,Manitoba,571
2025-03,New Brunswick,338
2025-03,Newfoundland and Labrador,220
2025-03,Nova Scotia,428
2025-03,Ontario,6058
2025-03,Prince Edward Island,69
2025-03,Quebec,3940
2025-03,Saskatchewan,511
2025-04,Alberta,2088
2025-04,British Columbia,2215
2025-04,Manitoba,571
2025-04,New Brunswick,338
2025-04,Newfoundland and Labrador,220
2025-04,Nova Scotia,428
2025-04,Ontario,6058
2025-04,Prince Edward Island,69
2025-04,Quebec,3940
2025-04,Saskatchewan,511
2025-05,Alberta,2088
2025-05,British Columbia,2215
2025-05,Manitoba,571
2025-05,New Brunswick,338
2025-05,Newfoundland and Labrador,220
2025-05,Nova Scotia,428
2025-05,Ontario,6058
2025-05,Prince Edward Island,69
2025-05,Quebec,3940
2025-05,Saskatchewan,511
2025-06,Alberta,2088
2025-06,British Columbia,2215
2025-06,Manitoba,571
2025-06,New Brunswick,338
2025-06,Newfoundland and Labrador,220
2025-06,Nova Scotia,428
2025-06,Ontario,6058
2025-06,Prince Edward Island,69
2025-06,Quebec,3940
2025-06,Saskatchewan,511
2025-07,Alberta,2088
2025-07,British Columbia,2215
2025-07,Manitoba,571
2025-07,New Brunswick,338
2025-07,Newfoundland and Labrador,220
2025-07,Nova Scotia,428
2025-07,Ontario,6058
2025-07,Prince Edward Island,69
2025-07,Quebec,3940
2025-07,Saskatchewan,511
2025-08,Alberta,2088
2025-08,British Columbia,2215
2025-08,Manitoba,571
2025-08,New Brunswick,338
2025-08,Newfoundland and Labrador,220
2025-08,Nova Scotia,428
2025-08,Ontario,6058
2025-08,Prince Edward Island,69
2025-08,Quebec,3940
2025-08,Saskatchewan,511
2025-09,Alberta,2088
2025-09,British Columbia,2215
2025-09,Manitoba,571
2025-09,New Brunswick,338
2025-09,Newfoundland and Labrador,220
2025-09,Nova Scotia,428
2025-09,Ontario,6058
2025-09,Prince Edward Island,69
2025-09,Quebec,3940
2025-09,Saskatchewan,511
2025-10,Alberta,2088
2025-10,British Columbia,2215
2025-10,Manitoba,571
2025-10,New Brunswick,338
2025-10,Newfoundland and Labrador,220
2025-10,Nova Scotia,428
2025-10,Ontario,6058
2025-10,Prince Edward Island,69
2025-10,Quebec,3940
2025-10,Saskatchewan,511
2025-11,Alberta,2088
2025-11,British Columbia,2215
2025-11,Manitoba,571
2025-11,New Brunswick,338
2025-11,Newfoundland and Labrador,220
2025-11,Nova Scotia,428
2025-11,Ontario,6058
2025-11,Prince Edward Island,69
2025-11,Quebec,3940
2025-11,Saskatchewan,511
2025-12,Alberta,2088
2025-12,British Columbia,2215
2025-12,Manitoba,571
2025-12,New Brunswick,338
2025-12,Newfoundland and Labrador,220
2025-12,Nova Scotia,428
2025-12,Ontario,6058
2025-12,Prince Edward Island,69
2025-12,Quebec,3940
2025-12,Saskatchewan,511
2026-01,Alberta,2136
2026-01,British Columbia,2248
2026-01,Manitoba,579
2026-01,New Brunswick,340
2026-01,Newfoundland and Labrador,220
2026-01,Nova Scotia,430
2026-01,Ontario,6133
2026-01,Prince Edward Island,70
2026-01,Quebec,3971
2026-01,Saskatchewan,517
2026-02,Alberta,2136
2026-02,British Columbia,2248
2026-02,Manitoba,579
2026-02,New Brunswick,340
2026-02,Newfoundland and Labrador,220
2026-02,Nova Scotia,430
2026-02,Ontario,6133
2026-02,Prince Edward Island,70
2026-02,Quebec,3971
2026-02,Saskatchewan,517
2026-03,Alberta,2136
2026-03,British Columbia,2248
2026-03,Manitoba,579
2026-03,New Brunswick,340
2026-03,Newfoundland and Labrador,220
2026-03,Nova Scotia,430
2026-03,Ontario,6133
2026-03,Prince Edward Island,70
2026-03,Quebec,3971
2026-03,Saskatchewan,517
2026-04,Alberta,2136
2026-04,British Columbia,2248
2026-04,Manitoba,579
2026-04,New Brunswick,340
2026-04,Newfoundland and Labrador,220
2026-04,Nova Scotia,430
2026-04,Ontario,6133
2026-04,Prince Edward Island,70
2026-04,Quebec,3971
2026-04,Saskatchewan,517
2026-05,Alberta,2136
2026-05,British Columbia,2248
2026-05,Manitoba,579
2026-05,New Brunswick,340
2026-05,Newfoundland and Labrador,220
2026-05,Nova Scotia,430
2026-05,Ontario,6133
2026-05,Prince Edward Island,70
2026-05,Quebec,3971
2026-05,Saskatchewan,517
2026-06,Alberta,2136
2026-06,British Columbia,2248
2026-06,Manitoba,579
2026-06,New Brunswick,340
2026-06,Newfoundland and Labrador,220
2026-06,Nova Scotia,430
2026-06,Ontario,6133
2026-06,Prince Edward Island,70
2026-06,Quebec,3971
2026-06,Saskatchewan,517
2026-07,Alberta,2136
2026-07,British Columbia,2248
2026-07,Manitoba,579
2026-07,New Brunswick,340
2026-07,Newfoundland and Labrador,220
2026-07,Nova Scotia,430
2026-07,Ontario,6133
2026-07,Prince Edward Island,70
2026-07,Quebec,3971
2026-07,Saskatchewan,517
2026-08,Alberta,2136
2026-08,British Columbia,2248
2026-08,Manitoba,579
2026-08,New Brunswick,340
2026-08,Newfoundland and Labrador,220
2026-08,Nova Scotia,430
2026-08,Ontario,6133
2026-08,Prince Edward Island,70
2026-08,Quebec,3971
2026-08,Saskatchewan,517
2026-09,Alberta,2136
2026-09,British Columbia,2248
2026-09,Manitoba,579
2026-09,New Brunswick,340
2026-09,Newfoundland and Labrador,220
2026-09,Nova Scotia,430
2026-09,Ontario,6133
2026-09,Prince Edward Island,70
2026-09,Quebec,3971
2026-09,Saskatchewan,517
2026-10,Alberta,2136
2026-10,British Columbia,2248
2026-10,Manitoba,579
2026-10,New Brunswick,340
2026-10,Newfoundland and Labrador,220
2026-10,Nova Scotia,430
2026-10,Ontario,6133
2026-10,Prince Edward Island,70
2026-10,Quebec,3971
2026-10,Saskatchewan,517
2026-11,Alberta,2136
2026-11,British Columbia,2248
2026-11,Manitoba,579
2026-11,New Brunswick,340
2026-11,Newfoundland and Labrador,220
2026-11,Nova Scotia,430
2026-11,Ontario,6133
2026-11,Prince Edward Island,70
2026-11,Quebec,3971
2026-11,Saskatchewan,517
2026-12,Alberta,2136
2026-12,British Columbia,2248
2026-12,Manitoba,579
2026-12,New Brunswick,340
2026-12,Newfoundland and Labrador,220
2026-12,Nova Scotia,430
2026-12,Ontario,6133
2026-12,Prince Edward Island,70
2026-12,Quebec,3971
2026-12,Saskatchewan,517
2027-01,Alberta,2186
2027-01,British Columbia,2283
2027-01,Manitoba,587
2027-01,New Brunswick,341
2027-01,Newfoundland and Labrador,219
2027-01,Nova Scotia,431
2027-01,Ontario,6206
2027-01,Prince Edward Island,71
2027-01,Quebec,4002
2027-01,Saskatchewan,523
2027-02,Alberta,2186
2027-02,British Columbia,2283
2027-02,Manitoba,587
2027-02,New Brunswick,341
2027-02,Newfoundland and Labrador,219
2027-02,Nova Scotia,431
2027-02,Ontario,6206
2027-02,Prince Edward Island,71
2027-02,Quebec,4002
2027-02,Saskatchewan,523
2027-03,Alberta,2186
2027-03,British Columbia,2283
2027-03,Manitoba,587
2027-03,New Brunswick,341
2027-03,Newfoundland and Labrador,219
2027-03,Nova Scotia,431
2027-03,Ontario,6206
2027-03,Prince Edward Island,71
2027-03,Quebec,4002
2027-03,Saskatchewan,523
2027-04,Alberta,2186
2027-04,British Columbia,2283
2027-04,Manitoba,587
2027-04,New Brunswick,341
2027-04,Newfoundland and Labrador,219
2027-04,Nova Scotia,431
2027-04,Ontario,6206
2027-04,Prince Edward Island,71
2027-04,Quebec,4002
2027-04,Saskatchewan,523
2027-05,Alberta,2186
2027-05,British Columbia,2283
2027-05,Manitoba,587
2027-05,New Brunswick,341
2027-05,Newfoundland and Labrador,219
2027-05,Nova Scotia,431
2027-05,Ontario,6206
2027-05,Prince Edward Island,71
2027-05,Quebec,4002
2027-05,Saskatchewan,523
2027-06,Alberta,2186
2027-06,British Columbia,2283
2027-06,Manitoba,587
2027-06,New Brunswick,341
2027-06,Newfoundland and Labrador,219
2027-06,Nova Scotia,431
2027-06,Ontario,6206
2027-06,Prince Edward Island,71
2027-06,Quebec,4002
2027-06,Saskatchewan,523
2027-07,Alberta,2186
2027-07,British Columbia,2283
2027-07,Manitoba,587
2027-07,New Brunswick,341
2027-07,Newfoundland and Labrador,219
2027-07,Nova Scotia,431
2027-07,Ontario,6206
2027-07,Prince Edward Island,71
2027-07,Quebec,4002
2027-07,Saskatchewan,523
2027-08,Alberta,2186
2027-08,British Columbia,2283
2027-08,Manitoba,587
2027-08,New Brunswick,341
2027-08,Newfoundland and Labrador,219
2027-08,Nova Scotia,431
2027-08,Ontario,6206
2027-08,Prince Edward Island,71
2027-08,Quebec,4002
2027-08,Saskatchewan,523
2027-09,Alberta,2186
2027-09,British Columbia,2283
2027-09,Manitoba,587
2027-09,New Brunswick,341
2027-09,Newfoundland and Labrador,219
2027-09,Nova Scotia,431
2027-09,Ontario,6206
2027-09,Prince Edward Island,71
2027-09,Quebec,4002
2027-09,Saskatchewan,523
2027-10,Alberta,2186
2027-10,British Columbia,2283
2027-10,Manitoba,587
2027-10,New Brunswick,341
2027-10,Newfoundland and Labrador,219
2027-10,Nova Scotia,431
2027-10,Ontario,6206
2027-10,Prince Edward Island,71
2027-10,Quebec,4002
2027-10,Saskatchewan,523
2027-11,Alberta,2186
2027-11,British Columbia,2283
2027-11,Manitoba,587
2027-11,New Brunswick,341
2027-11,Newfoundland and Labrador,219
2027-11,Nova Scotia,431
2027-11,Ontario,6206
2027-11,Prince Edward Island,71
2027-11,Quebec,4002
2027-11,Saskatchewan,523
2027-12,Alberta,2186
2027-12,British Columbia,2283
2027-12,Manitoba,587
2027-12,New Brunswick,341
2027-12,Newfoundland and Labrador,219
2027-12,Nova Scotia,431
2027-12,Ontario,6206
2027-12,Prince Edward Island,71
2027-12,Quebec,4002
2027-12,Saskatchewan,523
2028-01,Alberta,2237
2028-01,British Columbia,2317
2028-01,Manitoba,595
2028-01,New Brunswick,342
2028-01,Newfoundland and Labrador,219
2028-01,Nova Scotia,432
2028-01,Ontario,6280
2028-01,Prince Edward Island,72
2028-01,Quebec,4033
2028-01,Saskatchewan,530
2028-02,Alberta,2237
2028-02,British Columbia,2317
2028-02,Manitoba,595
2028-02,New Brunswick,342
2028-02,Newfoundland and Labrador,219
2028-02,Nova Scotia,432
2028-02,Ontario,6280
2028-02,Prince Edward Island,72
2028-02,Quebec,4033
2028-02,Saskatchewan,530
2028-03,Alberta,2237
2028-03,British Columbia,2317
2028-03,Manitoba,595
2028-03,New Brunswick,342
2028-03,Newfoundland and Labrador,219
2028-03,Nova Scotia,432
2028-03,Ontario,6280
2028-03,Prince Edward Island,72
2028-03,Quebec,4033
2028-03,Saskatchewan,530
2028-04,Alberta,2237
2028-04,British Columbia,2317
2028-04,Manitoba,595
2028-04,New Brunswick,342
2028-04,Newfoundland and Labrador,219
2028-04,Nova Scotia,432
2028-04,Ontario,6280
2028-04,Prince Edward Island,72
2028-04,Quebec,4033
2028-04,Saskatchewan,530
2028-05,Alberta,2237
2028-05,British Columbia,2317
2028-05,Manitoba,595
2028-05,New Brunswick,342
2028-05,Newfoundland and Labrador,219
2028-05,Nova Scotia,432
2028-05,Ontario,6280
2028-05,Prince Edward Island,72
2028-05,Quebec,4033
2028-05,Saskatchewan,530
2028-06,Alberta,2237
2028-06,British Columbia,2317
2028-06,Manitoba,595
2028-06,New Brunswick,342
2028-06,Newfoundland and Labrador,219
2028-06,Nova Scotia,432
2028-06,Ontario,6280
2028-06,Prince Edward Island,72
2028-06,Quebec,4033
2028-06,Saskatchewan,530
2028-07,Alberta,2237
2028-07,British Columbia,2317
2028-07,Manitoba,595
2028-07,New Brunswick,342
2028-07,Newfoundland and Labrador,219
2028-07,Nova Scotia,432
2028-07,Ontario,6280
2028-07,Prince Edward Island,72
2028-07,Quebec,4033
2028-07,Saskatchewan,530
2028-08,Alberta,2237
2028-08,British Columbia,2317
2028-08,Manitoba,595
2028-08,New Brunswick,342
2028-08,Newfoundland and Labrador,219
2028-08,Nova Scotia,432
2028-08,Ontario,6280
2028-08,Prince Edward Island,72
2028-08,Quebec,4033
2028-08,Saskatchewan,530
2028-09,Alberta,2237
2028-09,British Columbia,2317
2028-09,Manitoba,595
2028-09,New Brunswick,342
2028-09,Newfoundland and Labrador,219
2028-09,Nova Scotia,432
2028-09,Ontario,6280
2028-09,Prince Edward Island,72
2028-09,Quebec,4033
2028-09,Saskatchewan,530
2028-10,Alberta,2237
2028-10,British Columbia,2317
2028-10,Manitoba,595
2028-10,New Brunswick,342
2028-10,Newfoundland and Labrador,219
2028-10,Nova Scotia,432
2028-10,Ontario,6280
2028-10,Prince Edward Island,72
2028-10,Quebec,4033
2028-10,Saskatchewan,530
2028-11,Alberta,2237
2028-11,British Columbia,2317
2028-11,Manitoba,595
2028-11,New Brunswick,342
2028-11,Newfoundland and Labrador,219
2028-11,Nova Scotia,432
2028-11,Ontario,6280
2028-11,Prince Edward Island,72
2028-11,Quebec,4033
2028-11,Saskatchewan,530
2028-12,Alberta,2237
2028-12,British Columbia,2317
2028-12,Manitoba,595
2028-12,New Brunswick,342
2028-12,Newfoundland and Labrador,219
2028-12,Nova Scotia,432
2028-12,Ontario,6280
2028-12,Prince Edward Island,72
2028-12,Quebec,4033
2028-12,Saskatchewan,530
2029-01,Alberta,2287
2029-01,British Columbia,2352
2029-01,Manitoba,604
2029-01,New Brunswick,343
2029-01,Newfoundland and Labrador,218
2029-01,Nova Scotia,434
2029-01,Ontario,6353
2029-01,Prince Edward Island,73
2029-01,Quebec,4063
2029-01,Saskatchewan,536
2029-02,Alberta,2287
2029-02,British Columbia,2352
2029-02,Manitoba,604
2029-02,New Brunswick,343
2029-02,Newfoundland and Labrador,218
2029-02,Nova Scotia,434
2029-02,Ontario,6353
2029-02,Prince Edward Island,73
2029-02,Quebec,4063
2029-02,Saskatchewan,536
2029-03,Alberta,2287
2029-03,British Columbia,2352
2029-03,Manitoba,604
2029-03,New Brunswick,343
2029-03,Newfoundland and Labrador,218
2029-03,Nova Scotia,434
2029-03,Ontario,6353
2029-03,Prince Edward Island,73
2029-03,Quebec,4063
2029-03,Saskatchewan,536
2029-04,Alberta,2287
2029-04,British Columbia,2352
2029-04,Manitoba,604
2029-04,New Brunswick,343
2029-04,Newfoundland and Labrador,218
2029-04,Nova Scotia,434
2029-04,Ontario,6353
2029-04,Prince Edward Island,73
2029-04,Quebec,4063
2029-04,Saskatchewan,536
2029-05,Alberta,2287
2029-05,British Columbia,2352
2029-05,Manitoba,604
2029-05,New Brunswick,343
2029-05,Newfoundland and Labrador,218
2029-05,Nova Scotia,434
2029-05,Ontario,6353
2029-05,Prince Edward Island,73
2029-05,Quebec,4063
2029-05,Saskatchewan,536
2029-06,Alberta,2287
2029-06,British Columbia,2352
2029-06,Manitoba,604
2029-06,New Brunswick,343
2029-06,Newfoundland and Labrador,218
2029-06,Nova Scotia,434
2029-06,Ontario,6353
2029-06,Prince Edward Island,73
2029-06,Quebec,4063
2029-06,Saskatchewan,536
2029-07,Alberta,2287
2029-07,British Columbia,2352
2029-07,Manitoba,604
2029-07,New Brunswick,343
2029-07,Newfoundland and Labrador,218
2029-07,Nova Scotia,434
2029-07,Ontario,6353
2029-07,Prince Edward Island,73
2029-07,Quebec,4063
2029-07,Saskatchewan,536
2029-08,Alberta,2287
2029-08,British Columbia,2352
2029-08,Manitoba,604
2029-08,New Brunswick,343
2029-08,Newfoundland and Labrador,218
2029-08,Nova Scotia,434
2029-08,Ontario,6353
2029-08,Prince Edward Island,73
2029-08,Quebec,4063
2029-08,Saskatchewan,536
2029-09,Alberta,2287
2029-09,British Columbia,2352
2029-09,Manitoba,604
2029-09,New Brunswick,343
2029-09,Newfoundland and Labrador,218
2029-09,Nova Scotia,434
2029-09,Ontario,6353
