REF_DATE,Province,Number_of_Households
2023-05-31,Alberta,1993
2023-05-31,British Columbia,2148
2023-05-31,Manitoba,555
2023-05-31,New Brunswick,335
2023-05-31,Newfoundland and Labrador,220
2023-05-31,Nova Scotia,424
2023-05-31,Ontario,5909
2023-05-31,Prince Edward Island,68
2023-05-31,Quebec,3877
2023-05-31,Saskatchewan,499
2023-06-30,Alberta,1993
2023-06-30,British Columbia,2148
2023-06-30,Manitoba,555
2023-06-30,New Brunswick,335
2023-06-30,Newfoundland and Labrador,220
2023-06-30,Nova Scotia,424
2023-06-30,Ontario,5909
2023-06-30,Prince Edward Island,68
2023-06-30,Quebec,3877
2023-06-30,Saskatchewan,499
2023-07-31,Alberta,1993
2023-07-31,British Columbia,2148
2023-07-31,Manitoba,555
2023-07-31,New Brunswick,335
2023-07-31,Newfoundland and Labrador,220
2023-07-31,Nova Scotia,424
2023-07-31,Ontario,5909
2023-07-31,Prince Edward Island,68
2023-07-31,Quebec,3877
2023-07-31,Saskatchewan,499
2023-08-31,Alberta,1993
2023-08-31,British Columbia,2148
2023-08-31,Manitoba,555
2023-08-31,New Brunswick,335
2023-08-31,Newfoundland and Labrador,220
2023-08-31,Nova Scotia,424
2023-08-31,Ontario,5909
2023-08-31,Prince Edward Island,68
2023-08-31,Quebec,3877
2023-08-31,Saskatchewan,499
2023-09-30,Alberta,1993
2023-09-30,British Columbia,2148
2023-09-30,Manitoba,555
2023-09-30,New Brunswick,335
2023-09-30,Newfoundland and Labrador,220
2023-09-30,Nova Scotia,424
2023-09-30,Ontario,5909
2023-09-30,Prince Edward Island,68
2023-09-30,Quebec,3877
2023-09-30,Saskatchewan,499
2023-10-31,Alberta,1993
2023-10-31,British Columbia,2148
2023-10-31,Manitoba,555
2023-10-31,New Brunswick,335
2023-10-31,Newfoundland and Labrador,220
2023-10-31,Nova Scotia,424
2023-10-31,Ontario,5909
2023-10-31,Prince Edward Island,68
2023-10-31,Quebec,3877
2023-10-31,Saskatchewan,499
2023-11-30,Alberta,1993
2023-11-30,British Columbia,2148
2023-11-30,Manitoba,555
2023-11-30,New Brunswick,335
2023-11-30,Newfoundland and Labrador,220
2023-11-30,Nova Scotia,424
2023-11-30,Ontario,5909
2023-11-30,Prince Edward Island,68
2023-11-30,Quebec,3877
2023-11-30,Saskatchewan,499
2023-12-31,Alberta,1993
2023-12-31,British Columbia,2148
2023-12-31,Manitoba,555
2023-12-31,New Brunswick,335
2023-12-31,Newfoundland and Labrador,220
2023-12-31,Nova Scotia,424
2023-12-31,Ontario,5909
2023-12-31,Prince Edward Island,68
2023-12-31,Quebec,3877
2023-12-31,Saskatchewan,499
2024-01-31,Alberta,2041
2024-01-31,British Columbia,2181
2024-01-31,Manitoba,563
2024-01-31,New Brunswick,337
2024-01-31,Newfoundland and Labrador,220
2024-01-31,Nova Scotia,426
2024-01-31,Ontario,5984
2024-01-31,Prince Edward Island,68
2024-01-31,Quebec,3908
2024-01-31,Saskatchewan,505
2024-02-29,Alberta,2041
2024-02-29,British Columbia,2181
2024-02-29,Manitoba,563
2024-02-29,New Brunswick,337
2024-02-29,Newfoundland and Labrador,220
2024-02-29,Nova Scotia,426
2024-02-29,Ontario,5984
2024-02-29,Prince Edward Island,68
2024-02-29,Quebec,3908
2024-02-29,Saskatchewan,505
2024-03-31,Alberta,2041
2024-03-31,British Columbia,2181
2024-03-31,Manitoba,563
2024-03-31,New Brunswick,337
2024-03-31,Newfoundland and Labrador,220
2024-03-31,Nova Scotia,426
2024-03-31,Ontario,5984
2024-03-31,Prince Edward Island,68
2024-03-31,Quebec,3908
2024-03-31,Saskatchewan,505
2024-04-30,Alberta,2041
2024-04-30,British Columbia,2181
2024-04-30,Manitoba,563
2024-04-30,New Brunswick,337
2024-04-30,Newfoundland and Labrador,220
2024-04-30,Nova Scotia,426
2024-04-30,Ontario,5984
2024-04-30,Prince Edward Island,68
2024-04-30,Quebec,3908
2024-04-30,Saskatchewan,505
2024-05-31,Alberta,2041
2024-05-31,British Columbia,2181
2024-05-31,Manitoba,563
2024-05-31,New Brunswick,337
2024-05-31,Newfoundland and Labrador,220
2024-05-31,Nova Scotia,426
2024-05-31,Ontario,5984
2024-05-31,Prince Edward Island,68
2024-05-31,Quebec,3908
2024-05-31,Saskatchewan,505
2024-06-30,Alberta,2041
2024-06-30,British Columbia,2181
2024-06-30,Manitoba,563
2024-06-30,New Brunswick,337
2024-06-30,Newfoundland and Labrador,220
2024-06-30,Nova Scotia,426
2024-06-30,Ontario,5984
2024-06-30,Prince Edward Island,68
2024-06-30,Quebec,3908
2024-06-30,Saskatchewan,505
2024-07-31,Alberta,2041
2024-07-31,British Columbia,2181
2024-07-31,Manitoba,563
2024-07-31,New Brunswick,337
2024-07-31,Newfoundland and Labrador,220
2024-07-31,Nova Scotia,426
2024-07-31,Ontario,5984
2024-07-31,Prince Edward Island,68
2024-07-31,Quebec,3908
2024-07-31,Saskatchewan,505
2024-08-31,Alberta,2041
2024-08-31,British Columbia,2181
2024-08-31,Manitoba,563
2024-08-31,New Brunswick,337
2024-08-31,Newfoundland and Labrador,220
2024-08-31,Nova Scotia,426
2024-08-31,Ontario,5984
2024-08-31,Prince Edward Island,68
2024-08-31,Quebec,3908
2024-08-31,Saskatchewan,505
2024-09-30,Alberta,2041
2024-09-30,British Columbia,2181
2024-09-30,Manitoba,563
2024-09-30,New Brunswick,337
2024-09-30,Newfoundland and Labrador,220
2024-09-30,Nova Scotia,426
2024-09-30,Ontario,5984
2024-09-30,Prince Edward Island,68
2024-09-30,Quebec,3908
2024-09-30,Saskatchewan,505
2024-10-31,Alberta,2041
2024-10-31,British Columbia,2181
2024-10-31,Manitoba,563
2024-10-31,New Brunswick,337
2024-10-31,Newfoundland and Labrador,220
2024-10-31,Nova Scotia,426
2024-10-31,Ontario,5984
2024-10-31,Prince Edward Island,68
2024-10-31,Quebec,3908
2024-10-31,Saskatchewan,505
2024-11-30,Alberta,2041
2024-11-30,British Columbia,2181
2024-11-30,Manitoba,563
2024-11-30,New Brunswick,337
2024-11-30,Newfoundland and Labrador,220
2024-11-30,Nova Scotia,426
2024-11-30,Ontario,5984
2024-11-30,Prince Edward Island,68
2024-11-30,Quebec,3908
2024-11-30,Saskatchewan,505
2024-12-31,Alberta,2041
2024-12-31,British Columbia,2181
2024-12-31,Manitoba,563
2024-12-31,New Brunswick,337
2024-12-31,Newfoundland and Labrador,220
2024-12-31,Nova Scotia,426
2024-12-31,Ontario,5984
2024-12-31,Prince Edward Island,68
2024-12-31,Quebec,3908
2024-12-31,Saskatchewan,505
2025-01-31,Alberta,2088
2025-01-31,British Columbia,2215
2025-01-31,Manitoba,571
2025-01-31,New Brunswick,338
2025-01-31,Newfoundland and Labrador,220
2025-01-31,Nova Scotia,428
2025-01-31,Ontario,6058
2025-01-31,Prince Edward Island,69
2025-01-31,Quebec,3940
2025-01-31,Saskatchewan,511
2025-02-28,Alberta,2088
2025-02-28,British Columbia,2215
2025-02-28,Manitoba,571
2025-02-28,New Brunswick,338
2025-02-28,Newfoundland and Labrador,220
2025-02-28,Nova Scotia,428
2025-02-28,Ontario,6058
2025-02-28,Prince Edward Island,69
2025-02-28,Quebec,3940
2025-02-28,Saskatchewan,511
2025-03-31,Alberta,2088
2025-03-31,British Columbia,2215
2025-03-31,Manitoba,571
2025-03-31,New Brunswick,338
2025-03-31,Newfoundland and Labrador,220
2025-03-31,Nova Scotia,428
2025-03-31,Ontario,6058
2025-03-31,Prince Edward Island,69
2025-03-31,Quebec,3940
2025-03-31,Saskatchewan,511
2025-04-30,Alberta,2088
2025-04-30,British Columbia,2215
2025-04-30,Manitoba,571
2025-04-30,New Brunswick,338
2025-04-30,Newfoundland and Labrador,220
2025-04-30,Nova Scotia,428
2025-04-30,Ontario,6058
2025-04-30,Prince Edward Island,69
2025-04-30,Quebec,3940
2025-04-30,Saskatchewan,511
2025-05-31,Alberta,2088
2025-05-31,British Columbia,2215
2025-05-31,Manitoba,571
2025-05-31,New Brunswick,338
2025-05-31,Newfoundland and Labrador,220
2025-05-31,Nova Scotia,428
2025-05-31,Ontario,6058
2025-05-31,Prince Edward Island,69
2025-05-31,Quebec,3940
2025-05-31,Saskatchewan,511
2025-06-30,Alberta,2088
2025-06-30,British Columbia,2215
2025-06-30,Manitoba,571
2025-06-30,New Brunswick,338
2025-06-30,Newfoundland and Labrador,220
2025-06-30,Nova Scotia,428
2025-06-30,Ontario,6058
2025-06-30,Prince Edward Island,69
2025-06-30,Quebec,3940
2025-06-30,Saskatchewan,511
2025-07-31,Alberta,2088
2025-07-31,British Columbia,2215
2025-07-31,Manitoba,571
2025-07-31,New Brunswick,338
2025-07-31,Newfoundland and Labrador,220
2025-07-31,Nova Scotia,428
2025-07-31,Ontario,6058
2025-07-31,Prince Edward Island,69
2025-07-31,Quebec,3940
2025-07-31,Saskatchewan,511
2025-08-31,Alberta,2088
2025-08-31,British Columbia,2215
2025-08-31,Manitoba,571
2025-08-31,New Brunswick,338
2025-08-31,Newfoundland and Labrador,220
2025-08-31,Nova Scotia,428
2025-08-31,Ontario,6058
2025-08-31,Prince Edward Island,69
2025-08-31,Quebec,3940
2025-08-31,Saskatchewan,511
2025-09-30,Alberta,2088
2025-09-30,British Columbia,2215
2025-09-30,Manitoba,571
2025-09-30,New Brunswick,338
2025-09-30,Newfoundland and Labrador,220
2025-09-30,Nova Scotia,428
2025-09-30,Ontario,6058
2025-09-30,Prince Edward Island,69
2025-09-30,Quebec,3940
2025-09-30,Saskatchewan,511
2025-10-31,Alberta,2088
2025-10-31,British Columbia,2215
2025-10-31,Manitoba,571
2025-10-31,New Brunswick,338
2025-10-31,Newfoundland and Labrador,220
2025-10-31,Nova Scotia,428
2025-10-31,Ontario,6058
2025-10-31,Prince Edward Island,69
2025-10-31,Quebec,3940
2025-10-31,Saskatchewan,511
2025-11-30,Alberta,2088
2025-11-30,British Columbia,2215
2025-11-30,Manitoba,571
2025-11-30,New Brunswick,338
2025-11-30,Newfoundland and Labrador,220
2025-11-30,Nova Scotia,428
2025-11-30,Ontario,6058
2025-11-30,Prince Edward Island,69
2025-11-30,Quebec,3940
2025-11-30,Saskatchewan,511
2025-12-31,Alberta,2088
2025-12-31,British Columbia,2215
2025-12-31,Manitoba,571
2025-12-31,New Brunswick,338
2025-12-31,Newfoundland and Labrador,220
2025-12-31,Nova Scotia,428
2025-12-31,Ontario,6058
2025-12-31,Prince Edward Island,69
2025-12-31,Quebec,3940
2025-12-31,Saskatchewan,511
2026-01-31,Alberta,2136
2026-01-31,British Columbia,2248
2026-01-31,Manitoba,579
2026-01-31,New Brunswick,340
2026-01-31,Newfoundland and Labrador,220
2026-01-31,Nova Scotia,430
2026-01-31,Ontario,6133
2026-01-31,Prince Edward Island,70
2026-01-31,Quebec,3971
2026-01-31,Saskatchewan,517
2026-02-28,Alberta,2136
2026-02-28,British Columbia,2248
2026-02-28,Manitoba,579
2026-02-28,New Brunswick,340
2026-02-28,Newfoundland and Labrador,220
2026-02-28,Nova Scotia,430
2026-02-28,Ontario,6133
2026-02-28,Prince Edward Island,70
2026-02-28,Quebec,3971
2026-02-28,Saskatchewan,517
2026-03-31,Alberta,2136
2026-03-31,British Columbia,2248
2026-03-31,Manitoba,579
2026-03-31,New Brunswick,340
2026-03-31,Newfoundland and Labrador,220
2026-03-31,Nova Scotia,430
2026-03-31,Ontario,6133
2026-03-31,Prince Edward Island,70
2026-03-31,Quebec,3971
2026-03-31,Saskatchewan,517
2026-04-30,Alberta,2136
2026-04-30,British Columbia,2248
2026-04-30,Manitoba,579
2026-04-30,New Brunswick,340
2026-04-30,Newfoundland and Labrador,220
2026-04-30,Nova Scotia,430
2026-04-30,Ontario,6133
2026-04-30,Prince Edward Island,70
2026-04-30,Quebec,3971
2026-04-30,Saskatchewan,517
2026-05-31,Alberta,2136
2026-05-31,British Columbia,2248
2026-05-31,Manitoba,579
2026-05-31,New Brunswick,340
2026-05-31,Newfoundland and Labrador,220
2026-05-31,Nova Scotia,430
2026-05-31,Ontario,6133
2026-05-31,Prince Edward Island,70
2026-05-31,Quebec,3971
2026-05-31,Saskatchewan,517
2026-06-30,Alberta,2136
2026-06-30,British Columbia,2248
2026-06-30,Manitoba,579
2026-06-30,New Brunswick,340
2026-06-30,Newfoundland and Labrador,220
2026-06-30,Nova Scotia,430
2026-06-30,Ontario,6133
2026-06-30,Prince Edward Island,70
2026-06-30,Quebec,3971
2026-06-30,Saskatchewan,517
2026-07-31,Alberta,2136
2026-07-31,British Columbia,2248
2026-07-31,Manitoba,579
2026-07-31,New Brunswick,340
2026-07-31,Newfoundland and Labrador,220
2026-07-31,Nova Scotia,430
2026-07-31,Ontario,6133
2026-07-31,Prince Edward Island,70
2026-07-31,Quebec,3971
2026-07-31,Saskatchewan,517
2026-08-31,Alberta,2136
2026-08-31,British Columbia,2248
2026-08-31,Manitoba,579
2026-08-31,New Brunswick,340
2026-08-31,Newfoundland and Labrador,220
2026-08-31,Nova Scotia,430
2026-08-31,Ontario,6133
2026-08-31,Prince Edward Island,70
2026-08-31,Quebec,3971
2026-08-31,Saskatchewan,517
2026-09-30,Alberta,2136
2026-09-30,British Columbia,2248
2026-09-30,Manitoba,579
2026-09-30,New Brunswick,340
2026-09-30,Newfoundland and Labrador,220
2026-09-30,Nova Scotia,430
2026-09-30,Ontario,6133
2026-09-30,Prince Edward Island,70
2026-09-30,Quebec,3971
2026-09-30,Saskatchewan,517
2026-10-31,Alberta,2136
2026-10-31,British Columbia,2248
2026-10-31,Manitoba,579
2026-10-31,New Brunswick,340
2026-10-31,Newfoundland and Labrador,220
2026-10-31,Nova Scotia,430
2026-10-31,Ontario,6133
2026-10-31,Prince Edward Island,70
2026-10-31,Quebec,3971
2026-10-31,Saskatchewan,517
2026-11-30,Alberta,2136
2026-11-30,British Columbia,2248
2026-11-30,Manitoba,579
2026-11-30,New Brunswick,340
2026-11-30,Newfoundland and Labrador,220
2026-11-30,Nova Scotia,430
2026-11-30,Ontario,6133
2026-11-30,Prince Edward Island,70
2026-11-30,Quebec,3971
2026-11-30,Saskatchewan,517
2026-12-31,Alberta,2136
2026-12-31,British Columbia,2248
2026-12-31,Manitoba,579
2026-12-31,New Brunswick,340
2026-12-31,Newfoundland and Labrador,220
2026-12-31,Nova Scotia,430
2026-12-31,Ontario,6133
2026-12-31,Prince Edward Island,70
2026-12-31,Quebec,3971
2026-12-31,Saskatchewan,517
2027-01-31,Alberta,2186
2027-01-31,British Columbia,2283
2027-01-31,Manitoba,587
2027-01-31,New Brunswick,341
2027-01-31,Newfoundland and Labrador,219
2027-01-31,Nova Scotia,431
2027-01-31,Ontario,6206
2027-01-31,Prince Edward Island,71
2027-01-31,Quebec,4002
2027-01-31,Saskatchewan,523
2027-02-28,Alberta,2186
2027-02-28,British Columbia,2283
2027-02-28,Manitoba,587
2027-02-28,New Brunswick,341
2027-02-28,Newfoundland and Labrador,219
2027-02-28,Nova Scotia,431
2027-02-28,Ontario,6206
2027-02-28,Prince Edward Island,71
2027-02-28,Quebec,4002
2027-02-28,Saskatchewan,523
2027-03-31,Alberta,2186
2027-03-31,British Columbia,2283
2027-03-31,Manitoba,587
2027-03-31,New Brunswick,341
2027-03-31,Newfoundland and Labrador,219
2027-03-31,Nova Scotia,431
2027-03-31,Ontario,6206
2027-03-31,Prince Edward Island,71
2027-03-31,Quebec,4002
2027-03-31,Saskatchewan,523
2027-04-30,Alberta,2186
2027-04-30,British Columbia,2283
2027-04-30,Manitoba,587
2027-04-30,New Brunswick,341
2027-04-30,Newfoundland and Labrador,219
2027-04-30,Nova Scotia,431
2027-04-30,Ontario,6206
2027-04-30,Prince Edward Island,71
2027-04-30,Quebec,4002
2027-04-30,Saskatchewan,523
2027-05-31,Alberta,2186
2027-05-31,British Columbia,2283
2027-05-31,Manitoba,587
2027-05-31,New Brunswick,341
2027-05-31,Newfoundland and Labrador,219
2027-05-31,Nova Scotia,431
2027-05-31,Ontario,6206
2027-05-31,Prince Edward Island,71
2027-05-31,Quebec,4002
2027-05-31,Saskatchewan,523
2027-06-30,Alberta,2186
2027-06-30,British Columbia,2283
2027-06-30,Manitoba,587
2027-06-30,New Brunswick,341
2027-06-30,Newfoundland and Labrador,219
2027-06-30,Nova Scotia,431
2027-06-30,Ontario,6206
2027-06-30,Prince Edward Island,71
2027-06-30,Quebec,4002
2027-06-30,Saskatchewan,523
2027-07-31,Alberta,2186
2027-07-31,British Columbia,2283
2027-07-31,Manitoba,587
2027-07-31,New Brunswick,341
2027-07-31,Newfoundland and Labrador,219
2027-07-31,Nova Scotia,431
2027-07-31,Ontario,6206
2027-07-31,Prince Edward Island,71
2027-07-31,Quebec,4002
2027-07-31,Saskatchewan,523
2027-08-31,Alberta,2186
2027-08-31,British Columbia,2283
2027-08-31,Manitoba,587
2027-08-31,New Brunswick,341
2027-08-31,Newfoundland and Labrador,219
2027-08-31,Nova Scotia,431
2027-08-31,Ontario,6206
2027-08-31,Prince Edward Island,71
2027-08-31,Quebec,4002
2027-08-31,Saskatchewan,523
2027-09-30,Alberta,2186
2027-09-30,British Columbia,2283
2027-09-30,Manitoba,587
2027-09-30,New Brunswick,341
2027-09-30,Newfoundland and Labrador,219
2027-09-30,Nova Scotia,431
2027-09-30,Ontario,6206
2027-09-30,Prince Edward Island,71
2027-09-30,Quebec,4002
2027-09-30,Saskatchewan,523
2027-10-31,Alberta,2186
2027-10-31,British Columbia,2283
2027-10-31,Manitoba,587
2027-10-31,New Brunswick,341
2027-10-31,Newfoundland and Labrador,219
2027-10-31,Nova Scotia,431
2027-10-31,Ontario,6206
2027-10-31,Prince Edward Island,71
2027-10-31,Quebec,4002
2027-10-31,Saskatchewan,523
2027-11-30,Alberta,2186
2027-11-30,British Columbia,2283
2027-11-30,Manitoba,587
2027-11-30,New Brunswick,341
2027-11-30,Newfoundland and Labrador,219
2027-11-30,Nova Scotia,431
2027-11-30,Ontario,6206
2027-11-30,Prince Edward Island,71
2027-11-30,Quebec,4002
2027-11-30,Saskatchewan,523
2027-12-31,Alberta,2186
2027-12-31,British Columbia,2283
2027-12-31,Manitoba,587
2027-12-31,New Brunswick,341
2027-12-31,Newfoundland and Labrador,219
2027-12-31,Nova Scotia,431
2027-12-31,Ontario,6206
2027-12-31,Prince Edward Island,71
2027-12-31,Quebec,4002
2027-12-31,Saskatchewan,523
2028-01-31,Alberta,2237
2028-01-31,British Columbia,2317
2028-01-31,Manitoba,595
2028-01-31,New Brunswick,342
2028-01-31,Newfoundland and Labrador,219
2028-01-31,Nova Scotia,432
2028-01-31,Ontario,6280
2028-01-31,Prince Edward Island,72
2028-01-31,Quebec,4033
2028-01-31,Saskatchewan,530
2028-02-29,Alberta,2237
2028-02-29,British Columbia,2317
2028-02-29,Manitoba,595
2028-02-29,New Brunswick,342
2028-02-29,Newfoundland and Labrador,219
2028-02-29,Nova Scotia,432
2028-02-29,Ontario,6280
2028-02-29,Prince Edward Island,72
2028-02-29,Quebec,4033
2028-02-29,Saskatchewan,530
2028-03-31,Alberta,2237
2028-03-31,British Columbia,2317
2028-03-31,Manitoba,595
2028-03-31,New Brunswick,342
2028-03-31,Newfoundland and Labrador,219
2028-03-31,Nova Scotia,432
2028-03-31,Ontario,6280
2028-03-31,Prince Edward Island,72
2028-03-31,Quebec,4033
2028-03-31,Saskatchewan,530
2028-04-30,Alberta,2237
2028-04-30,British Columbia,2317
2028-04-30,Manitoba,595
2028-04-30,New Brunswick,342
2028-04-30,Newfoundland and Labrador,219
2028-04-30,Nova Scotia,432
2028-04-30,Ontario,6280
2028-04-30,Prince Edward Island,72
2028-04-30,Quebec,4033
2028-04-30,Saskatchewan,530
2028-05-31,Alberta,2237
2028-05-31,British Columbia,2317
2028-05-31,Manitoba,595
2028-05-31,New Brunswick,342
2028-05-31,Newfoundland and Labrador,219
2028-05-31,Nova Scotia,432
2028-05-31,Ontario,6280
2028-05-31,Prince Edward Island,72
2028-05-31,Quebec,4033
2028-05-31,Saskatchewan,530
2028-06-30,Alberta,2237
2028-06-30,British Columbia,2317
2028-06-30,Manitoba,595
2028-06-30,New Brunswick,342
2028-06-30,Newfoundland and Labrador,219
2028-06-30,Nova Scotia,432
2028-06-30,Ontario,6280
2028-06-30,Prince Edward Island,72
2028-06-30,Quebec,4033
2028-06-30,Saskatchewan,530
2028-07-31,Alberta,2237
2028-07-31,British Columbia,2317
2028-07-31,Manitoba,595
2028-07-31,New Brunswick,342
2028-07-31,Newfoundland and Labrador,219
2028-07-31,Nova Scotia,432
2028-07-31,Ontario,6280
2028-07-31,Prince Edward Island,72
2028-07-31,Quebec,4033
2028-07-31,Saskatchewan,530
2028-08-31,Alberta,2237
2028-08-31,British Columbia,2317
2028-08-31,Manitoba,595
2028-08-31,New Brunswick,342
2028-08-31,Newfoundland and Labrador,219
2028-08-31,Nova Scotia,432
2028-08-31,Ontario,6280
2028-08-31,Prince Edward Island,72
2028-08-31,Quebec,4033
2028-08-31,Saskatchewan,530
2028-09-30,Alberta,2237
2028-09-30,British Columbia,2317
2028-09-30,Manitoba,595
2028-09-30,New Brunswick,342
2028-09-30,Newfoundland and Labrador,219
2028-09-30,Nova Scotia,432
2028-09-30,Ontario,6280
2028-09-30,Prince Edward Island,72
2028-09-30,Quebec,4033
2028-09-30,Saskatchewan,530
2028-10-31,Alberta,2237
2028-10-31,British Columbia,2317
2028-10-31,Manitoba,595
2028-10-31,New Brunswick,342
2028-10-31,Newfoundland and Labrador,219
2028-10-31,Nova Scotia,432
2028-10-31,Ontario,6280
2028-10-31,Prince Edward Island,72
2028-10-31,Quebec,4033
2028-10-31,Saskatchewan,530
2028-11-30,Alberta,2237
2028-11-30,British Columbia,2317
2028-11-30,Manitoba,595
2028-11-30,New Brunswick,342
2028-11-30,Newfoundland and Labrador,219
2028-11-30,Nova Scotia,432
2028-11-30,Ontario,6280
2028-11-30,Prince Edward Island,72
2028-11-30,Quebec,4033
2028-11-30,Saskatchewan,530
2028-12-31,Alberta,2237
2028-12-31,British Columbia,2317
2028-12-31,Manitoba,595
2028-12-31,New Brunswick,342
2028-12-31,Newfoundland and Labrador,219
2028-12-31,Nova Scotia,432
2028-12-31,Ontario,6280
2028-12-31,Prince Edward Island,72
2028-12-31,Quebec,4033
2028-12-31,Saskatchewan,530
2029-01-31,Alberta,2287
2029-01-31,British Columbia,2352
2029-01-31,Manitoba,604
2029-01-31,New Brunswick,343
2029-01-31,Newfoundland and Labrador,218
2029-01-31,Nova Scotia,434
2029-01-31,Ontario,6353
2029-01-31,Prince Edward Island,73
2029-01-31,Quebec,4063
2029-01-31,Saskatchewan,536
2029-02-28,Alberta,2287
2029-02-28,British Columbia,2352
2029-02-28,Manitoba,604
2029-02-28,New Brunswick,343
2029-02-28,Newfoundland and Labrador,218
2029-02-28,Nova Scotia,434
2029-02-28,Ontario,6353
2029-02-28,Prince Edward Island,73
2029-02-28,Quebec,4063
2029-02-28,Saskatchewan,536
2029-03-31,Alberta,2287
2029-03-31,British Columbia,2352
2029-03-31,Manitoba,604
2029-03-31,New Brunswick,343
2029-03-31,Newfoundland and Labrador,218
2029-03-31,Nova Scotia,434
2029-03-31,Ontario,6353
2029-03-31,Prince Edward Island,73
2029-03-31,Quebec,4063
2029-03-31,Saskatchewan,536
2029-04-30,Alberta,2287
2029-04-30,British Columbia,2352
2029-04-30,Manitoba,604
2029-04-30,New Brunswick,343
2029-04-30,Newfoundland and Labrador,218
2029-04-30,Nova Scotia,434
2029-04-30,Ontario,6353
2029-04-30,Prince Edward Island,73
2029-04-30,Quebec,4063
2029-04-30,Saskatchewan,536
2029-05-31,Alberta,2287
2029-05-31,British Columbia,2352
2029-05-31,Manitoba,604
2029-05-31,New Brunswick,343
2029-05-31,Newfoundland and Labrador,218
2029-05-31,Nova Scotia,434
2029-05-31,Ontario,6353
2029-05-31,Prince Edward Island,73
2029-05-31,Quebec,4063
2029-05-31,Saskatchewan,536
2029-06-30,Alberta,2287
2029-06-30,British Columbia,2352
2029-06-30,Manitoba,604
2029-06-30,New Brunswick,343
2029-06-30,Newfoundland and Labrador,218
2029-06-30,Nova Scotia,434
2029-06-30,Ontario,6353
2029-06-30,Prince Edward Island,73
2029-06-30,Quebec,4063
2029-06-30,Saskatchewan,536
2029-07-31,Alberta,2287
2029-07-31,British Columbia,2352
2029-07-31,Manitoba,604
2029-07-31,New Brunswick,343
2029-07-31,Newfoundland and Labrador,218
2029-07-31,Nova Scotia,434
2029-07-31,Ontario,6353
2029-07-31,Prince Edward Island,73
2029-07-31,Quebec,4063
2029-07-31,Saskatchewan,536
2029-08-31,Alberta,2287
2029-08-31,British Columbia,2352
2029-08-31,Manitoba,604
2029-08-31,New Brunswick,343
2029-08-31,Newfoundland and Labrador,218
2029-08-31,Nova Scotia,434
2029-08-31,Ontario,6353
2029-08-31,Prince Edward Island,73
2029-08-31,Quebec,4063
2029-08-31,Saskatchewan,536
2029-09-30,Alberta,2287
2029-09-30,British Columbia,2352
2029-09-30,Manitoba,604
2029-09-30,New Brunswick,343
2029-09-30,Newfoundland and Labrador,218
2029-09-30,Nova Scotia,434
2029-09-30,Ontario,6353
2029-09-30,Prince Edward Island,73
2029-09-30,Quebec,4063
2029-09-30,Saskatchewan,536
2029-10-31,Alberta,2287
2029-10-31,British Columbia,2352
2029-10-31,Manitoba,604
2029-10-31,New Brunswick,343
2029-10-31,Newfoundland and Labrador,218
2029-10-31,Nova Scotia,434
2029-10-31,Ontario,6353
2029-10-31,Prince Edward Island,73
2029-10-31,Quebec,4063
2029-10-31,Saskatchewan,536
2029-11-30,Alberta,2287
2029-11-30,British Columbia,2352
2029-11-30,Manitoba,604
2029-11-30,New Brunswick,343
2029-11-30,Newfoundland and Labrador,218
2029-11-30,Nova Scotia,434
2029-11-30,Ontario,6353
2029-11-30,Prince Edward Island,73
2029-11-30,Quebec,4063
2029-11-30,Saskatchewan,536
2029-12-31,Alberta,2287
2029-12-31,British Columbia,2352
2029-12-31,Manitoba,604
2029-12-31,New Brunswick,343
2029-12-31,Newfoundland and Labrador,218
2029-12-31,Nova Scotia,434
2029-12-31,Ontario,6353
2029-12-31,Prince Edward Island,73
2029-12-31,Quebec,4063
2029-12-31,Saskatchewan,536
2030-01-31,Alberta,2338
2030-01-31,British Columbia,2387
2030-01-31,Manitoba,612
2030-01-31,New Brunswick,343
2030-01-31,Newfoundland and Labrador,218
2030-01-31,Nova Scotia,435
2030-01-31,Ontario,6426
2030-01-31,Prince Edward Island,74
2030-01-31,Quebec,4094
2030-01-31,Saskatchewan,543
2030-02-28,Alberta,2338
2030-02-28,British Columbia,2387
2030-02-28,Manitoba,612
2030-02-28,New Brunswick,343
2030-02-28,Newfoundland and Labrador,218
2030-02-28,Nova Scotia,435
2030-02-28,Ontario,6426
2030-02-28,Prince Edward Island,74
2030-02-28,Quebec,4094
2030-02-28,Saskatchewan,543
2030-03-31,Alberta,2338
2030-03-31,British Columbia,2387
2030-03-31,Manitoba,612
2030-03-31,New Brunswick,343
2030-03-31,Newfoundland and Labrador,218
2030-03-31,Nova Scotia,435
2030-03-31,Ontario,6426
2030-03-31,Prince Edward Island,74
2030-03-31,Quebec,4094
2030-03-31,Saskatchewan,543
2030-04-30,Alberta,2338
2030-04-30,British Columbia,2387
2030-04-30,Manitoba,612
2030-04-30,New Brunswick,343
2030-04-30,Newfoundland and Labrador,218
2030-04-30,Nova Scotia,435
2030-04-30,Ontario,6426
2030-04-30,Prince Edward Island,74
2030-04-30,Quebec,4094
2030-04-30,Saskatchewan,543
2030-05-31,Alberta,2338
2030-05-31,British Columbia,2387
2030-05-31,Manitoba,612
2030-05-31,New Brunswick,343
2030-05-31,Newfoundland and Labrador,218
2030-05-31,Nova Scotia,435
2030-05-31,Ontario,6426
