Date,GEO,Number_of_Houses_Forecast,Model_Used
2033-01-01,Alberta,2268863.9143368136,Prophet
2033-02-01,Alberta,2271211.47022435,Prophet
2033-03-01,Alberta,2273331.8432840602,Prophet
2033-04-01,Alberta,2275679.399171597,Prophet
2033-05-01,Alberta,2277951.2274498576,Prophet
2033-06-01,Alberta,2280298.783337394,Prophet
2033-07-01,Alberta,2282570.611615655,Prophet
2033-08-01,Alberta,2284918.167503191,Prophet
2033-09-01,Alberta,2287265.7233907273,Prophet
2033-10-01,Alberta,2289537.5516689885,Prophet
2033-11-01,Alberta,2291885.1075565247,Prophet
2033-12-01,Alberta,2294156.9358347855,Prophet
2034-01-01,Alberta,2296504.491722322,Prophet
2034-02-01,Alberta,2298852.0476098577,Prophet
2034-03-01,Alberta,2300972.4206695687,Prophet
2034-04-01,Alberta,2303319.9765571044,Prophet
2034-05-01,Alberta,2305591.8048353656,Prophet
2034-06-01,Alberta,2307939.360722902,Prophet
2034-07-01,Alberta,2310211.189001163,Prophet
2034-08-01,Alberta,2312558.744888699,Prophet
2034-09-01,Alberta,2314906.3007762358,Prophet
2034-10-01,Alberta,2317178.129054496,Prophet
2034-11-01,Alberta,2319525.6849420327,Prophet
2034-12-01,Alberta,2321797.513220294,Prophet
2035-01-01,Alberta,2324145.06910783,Prophet
2035-02-01,Alberta,2326492.6249953667,Prophet
2035-03-01,Alberta,2328612.9980550767,Prophet
2035-04-01,Alberta,2330960.5539426133,Prophet
2035-05-01,Alberta,2333232.382220874,Prophet
2035-06-01,Alberta,2335579.9381084098,Prophet
2035-07-01,Alberta,2337851.766386671,Prophet
2035-08-01,Alberta,2340199.322274207,Prophet
2035-09-01,Alberta,2342546.8781617437,Prophet
2035-10-01,Alberta,2344818.706440005,Prophet
2035-11-01,Alberta,2347166.2623275407,Prophet
2035-12-01,Alberta,2349438.0906058014,Prophet
2036-01-01,Alberta,2351785.646493338,Prophet
2036-02-01,Alberta,2354133.202380874,Prophet
2036-03-01,Alberta,2356329.30304986,Prophet
2036-04-01,Alberta,2358676.8589373967,Prophet
2036-05-01,Alberta,2360948.6872156574,Prophet
2036-06-01,Alberta,2363296.243103193,Prophet
2036-07-01,Alberta,2365568.0713814544,Prophet
2036-08-01,Alberta,2367915.627268991,Prophet
2036-09-01,Alberta,2370263.183156527,Prophet
2036-10-01,Alberta,2372535.0114347884,Prophet
2024-11-01,British Columbia,2183776.6639758325,Prophet
2024-12-01,British Columbia,2186140.4202129184,Prophet
2025-01-01,British Columbia,2188582.968324574,Prophet
2025-02-01,British Columbia,2191025.51643623,Prophet
2025-03-01,British Columbia,2193231.6889241766,Prophet
2025-04-01,British Columbia,2195674.2370358324,Prophet
2025-05-01,British Columbia,2198037.9932729187,Prophet
2025-06-01,British Columbia,2200480.541384574,Prophet
2025-07-01,British Columbia,2202844.29762166,Prophet
2025-08-01,British Columbia,2205286.845733316,Prophet
2025-09-01,British Columbia,2207729.3938449714,Prophet
2025-10-01,British Columbia,2210093.1500820573,Prophet
2025-11-01,British Columbia,2212535.6981937136,Prophet
2025-12-01,British Columbia,2214899.4544307995,Prophet
2026-01-01,British Columbia,2217342.0025424547,Prophet
2026-02-01,British Columbia,2219784.5506541105,Prophet
2026-03-01,British Columbia,2221990.7231420577,Prophet
2026-04-01,British Columbia,2224433.2712537134,Prophet
2026-05-01,British Columbia,2226797.0274908,Prophet
2026-06-01,British Columbia,2229239.575602455,Prophet
2026-07-01,British Columbia,2231603.3318395414,Prophet
2026-08-01,British Columbia,2234045.879951197,Prophet
2026-09-01,British Columbia,2236488.4280628525,Prophet
2026-10-01,British Columbia,2238852.184299939,Prophet
2026-11-01,British Columbia,2241294.7324115946,Prophet
2026-12-01,British Columbia,2243658.48864868,Prophet
2027-01-01,British Columbia,2246101.036760336,Prophet
2027-02-01,British Columbia,2248543.584871992,Prophet
2027-03-01,British Columbia,2250749.7573599387,Prophet
2027-04-01,British Columbia,2253192.3054715944,Prophet
2027-05-01,British Columbia,2255556.0617086804,Prophet
2027-06-01,British Columbia,2257998.609820336,Prophet
2027-07-01,British Columbia,2260362.366057422,Prophet
2027-08-01,British Columbia,2262804.9141690778,Prophet
2027-09-01,British Columbia,2265247.4622807335,Prophet
2027-10-01,British Columbia,2267611.2185178194,Prophet
2027-11-01,British Columbia,2270053.766629475,Prophet
2027-12-01,British Columbia,2272417.5228665615,Prophet
2028-01-01,British Columbia,2274860.070978217,Prophet
2028-02-01,British Columbia,2277302.6190898726,Prophet
2028-03-01,British Columbia,2279587.583452389,Prophet
2028-04-01,British Columbia,2282030.1315640453,Prophet
2028-05-01,British Columbia,2284393.887801131,Prophet
2028-06-01,British Columbia,2286836.4359127865,Prophet
2028-07-01,British Columbia,2289200.192149873,Prophet
2028-08-01,British Columbia,2291642.740261528,Prophet
2028-09-01,British Columbia,2294085.288373184,Prophet
2028-10-01,British Columbia,2296449.0446102703,Prophet
2028-11-01,British Columbia,2298891.5927219256,Prophet
2028-12-01,British Columbia,2301255.3489590115,Prophet
2029-01-01,British Columbia,2303697.8970706677,Prophet
2029-02-01,British Columbia,2306140.445182323,Prophet
2029-03-01,British Columbia,2308346.61767027,Prophet
2029-04-01,British Columbia,2310789.165781926,Prophet
2029-05-01,British Columbia,2313152.9220190123,Prophet
2029-06-01,British Columbia,2315595.4701306676,Prophet
2029-07-01,British Columbia,2317959.226367754,Prophet
2029-08-01,British Columbia,2320401.774479409,Prophet
2029-09-01,British Columbia,2322844.322591065,Prophet
2029-10-01,British Columbia,2325208.0788281513,Prophet
2029-11-01,British Columbia,2327650.6269398066,Prophet
2029-12-01,British Columbia,2330014.3831768925,Prophet
2030-01-01,British Columbia,2332456.9312885487,Prophet
2030-02-01,British Columbia,2334899.479400204,Prophet
2030-03-01,British Columbia,2337105.651888151,Prophet
2030-04-01,British Columbia,2339548.1999998065,Prophet
2030-05-01,British Columbia,2341911.956236893,Prophet
2030-06-01,British Columbia,2344354.5043485486,Prophet
2030-07-01,British Columbia,2346718.260585635,Prophet
2030-08-01,British Columbia,2349160.8086972903,Prophet
2030-09-01,British Columbia,2351603.356808946,Prophet
2030-10-01,British Columbia,2353967.1130460324,Prophet
2030-11-01,British Columbia,2356409.6611576877,Prophet
2030-12-01,British Columbia,2358773.4173947736,Prophet
2031-01-01,British Columbia,2361215.96550643,Prophet
2031-02-01,British Columbia,2363658.5136180846,Prophet
2031-03-01,British Columbia,2365864.6861060318,Prophet
2031-04-01,British Columbia,2368307.2342176875,Prophet
2031-05-01,British Columbia,2370670.990454774,Prophet
2031-06-01,British Columbia,2373113.538566429,Prophet
2031-07-01,British Columbia,2375477.2948035155,Prophet
2031-08-01,British Columbia,2377919.8429151713,Prophet
2031-09-01,British Columbia,2380362.3910268266,Prophet
2031-10-01,British Columbia,2382726.147263913,Prophet
2031-11-01,British Columbia,2385168.6953755687,Prophet
2031-12-01,British Columbia,2387532.4516126546,Prophet
2032-01-01,British Columbia,2389974.9997243104,Prophet
2032-02-01,British Columbia,2392417.547835966,Prophet
2032-03-01,British Columbia,2394702.512198482,Prophet
2032-04-01,British Columbia,2397145.0603101384,Prophet
2032-05-01,British Columbia,2399508.8165472248,Prophet
2032-06-01,British Columbia,2401951.3646588796,Prophet
2032-07-01,British Columbia,2404315.120895966,Prophet
2032-08-01,British Columbia,2406757.669007622,Prophet
2032-09-01,British Columbia,2409200.217119277,Prophet
2032-10-01,British Columbia,2411563.9733563634,Prophet
2032-11-01,British Columbia,2414006.5214680196,Prophet
2032-12-01,British Columbia,2416370.277705105,Prophet
2033-01-01,British Columbia,2418812.825816761,Prophet
2033-02-01,British Columbia,2421255.373928417,Prophet
2033-03-01,British Columbia,2423461.5464163637,Prophet
2033-04-01,British Columbia,2425904.0945280194,Prophet
2033-05-01,British Columbia,2428267.850765106,Prophet
2033-06-01,British Columbia,2430710.3988767606,Prophet
2033-07-01,British Columbia,2433074.155113847,Prophet
2033-08-01,British Columbia,2435516.7032255027,Prophet
2033-09-01,British Columbia,2437959.251337158,Prophet
2033-10-01,British Columbia,2440323.0075742444,Prophet
2033-11-01,British Columbia,2442765.5556859,Prophet
2033-12-01,British Columbia,2445129.3119229856,Prophet
2034-01-01,British Columbia,2447571.860034642,Prophet
2034-02-01,British Columbia,2450014.4081462976,Prophet
2034-03-01,British Columbia,2452220.5806342447,Prophet
2034-04-01,British Columbia,2454663.1287459,Prophet
2034-05-01,British Columbia,2457026.884982986,Prophet
2034-06-01,British Columbia,2459469.433094642,Prophet
2034-07-01,British Columbia,2461833.189331728,Prophet
2034-08-01,British Columbia,2464275.737443384,Prophet
2034-09-01,British Columbia,2466718.2855550395,Prophet
2034-10-01,British Columbia,2469082.0417921254,Prophet
2034-11-01,British Columbia,2471524.589903781,Prophet
2034-12-01,British Columbia,2473888.346140867,Prophet
2035-01-01,British Columbia,2476330.894252523,Prophet
2035-02-01,British Columbia,2478773.4423641786,Prophet
2035-03-01,British Columbia,2480979.6148521258,Prophet
2035-04-01,British Columbia,2483422.162963781,Prophet
2035-05-01,British Columbia,2485785.919200867,Prophet
2035-06-01,British Columbia,2488228.467312523,Prophet
2035-07-01,British Columbia,2490592.223549609,Prophet
2035-08-01,British Columbia,2493034.7716612644,Prophet
2035-09-01,British Columbia,2495477.3197729206,Prophet
2035-10-01,British Columbia,2497841.0760100065,Prophet
2035-11-01,British Columbia,2500283.6241216618,Prophet
2035-12-01,British Columbia,2502647.380358748,Prophet
2036-01-01,British Columbia,2505089.928470404,Prophet
2036-02-01,British Columbia,2507532.476582059,Prophet
2036-03-01,British Columbia,2509817.4409445757,Prophet
2036-04-01,British Columbia,2512259.9890562315,Prophet
2036-05-01,British Columbia,2514623.745293318,Prophet
2036-06-01,British Columbia,2517066.293404973,Prophet
2036-07-01,British Columbia,2519430.049642059,Prophet
2036-08-01,British Columbia,2521872.5977537152,Prophet
2036-09-01,British Columbia,2524315.1458653705,Prophet
2036-10-01,British Columbia,2526678.9021024564,Prophet
2024-11-01,Canada,16246956.206928464,Prophet
2024-12-01,Canada,16259798.429657158,Prophet
2025-01-01,Canada,16273068.72647681,Prophet
2025-02-01,Canada,16286339.023296464,Prophet
2025-03-01,Canada,16298325.097843245,Prophet
2025-04-01,Canada,16311595.394662898,Prophet
2025-05-01,Canada,16324437.617391594,Prophet
2025-06-01,Canada,16337707.914211245,Prophet
2025-07-01,Canada,16350550.13693994,Prophet
2025-08-01,Canada,16363820.433759594,Prophet
2025-09-01,Canada,16377090.730579244,Prophet
2025-10-01,Canada,16389932.95330794,Prophet
2025-11-01,Canada,16403203.250127593,Prophet
2025-12-01,Canada,16416045.472856289,Prophet
2026-01-01,Canada,16429315.76967594,Prophet
2026-02-01,Canada,16442586.066495594,Prophet
2026-03-01,Canada,16454572.141042376,Prophet
2026-04-01,Canada,16467842.437862027,Prophet
2026-05-01,Canada,16480684.660590723,Prophet
2026-06-01,Canada,16493954.957410375,Prophet
2026-07-01,Canada,16506797.180139072,Prophet
2026-08-01,Canada,16520067.476958724,Prophet
2026-09-01,Canada,16533337.773778375,Prophet
2026-10-01,Canada,16546179.996507073,Prophet
2026-11-01,Canada,16559450.293326724,Prophet
2026-12-01,Canada,16572292.516055418,Prophet
2027-01-01,Canada,16585562.812875072,Prophet
2027-02-01,Canada,16598833.109694725,Prophet
2027-03-01,Canada,16610819.184241507,Prophet
2027-04-01,Canada,16624089.481061157,Prophet
2027-05-01,Canada,16636931.703789854,Prophet
2027-06-01,Canada,16650202.000609506,Prophet
2027-07-01,Canada,16663044.223338202,Prophet
2027-08-01,Canada,16676314.520157853,Prophet
2027-09-01,Canada,16689584.816977507,Prophet
2027-10-01,Canada,16702427.0397062,Prophet
2027-11-01,Canada,16715697.336525854,Prophet
2027-12-01,Canada,16728539.559254551,Prophet
2028-01-01,Canada,16741809.856074201,Prophet
2028-02-01,Canada,16755080.152893856,Prophet
2028-03-01,Canada,16767494.301531592,Prophet
2028-04-01,Canada,16780764.598351244,Prophet
2028-05-01,Canada,16793606.82107994,Prophet
2028-06-01,Canada,16806877.117899593,Prophet
2028-07-01,Canada,16819719.34062829,Prophet
2028-08-01,Canada,16832989.63744794,Prophet
2028-09-01,Canada,16846259.93426759,Prophet
2028-10-01,Canada,16859102.156996287,Prophet
2028-11-01,Canada,16872372.45381594,Prophet
2028-12-01,Canada,16885214.676544636,Prophet
2029-01-01,Canada,16898484.97336429,Prophet
2029-02-01,Canada,16911755.27018394,Prophet
2029-03-01,Canada,16923741.344730724,Prophet
2029-04-01,Canada,16937011.641550377,Prophet
2029-05-01,Canada,16949853.864279073,Prophet
2029-06-01,Canada,16963124.161098722,Prophet
2029-07-01,Canada,16975966.383827418,Prophet
2029-08-01,Canada,16989236.68064707,Prophet
2029-09-01,Canada,17002506.97746672,Prophet
2029-10-01,Canada,17015349.200195417,Prophet
2029-11-01,Canada,17028619.49701507,Prophet
2029-12-01,Canada,17041461.719743766,Prophet
2030-01-01,Canada,17054732.016563416,Prophet
2030-02-01,Canada,17068002.313383073,Prophet
2030-03-01,Canada,17079988.387929857,Prophet
2030-04-01,Canada,17093258.684749503,Prophet
2030-05-01,Canada,17106100.907478202,Prophet
2030-06-01,Canada,17119371.20429785,Prophet
2030-07-01,Canada,17132213.42702655,Prophet
2030-08-01,Canada,17145483.7238462,Prophet
2030-09-01,Canada,17158754.020665854,Prophet
2030-10-01,Canada,17171596.24339455,Prophet
2030-11-01,Canada,17184866.5402142,Prophet
2030-12-01,Canada,17197708.762942895,Prophet
2031-01-01,Canada,17210979.05976255,Prophet
2031-02-01,Canada,17224249.356582202,Prophet
2031-03-01,Canada,17236235.431128986,Prophet
2031-04-01,Canada,17249505.727948636,Prophet
2031-05-01,Canada,17262347.950677335,Prophet
2031-06-01,Canada,17275618.247496985,Prophet
2031-07-01,Canada,17288460.47022568,Prophet
2031-08-01,Canada,17301730.76704533,Prophet
2031-09-01,Canada,17315001.063864984,Prophet
2031-10-01,Canada,17327843.28659368,Prophet
2031-11-01,Canada,17341113.583413333,Prophet
2031-12-01,Canada,17353955.80614203,Prophet
2032-01-01,Canada,17367226.102961678,Prophet
2032-02-01,Canada,17380496.39978133,Prophet
2032-03-01,Canada,17392910.548419073,Prophet
2032-04-01,Canada,17406180.845238723,Prophet
2032-05-01,Canada,17419023.06796742,Prophet
2032-06-01,Canada,17432293.36478707,Prophet
2032-07-01,Canada,17445135.587515764,Prophet
2032-08-01,Canada,17458405.884335417,Prophet
2032-09-01,Canada,17471676.18115507,Prophet
2032-10-01,Canada,17484518.403883766,Prophet
2032-11-01,Canada,17497788.70070342,Prophet
2032-12-01,Canada,17510630.92343211,Prophet
2033-01-01,Canada,17523901.22025176,Prophet
2033-02-01,Canada,17537171.51707142,Prophet
2033-03-01,Canada,17549157.591618203,Prophet
2033-04-01,Canada,17562427.888437852,Prophet
2033-05-01,Canada,17575270.11116655,Prophet
2033-06-01,Canada,17588540.4079862,Prophet
2033-07-01,Canada,17601382.630714897,Prophet
2033-08-01,Canada,17614652.927534547,Prophet
2033-09-01,Canada,17627923.2243542,Prophet
2033-10-01,Canada,17640765.447082896,Prophet
2033-11-01,Canada,17654035.743902545,Prophet
2033-12-01,Canada,17666877.966631245,Prophet
2034-01-01,Canada,17680148.263450895,Prophet
2034-02-01,Canada,17693418.560270544,Prophet
2034-03-01,Canada,17705404.63481733,Prophet
2034-04-01,Canada,17718674.931636985,Prophet
2034-05-01,Canada,17731517.154365677,Prophet
2034-06-01,Canada,17744787.451185334,Prophet
2034-07-01,Canada,17757629.673914026,Prophet
2034-08-01,Canada,17770899.97073368,Prophet
2034-09-01,Canada,17784170.26755333,Prophet
2034-10-01,Canada,17797012.490282025,Prophet
2034-11-01,Canada,17810282.78710168,Prophet
2034-12-01,Canada,17823125.009830374,Prophet
2035-01-01,Canada,17836395.306650028,Prophet
2035-02-01,Canada,17849665.603469677,Prophet
2035-03-01,Canada,17861651.678016458,Prophet
2035-04-01,Canada,17874921.974836115,Prophet
2035-05-01,Canada,17887764.197564807,Prophet
2035-06-01,Canada,17901034.494384464,Prophet
2035-07-01,Canada,17913876.717113156,Prophet
2035-08-01,Canada,17927147.01393281,Prophet
2035-09-01,Canada,17940417.310752463,Prophet
2035-10-01,Canada,17953259.53348116,Prophet
2035-11-01,Canada,17966529.830300808,Prophet
2035-12-01,Canada,17979372.053029504,Prophet
2036-01-01,Canada,17992642.349849157,Prophet
2036-02-01,Canada,18005912.646668807,Prophet
2036-03-01,Canada,18018326.79530655,Prophet
2036-04-01,Canada,18031597.0921262,Prophet
2036-05-01,Canada,18044439.314854898,Prophet
2036-06-01,Canada,18057709.611674547,Prophet
2036-07-01,Canada,18070551.834403247,Prophet
2036-08-01,Canada,18083822.131222896,Prophet
2036-09-01,Canada,18097092.428042546,Prophet
2036-10-01,Canada,18109934.650771245,Prophet
2024-11-01,Manitoba,563433.5376387616,Prophet
2024-12-01,Manitoba,563707.1958927433,Prophet
2025-01-01,Manitoba,563989.9760885243,Prophet
2025-02-01,Manitoba,564272.7562843055,Prophet
2025-03-01,Manitoba,564528.1706546885,Prophet
2025-04-01,Manitoba,564810.9508504696,Prophet
2025-05-01,Manitoba,565084.6091044513,Prophet
2025-06-01,Manitoba,565367.3893002324,Prophet
2025-07-01,Manitoba,565641.0475542141,Prophet
2025-08-01,Manitoba,565923.8277499953,Prophet
2025-09-01,Manitoba,566206.6079457764,Prophet
2025-10-01,Manitoba,566480.2661997582,Prophet
2025-11-01,Manitoba,566763.0463955392,Prophet
2025-12-01,Manitoba,567036.704649521,Prophet
2026-01-01,Manitoba,567319.4848453021,Prophet
2026-02-01,Manitoba,567602.2650410832,Prophet
2026-03-01,Manitoba,567857.6794114661,Prophet
2026-04-01,Manitoba,568140.4596072473,Prophet
2026-05-01,Manitoba,568414.1178612291,Prophet
2026-06-01,Manitoba,568696.8980570101,Prophet
2026-07-01,Manitoba,568970.5563109919,Prophet
2026-08-01,Manitoba,569253.336506773,Prophet
2026-09-01,Manitoba,569536.1167025542,Prophet
2026-10-01,Manitoba,569809.7749565359,Prophet
2026-11-01,Manitoba,570092.555152317,Prophet
2026-12-01,Manitoba,570366.2134062987,Prophet
2027-01-01,Manitoba,570648.9936020798,Prophet
2027-02-01,Manitoba,570931.773797861,Prophet
2027-03-01,Manitoba,571187.188168244,Prophet
2027-04-01,Manitoba,571469.968364025,Prophet
2027-05-01,Manitoba,571743.6266180067,Prophet
2027-06-01,Manitoba,572026.4068137879,Prophet
2027-07-01,Manitoba,572300.0650677696,Prophet
2027-08-01,Manitoba,572582.8452635508,Prophet
2027-09-01,Manitoba,572865.6254593318,Prophet
2027-10-01,Manitoba,573139.2837133135,Prophet
2027-11-01,Manitoba,573422.0639090947,Prophet
2027-12-01,Manitoba,573695.7221630764,Prophet
2028-01-01,Manitoba,573978.5023588575,Prophet
2028-02-01,Manitoba,574261.2825546387,Prophet
2028-03-01,Manitoba,574525.818866821,Prophet
2028-04-01,Manitoba,574808.5990626022,Prophet
2028-05-01,Manitoba,575082.2573165839,Prophet
2028-06-01,Manitoba,575365.037512365,Prophet
2028-07-01,Manitoba,575638.6957663466,Prophet
2028-08-01,Manitoba,575921.4759621278,Prophet
2028-09-01,Manitoba,576204.2561579089,Prophet
2028-10-01,Manitoba,576477.9144118907,Prophet
2028-11-01,Manitoba,576760.6946076718,Prophet
2028-12-01,Manitoba,577034.3528616535,Prophet
2029-01-01,Manitoba,577317.1330574347,Prophet
2029-02-01,Manitoba,577599.9132532157,Prophet
2029-03-01,Manitoba,577855.3276235987,Prophet
2029-04-01,Manitoba,578138.1078193798,Prophet
2029-05-01,Manitoba,578411.7660733615,Prophet
2029-06-01,Manitoba,578694.5462691427,Prophet
2029-07-01,Manitoba,578968.2045231245,Prophet
2029-08-01,Manitoba,579250.9847189055,Prophet
2029-09-01,Manitoba,579533.7649146867,Prophet
2029-10-01,Manitoba,579807.4231686684,Prophet
2029-11-01,Manitoba,580090.2033644494,Prophet
2029-12-01,Manitoba,580363.8616184313,Prophet
2030-01-01,Manitoba,580646.6418142124,Prophet
2030-02-01,Manitoba,580929.4220099935,Prophet
2030-03-01,Manitoba,581184.8363803765,Prophet
2030-04-01,Manitoba,581467.6165761575,Prophet
2030-05-01,Manitoba,581741.2748301392,Prophet
2030-06-01,Manitoba,582024.0550259204,Prophet
2030-07-01,Manitoba,582297.7132799021,Prophet
2030-08-01,Manitoba,582580.4934756833,Prophet
2030-09-01,Manitoba,582863.2736714644,Prophet
2030-10-01,Manitoba,583136.9319254461,Prophet
2030-11-01,Manitoba,583419.7121212272,Prophet
2030-12-01,Manitoba,583693.3703752089,Prophet
2031-01-01,Manitoba,583976.15057099,Prophet
2031-02-01,Manitoba,584258.9307667712,Prophet
2031-03-01,Manitoba,584514.3451371542,Prophet
2031-04-01,Manitoba,584797.1253329352,Prophet
2031-05-01,Manitoba,585070.783586917,Prophet
2031-06-01,Manitoba,585353.5637826981,Prophet
2031-07-01,Manitoba,585627.2220366799,Prophet
2031-08-01,Manitoba,585910.002232461,Prophet
2031-09-01,Manitoba,586192.7824282421,Prophet
2031-10-01,Manitoba,586466.4406822238,Prophet
2031-11-01,Manitoba,586749.220878005,Prophet
2031-12-01,Manitoba,587022.8791319866,Prophet
2032-01-01,Manitoba,587305.6593277678,Prophet
2032-02-01,Manitoba,587588.4395235489,Prophet
2032-03-01,Manitoba,587852.9758357313,Prophet
2032-04-01,Manitoba,588135.7560315124,Prophet
2032-05-01,Manitoba,588409.4142854941,Prophet
2032-06-01,Manitoba,588692.1944812753,Prophet
2032-07-01,Manitoba,588965.852735257,Prophet
2032-08-01,Manitoba,589248.632931038,Prophet
2032-09-01,Manitoba,589531.4131268192,Prophet
2032-10-01,Manitoba,589805.0713808009,Prophet
2032-11-01,Manitoba,590087.8515765821,Prophet
2032-12-01,Manitoba,590361.5098305638,Prophet
2033-01-01,Manitoba,590644.2900263449,Prophet
2033-02-01,Manitoba,590927.070222126,Prophet
2033-03-01,Manitoba,591182.484592509,Prophet
2033-04-01,Manitoba,591465.2647882901,Prophet
2033-05-01,Manitoba,591738.9230422719,Prophet
2033-06-01,Manitoba,592021.7032380529,Prophet
2033-07-01,Manitoba,592295.3614920347,Prophet
2033-08-01,Manitoba,592578.1416878158,Prophet
2033-09-01,Manitoba,592860.9218835969,Prophet
2033-10-01,Manitoba,593134.5801375787,Prophet
2033-11-01,Manitoba,593417.3603333598,Prophet
2033-12-01,Manitoba,593691.0185873415,Prophet
2034-01-01,Manitoba,593973.7987831227,Prophet
2034-02-01,Manitoba,594256.5789789038,Prophet
2034-03-01,Manitoba,594511.9933492867,Prophet
2034-04-01,Manitoba,594794.7735450679,Prophet
2034-05-01,Manitoba,595068.4317990496,Prophet
2034-06-01,Manitoba,595351.2119948308,Prophet
2034-07-01,Manitoba,595624.8702488124,Prophet
2034-08-01,Manitoba,595907.6504445935,Prophet
2034-09-01,Manitoba,596190.4306403747,Prophet
2034-10-01,Manitoba,596464.0888943564,Prophet
2034-11-01,Manitoba,596746.8690901375,Prophet
2034-12-01,Manitoba,597020.5273441193,Prophet
2035-01-01,Manitoba,597303.3075399004,Prophet
2035-02-01,Manitoba,597586.0877356814,Prophet
2035-03-01,Manitoba,597841.5021060645,Prophet
2035-04-01,Manitoba,598124.2823018456,Prophet
2035-05-01,Manitoba,598397.9405558272,Prophet
2035-06-01,Manitoba,598680.7207516084,Prophet
2035-07-01,Manitoba,598954.3790055901,Prophet
2035-08-01,Manitoba,599237.1592013713,Prophet
2035-09-01,Manitoba,599519.9393971524,Prophet
2035-10-01,Manitoba,599793.5976511341,Prophet
2035-11-01,Manitoba,600076.3778469153,Prophet
2035-12-01,Manitoba,600350.0361008969,Prophet
2036-01-01,Manitoba,600632.816296678,Prophet
2036-02-01,Manitoba,600915.5964924592,Prophet
2036-03-01,Manitoba,601180.1328046415,Prophet
2036-04-01,Manitoba,601462.9130004226,Prophet
2036-05-01,Manitoba,601736.5712544044,Prophet
2036-06-01,Manitoba,602019.3514501855,Prophet
2036-07-01,Manitoba,602293.0097041673,Prophet
2036-08-01,Manitoba,602575.7898999484,Prophet
2036-09-01,Manitoba,602858.5700957294,Prophet
2036-10-01,Manitoba,603132.228349711,Prophet
2024-11-01,New Brunswick,337112.7712260533,Prophet
2024-12-01,New Brunswick,337155.75252832955,Prophet
2025-01-01,New Brunswick,337200.1665406816,Prophet
2025-02-01,New Brunswick,337244.58055303374,Prophet
2025-03-01,New Brunswick,337284.6964351582,Prophet
2025-04-01,New Brunswick,337329.1104475103,Prophet
2025-05-01,New Brunswick,337372.0917497866,Prophet
2025-06-01,New Brunswick,337416.5057621387,Prophet
2025-07-01,New Brunswick,337459.4870644149,Prophet
2025-08-01,New Brunswick,337503.901076767,Prophet
2025-09-01,New Brunswick,337548.31508911913,Prophet
2025-10-01,New Brunswick,337591.2963913954,Prophet
2025-11-01,New Brunswick,337635.7104037475,Prophet
2025-12-01,New Brunswick,337678.6917060237,Prophet
2026-01-01,New Brunswick,337723.1057183758,Prophet
2026-02-01,New Brunswick,337767.51973072794,Prophet
2026-03-01,New Brunswick,337807.6356128524,Prophet
2026-04-01,New Brunswick,337852.0496252045,Prophet
2026-05-01,New Brunswick,337895.0309274808,Prophet
2026-06-01,New Brunswick,337939.44493983284,Prophet
2026-07-01,New Brunswick,337982.42624210916,Prophet
2026-08-01,New Brunswick,338026.8402544612,Prophet
2026-09-01,New Brunswick,338071.25426681334,Prophet
2026-10-01,New Brunswick,338114.2355690896,Prophet
2026-11-01,New Brunswick,338158.6495814417,Prophet
2026-12-01,New Brunswick,338201.6308837179,Prophet
2027-01-01,New Brunswick,338246.04489607003,Prophet
2027-02-01,New Brunswick,338290.45890842215,Prophet
2027-03-01,New Brunswick,338330.5747905466,Prophet
2027-04-01,New Brunswick,338374.98880289873,Prophet
2027-05-01,New Brunswick,338417.9701051749,Prophet
2027-06-01,New Brunswick,338462.3841175271,Prophet
2027-07-01,New Brunswick,338505.3654198033,Prophet
2027-08-01,New Brunswick,338549.7794321554,Prophet
2027-09-01,New Brunswick,338594.19344450755,Prophet
2027-10-01,New Brunswick,338637.1747467838,Prophet
2027-11-01,New Brunswick,338681.58875913586,Prophet
2027-12-01,New Brunswick,338724.5700614121,Prophet
2028-01-01,New Brunswick,338768.98407376424,Prophet
2028-02-01,New Brunswick,338813.39808611636,Prophet
2028-03-01,New Brunswick,338854.9466783167,Prophet
2028-04-01,New Brunswick,338899.3606906688,Prophet
2028-05-01,New Brunswick,338942.34199294506,Prophet
2028-06-01,New Brunswick,338986.7560052972,Prophet
2028-07-01,New Brunswick,339029.7373075734,Prophet
2028-08-01,New Brunswick,339074.1513199255,Prophet
2028-09-01,New Brunswick,339118.5653322776,Prophet
2028-10-01,New Brunswick,339161.5466345539,Prophet
2028-11-01,New Brunswick,339205.96064690594,Prophet
2028-12-01,New Brunswick,339248.9419491822,Prophet
2029-01-01,New Brunswick,339293.3559615343,Prophet
2029-02-01,New Brunswick,339337.76997388643,Prophet
2029-03-01,New Brunswick,339377.8858560109,Prophet
2029-04-01,New Brunswick,339422.299868363,Prophet
2029-05-01,New Brunswick,339465.28117063927,Prophet
2029-06-01,New Brunswick,339509.6951829914,Prophet
2029-07-01,New Brunswick,339552.6764852676,Prophet
2029-08-01,New Brunswick,339597.0904976197,Prophet
2029-09-01,New Brunswick,339641.5045099718,Prophet
2029-10-01,New Brunswick,339684.485812248,Prophet
2029-11-01,New Brunswick,339728.89982460014,Prophet
2029-12-01,New Brunswick,339771.8811268764,Prophet
2030-01-01,New Brunswick,339816.2951392285,Prophet
2030-02-01,New Brunswick,339860.70915158064,Prophet
2030-03-01,New Brunswick,339900.8250337051,Prophet
2030-04-01,New Brunswick,339945.2390460572,Prophet
