REF_DATE,GEO,Housing estimates,VALUE
1979-10,Ontario,Housing under construction,5112.0
1979-10,Ontario,Housing under construction,5296.0
1979-10,Ontario,Housing under construction,20870.0
1979-10,Ontario,Housing completions,23130.0
1979-10,Ontario,Housing completions,9896.0
1979-10,Ontario,Housing completions,13234.0
1979-10,Ontario,Housing completions,3093.0
1979-10,Ontario,Housing completions,2908.0
1979-10,Ontario,Housing completions,7233.0
1979-10,British Columbia,Housing starts,8323.0
1979-10,British Columbia,Housing starts,32.8
1979-10,British Columbia,Housing starts,5204.0
1979-10,British Columbia,Housing starts,3119.0
1979-10,British Columbia,Housing starts,270.0
1979-10,British Columbia,Housing starts,787.0
1979-10,British Columbia,Housing starts,2062.0
1979-10,British Columbia,Housing under construction,15413.0
1979-10,British Columbia,Housing under construction,8545.0
1979-10,British Columbia,Housing under construction,6868.0
1979-10,British Columbia,Housing under construction,439.0
1979-10,British Columbia,Housing under construction,1216.0
1979-10,British Columbia,Housing under construction,5213.0
1979-10,British Columbia,Housing completions,7229.0
1979-10,British Columbia,Housing completions,5217.0
1979-10,British Columbia,Housing completions,2012.0
1979-10,British Columbia,Housing completions,220.0
1979-10,British Columbia,Housing completions,615.0
1979-10,British Columbia,Housing completions,1177.0
1980-01,Canada,Housing starts,27112.0
1980-01,Canada,Housing starts,153.0
1980-01,Canada,Housing starts,10672.0
1980-01,Canada,Housing starts,74.7
1980-01,Canada,Housing starts,16440.0
1980-01,Canada,Housing starts,78.3
1980-01,Canada,Housing starts,1872.0
1980-01,Canada,Housing starts,2520.0
1980-01,Canada,Housing starts,12048.0
1980-01,Canada,Housing under construction,110428.0
1980-01,Canada,Housing under construction,37676.0
1980-01,Canada,Housing under construction,72752.0
1980-01,Canada,Housing under construction,7810.0
1980-01,Canada,Housing under construction,10571.0
1980-01,Canada,Housing under construction,54371.0
1980-01,Canada,Housing completions,43425.0
1980-01,Canada,Housing completions,22923.0
1980-01,Canada,Housing completions,20502.0
1980-01,Canada,Housing completions,3369.0
1980-01,Canada,Housing completions,3003.0
1980-01,Canada,Housing completions,14130.0
1980-01,Quebec,Housing starts,3702.0
1980-01,Quebec,Housing starts,25.4
1980-01,Quebec,Housing starts,1406.0
1980-01,Quebec,Housing starts,2296.0
1980-01,Quebec,Housing starts,373.0
1980-01,Quebec,Housing starts,136.0
1980-01,Quebec,Housing starts,1787.0
1980-01,Quebec,Housing under construction,15383.0
1980-01,Quebec,Housing under construction,3907.0
1980-01,Quebec,Housing under construction,11476.0
1980-01,Quebec,Housing under construction,966.0
1980-01,Quebec,Housing under construction,358.0
1980-01,Quebec,Housing under construction,10152.0
1980-01,Quebec,Housing completions,8189.0
1980-01,Quebec,Housing completions,4098.0
1980-01,Quebec,Housing completions,4091.0
1980-01,Quebec,Housing completions,627.0
1980-01,Quebec,Housing completions,149.0
1980-01,Quebec,Housing completions,3315.0
1980-01,Ontario,Housing starts,7230.0
1980-01,Ontario,Housing starts,45.0
1980-01,Ontario,Housing starts,1888.0
1980-01,Ontario,Housing starts,5342.0
1980-01,Ontario,Housing starts,669.0
1980-01,Ontario,Housing starts,781.0
1980-01,Ontario,Housing starts,3892.0
1980-01,Ontario,Housing under construction,38085.0
1980-01,Ontario,Housing under construction,9893.0
1980-01,Ontario,Housing under construction,28192.0
1980-01,Ontario,Housing under construction,4270.0
1980-01,Ontario,Housing under construction,4712.0
1980-01,Ontario,Housing under construction,19210.0
1980-01,Ontario,Housing completions,13964.0
1980-01,Ontario,Housing completions,5561.0
1980-01,Ontario,Housing completions,8403.0
1980-01,Ontario,Housing completions,1493.0
1980-01,Ontario,Housing completions,1382.0
1980-01,Ontario,Housing completions,5528.0
1980-01,British Columbia,Housing starts,7775.0
1980-01,British Columbia,Housing starts,34.6
1980-01,British Columbia,Housing starts,3274.0
1980-01,British Columbia,Housing starts,4501.0
1980-01,British Columbia,Housing starts,287.0
1980-01,British Columbia,Housing starts,791.0
1980-01,British Columbia,Housing starts,3423.0
1980-01,British Columbia,Housing under construction,17054.0
1980-01,British Columbia,Housing under construction,7838.0
1980-01,British Columbia,Housing under construction,9216.0
1980-01,British Columbia,Housing under construction,588.0
1980-01,British Columbia,Housing under construction,1689.0
1980-01,British Columbia,Housing under construction,6939.0
1980-01,British Columbia,Housing completions,5795.0
1980-01,British Columbia,Housing completions,3941.0
1980-01,British Columbia,Housing completions,1854.0
1980-01,British Columbia,Housing completions,137.0
1980-01,British Columbia,Housing completions,322.0
1980-01,British Columbia,Housing completions,1395.0
1980-04,Canada,Housing starts,39825.0
1980-04,Canada,Housing starts,140.6
1980-04,Canada,Housing starts,23734.0
1980-04,Canada,Housing starts,77.2
1980-04,Canada,Housing starts,16091.0
1980-04,Canada,Housing starts,63.4
1980-04,Canada,Housing starts,2621.0
1980-04,Canada,Housing starts,2385.0
1980-04,Canada,Housing starts,11085.0
1980-04,Canada,Housing under construction,105810.0
1980-04,Canada,Housing under construction,40690.0
1980-04,Canada,Housing under construction,65120.0
1980-04,Canada,Housing under construction,6327.0
1980-04,Canada,Housing under construction,9535.0
1980-04,Canada,Housing under construction,49258.0
1980-04,Canada,Housing completions,41864.0
1980-04,Canada,Housing completions,18725.0
1980-04,Canada,Housing completions,23139.0
1980-04,Canada,Housing completions,3904.0
1980-04,Canada,Housing completions,3508.0
1980-04,Canada,Housing completions,15727.0
1980-04,Quebec,Housing starts,8504.0
1980-04,Quebec,Housing starts,26.1
1980-04,Quebec,Housing starts,5066.0
1980-04,Quebec,Housing starts,3438.0
1980-04,Quebec,Housing starts,583.0
1980-04,Quebec,Housing starts,75.0
1980-04,Quebec,Housing starts,2780.0
1980-04,Quebec,Housing under construction,16042.0
1980-04,Quebec,Housing under construction,5718.0
1980-04,Quebec,Housing under construction,10324.0
1980-04,Quebec,Housing under construction,883.0
1980-04,Quebec,Housing under construction,236.0
1980-04,Quebec,Housing under construction,9205.0
1980-04,Quebec,Housing completions,7691.0
1980-04,Quebec,Housing completions,3222.0
1980-04,Quebec,Housing completions,4469.0
1980-04,Quebec,Housing completions,662.0
1980-04,Quebec,Housing completions,196.0
1980-04,Quebec,Housing completions,3611.0
1980-04,Ontario,Housing starts,10156.0
1980-04,Ontario,Housing starts,36.8
1980-04,Ontario,Housing starts,5103.0
1980-04,Ontario,Housing starts,5053.0
1980-04,Ontario,Housing starts,1087.0
1980-04,Ontario,Housing starts,899.0
1980-04,Ontario,Housing starts,3067.0
1980-04,Ontario,Housing under construction,34843.0
1980-04,Ontario,Housing under construction,10199.0
1980-04,Ontario,Housing under construction,24644.0
1980-04,Ontario,Housing under construction,3328.0
1980-04,Ontario,Housing under construction,3879.0
1980-04,Ontario,Housing under construction,17437.0
1980-04,Ontario,Housing completions,13421.0
1980-04,Ontario,Housing completions,4707.0
1980-04,Ontario,Housing completions,8714.0
1980-04,Ontario,Housing completions,2027.0
1980-04,Ontario,Housing completions,1786.0
1980-04,Ontario,Housing completions,4901.0
1980-04,British Columbia,Housing starts,8793.0
1980-04,British Columbia,Housing starts,33.4
1980-04,British Columbia,Housing starts,6089.0
1980-04,British Columbia,Housing starts,2704.0
1980-04,British Columbia,Housing starts,205.0
1980-04,British Columbia,Housing starts,371.0
1980-04,British Columbia,Housing starts,2128.0
1980-04,British Columbia,Housing under construction,19300.0
1980-04,British Columbia,Housing under construction,9692.0
1980-04,British Columbia,Housing under construction,9608.0
1980-04,British Columbia,Housing under construction,521.0
1980-04,British Columbia,Housing under construction,1352.0
1980-04,British Columbia,Housing under construction,7735.0
1980-04,British Columbia,Housing completions,6520.0
1980-04,British Columbia,Housing completions,4211.0
1980-04,British Columbia,Housing completions,2309.0
1980-04,British Columbia,Housing completions,270.0
1980-04,British Columbia,Housing completions,595.0
1980-04,British Columbia,Housing completions,1444.0
1980-07,Canada,Housing starts,45800.0
1980-07,Canada,Housing starts,164.7
1980-07,Canada,Housing starts,27776.0
1980-07,Canada,Housing starts,91.7
1980-07,Canada,Housing starts,18024.0
1980-07,Canada,Housing starts,73.0
1980-07,Canada,Housing starts,3153.0
1980-07,Canada,Housing starts,3008.0
1980-07,Canada,Housing starts,11863.0
1980-07,Canada,Housing under construction,103840.0
1980-07,Canada,Housing under construction,44096.0
1980-07,Canada,Housing under construction,59744.0
1980-07,Canada,Housing under construction,5982.0
1980-07,Canada,Housing under construction,8228.0
1980-07,Canada,Housing under construction,45534.0
1980-07,Canada,Housing completions,46570.0
1980-07,Canada,Housing completions,24209.0
1980-07,Canada,Housing completions,22361.0
1980-07,Canada,Housing completions,3550.0
1980-07,Canada,Housing completions,4043.0
1980-07,Canada,Housing completions,14768.0
1980-07,Quebec,Housing starts,8511.0
1980-07,Quebec,Housing starts,33.3
1980-07,Quebec,Housing starts,4895.0
1980-07,Quebec,Housing starts,3616.0
1980-07,Quebec,Housing starts,603.0
1980-07,Quebec,Housing starts,59.0
1980-07,Quebec,Housing starts,2954.0
1980-07,Quebec,Housing under construction,13951.0
1980-07,Quebec,Housing under construction,5544.0
1980-07,Quebec,Housing under construction,8407.0
1980-07,Quebec,Housing under construction,831.0
1980-07,Quebec,Housing under construction,268.0
1980-07,Quebec,Housing under construction,7308.0
1980-07,Quebec,Housing completions,10019.0
1980-07,Quebec,Housing completions,5015.0
1980-07,Quebec,Housing completions,5004.0
1980-07,Quebec,Housing completions,648.0
1980-07,Quebec,Housing completions,171.0
1980-07,Quebec,Housing completions,4185.0
1980-07,Ontario,Housing starts,10740.0
1980-07,Ontario,Housing starts,35.4
1980-07,Ontario,Housing starts,5890.0
1980-07,Ontario,Housing starts,4850.0
1980-07,Ontario,Housing starts,1348.0
1980-07,Ontario,Housing starts,944.0
1980-07,Ontario,Housing starts,2558.0
1980-07,Ontario,Housing under construction,31847.0
1980-07,Ontario,Housing under construction,9878.0
1980-07,Ontario,Housing under construction,21969.0
1980-07,Ontario,Housing under construction,3137.0
1980-07,Ontario,Housing under construction,3343.0
1980-07,Ontario,Housing under construction,15489.0
1980-07,Ontario,Housing completions,13911.0
1980-07,Ontario,Housing completions,6180.0
1980-07,Ontario,Housing completions,7731.0
1980-07,Ontario,Housing completions,1563.0
1980-07,Ontario,Housing completions,1518.0
1980-07,Ontario,Housing completions,4650.0
1980-07,British Columbia,Housing starts,9676.0
1980-07,British Columbia,Housing starts,36.6
1980-07,British Columbia,Housing starts,6092.0
1980-07,British Columbia,Housing starts,3584.0
1980-07,British Columbia,Housing starts,197.0
1980-07,British Columbia,Housing starts,399.0
1980-07,British Columbia,Housing starts,2988.0
1980-07,British Columbia,Housing under construction,20197.0
1980-07,British Columbia,Housing under construction,10637.0
1980-07,British Columbia,Housing under construction,9560.0
1980-07,British Columbia,Housing under construction,432.0
1980-07,British Columbia,Housing under construction,1093.0
1980-07,British Columbia,Housing under construction,8035.0
1980-07,British Columbia,Housing completions,8637.0
1980-07,British Columbia,Housing completions,5109.0
1980-07,British Columbia,Housing completions,3528.0
1980-07,British Columbia,Housing completions,289.0
1980-07,British Columbia,Housing completions,516.0
1980-07,British Columbia,Housing completions,2723.0
1980-10,Canada,Housing starts,45864.0
1980-10,Canada,Housing starts,176.0
1980-10,Canada,Housing starts,25539.0
1980-10,Canada,Housing starts,105.8
1980-10,Canada,Housing starts,20325.0
1980-10,Canada,Housing starts,70.2
1980-10,Canada,Housing starts,3503.0
1980-10,Canada,Housing starts,3489.0
1980-10,Canada,Housing starts,13333.0
1980-10,Canada,Housing under construction,105780.0
1980-10,Canada,Housing under construction,44300.0
1980-10,Canada,Housing under construction,61480.0
1980-10,Canada,Housing under construction,6700.0
1980-10,Canada,Housing under construction,9091.0
1980-10,Canada,Housing under construction,45689.0
1980-10,Canada,Housing completions,44309.0
1980-10,Canada,Housing completions,24863.0
1980-10,Canada,Housing completions,19446.0
1980-10,Canada,Housing completions,2852.0
1980-10,Canada,Housing completions,2844.0
1980-10,Canada,Housing completions,13750.0
1980-10,Quebec,Housing starts,8469.0
1980-10,Quebec,Housing starts,32.0
1980-10,Quebec,Housing starts,4227.0
1980-10,Quebec,Housing starts,4242.0
1980-10,Quebec,Housing starts,868.0
1980-10,Quebec,Housing starts,271.0
1980-10,Quebec,Housing starts,3103.0
1980-10,Quebec,Housing under construction,14639.0
1980-10,Quebec,Housing under construction,5222.0
1980-10,Quebec,Housing under construction,9417.0
1980-10,Quebec,Housing under construction,1129.0
1980-10,Quebec,Housing under construction,456.0
1980-10,Quebec,Housing under construction,7832.0
1980-10,Quebec,Housing completions,7661.0
1980-10,Quebec,Housing completions,4519.0
1980-10,Quebec,Housing completions,3142.0
1980-10,Quebec,Housing completions,554.0
1980-10,Quebec,Housing completions,56.0
1980-10,Quebec,Housing completions,2532.0
1980-10,Ontario,Housing starts,12001.0
1980-10,Ontario,Housing starts,43.4
1980-10,Ontario,Housing starts,5812.0
1980-10,Ontario,Housing starts,6189.0
1980-10,Ontario,Housing starts,1524.0
1980-10,Ontario,Housing starts,1202.0
1980-10,Ontario,Housing starts,3463.0
1980-10,Ontario,Housing under construction,31187.0
1980-10,Ontario,Housing under construction,9900.0
1980-10,Ontario,Housing under construction,21287.0
1980-10,Ontario,Housing under construction,3467.0
1980-10,Ontario,Housing under construction,3312.0
1980-10,Ontario,Housing under construction,14508.0
1980-10,Ontario,Housing completions,12725.0
1980-10,Ontario,Housing completions,5697.0
1980-10,Ontario,Housing completions,7028.0
1980-10,Ontario,Housing completions,1172.0
1980-10,Ontario,Housing completions,1319.0
1980-10,Ontario,Housing completions,4537.0
1980-10,British Columbia,Housing starts,11302.0
1980-10,British Columbia,Housing starts,45.6
1980-10,British Columbia,Housing starts,7145.0
1980-10,British Columbia,Housing starts,4157.0
1980-10,British Columbia,Housing starts,300.0
1980-10,British Columbia,Housing starts,682.0
1980-10,British Columbia,Housing starts,3175.0
1980-10,British Columbia,Housing under construction,22865.0
1980-10,British Columbia,Housing under construction,11748.0
1980-10,British Columbia,Housing under construction,11117.0
1980-10,British Columbia,Housing under construction,543.0
1980-10,British Columbia,Housing under construction,1513.0
1980-10,British Columbia,Housing under construction,9061.0
1980-10,British Columbia,Housing completions,9204.0
1980-10,British Columbia,Housing completions,5795.0
1980-10,British Columbia,Housing completions,3409.0
